Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Arnica lanceolata ssp. prima,Nutt.,(Maguire) Strother & S.J.Wolf,clasping arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Arnica,Arnica lanceolata,,prima,,native,S5? (2015),,confirmed,observed,1951-09-11,W. Cottle,UBC,V27388,,2020-07-28,Judith Holm,https://www.inaturalist.org/observations/55057951,,79623,VAS
Arnica latifolia,Bong.,,broadleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Arnica,Arnica latifolia,,,,native,S5 (2015),,confirmed,observed,1979-07-21,Gerald B. Straley,UBC,V166358,,2017-07-30,Judith Holm,https://www.inaturalist.org/observations/8891577,,75573,VAS
Arnica mollis,Hook.,,hairy arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Arnica,Arnica mollis,,,,native,S5 (2015),,confirmed,observed,1938-08-08,John W. Eastham,UBC,V9215,,2020-09-11,Judith Holm,https://www.inaturalist.org/observations/59543194,,75575,VAS
Arnica ovata,Greene,,sticky leaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Arnica,Arnica ovata,,,,native,S5 (2015),,reported,unobserved,1965-08-14,B. Fraser,UBC,V158316,,,,,,75577,VAS
Arnica parryi,A. Gray,,nodding arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Arnica,Arnica parryi,,,,native,S5 (2015),,reported,unobserved,1912-08-13,J. Davidson,UBC,V9224,,,,,,75578,VAS
Arnica rydbergii,Greene,,subalpine arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Arnica,Arnica rydbergii,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/31817915,,153042,VAS
Artemisia norvegica ssp. saxatilis,Fr.,(Besser) H.M.Hall & Clem.,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Artemisia,Artemisia norvegica,,saxatilis,,native,S5 (2015),,reported,unobserved,1917-08-07,John Davidson,UBC,V9352,,,,,,79631,VAS
Artemisia vulgaris,L.,,common mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Artemisia,Artemisia vulgaris,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-05-21,raduscurtescu,https://www.inaturalist.org/observations/79731787,,52856,VAS
Askellia pygmaea,(Richardson) W.A. Weber,,dwarf alpine hawks-beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Askellia,Askellia pygmaea,,,,native,S4S5 (2015),,reported,unobserved,1967-07-21,V. Bednar,UBC,V158274,,,,,UBC & LGL: Crepis nana,76477,VAS
Bellis perennis,L.,,common daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bellis,Bellis perennis,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-11,Ben Keen,https://www.inaturalist.org/observations/16442100,,55563,VAS
Bidens amplissima,Greene,,Vancouver Island beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,Bidens amplissima,,,,native,S3 (2015),,confirmed,observed,2014-08-07,Anne Anderson,UBC,V244536,,2019-08-16,Judith Holm,http://www.inaturalist.org/observations/4366532,,159233,VAS
Bidens cernua,L.,,nodding beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,Bidens cernua,,,,native,S5 (2015),,new 2016,observed,,,,,,2016-08-19,Judith Holm,https://www.inaturalist.org/observations/31376086,,75765,VAS
Bidens frondosa,L.,,devil's beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,Bidens frondosa,,,,exotic,SNA (2001),,confirmed,observed,1978-09-17,R.C. Summerbell,UBC,V167632,,2020-08-31,cfmurrell,https://www.inaturalist.org/observations/58194507,,51712,VAS
Bidens tripartita,L.,,three-parted beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Bidens,Bidens tripartita,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-09-23,Ben Keen,https://www.inaturalist.org/observations/16857723,,75767,VAS
Centaurea cyanus,L.,,cornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Centaurea,Centaurea cyanus,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-06-16,the_rainbow_bee,https://www.inaturalist.org/observations/13508751,,933404,VAS
Centaurea montana,L.,,perennial cornflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Centaurea,Centaurea montana,,,,exotic,SNA (2019),,new 2018,observed,,,,,,2018-05-16,vista888,https://www.inaturalist.org/observations/12534990,,48984,VAS
Centaurea stoebe,Lam.,,spotted knapweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Centaurea,Centaurea stoebe,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-04,jocl,https://www.inaturalist.org/observations/30198483,iNat: needs i.d.,76214,VAS
Cichorium intybus,L.,,chicory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorium,Cichorium intybus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-07-12,Ben Keen,https://www.inaturalist.org/observations/52838026,,52913,VAS
Cirsium arvense,(L.) Scop.,,Canada thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,Cirsium arvense,,,,exotic,SNA (2000),,confirmed,observed,1978-09-17,R.C. Summerbell,UBC,V167629,,2015-06-21,hillanddale,https://www.inaturalist.org/observations/9604949,,60132,VAS
Cirsium brevistylum,Cronquist,,short-styled thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,Cirsium brevistylum,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-07,elsemikkelsen,https://www.inaturalist.org/observations/86113604,,52993,VAS
Cirsium edule,Nutt.,,edible thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,Cirsium edule,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-08-24,kmfret,https://www.inaturalist.org/observations/32084208,,143675,VAS
Cirsium vulgare,(Savi) Ten.,,bull thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Carduoideae,,Cirsium,Cirsium vulgare,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-07,Judith Holm,http://www.inaturalist.org/observations/4372564,,52989,VAS
Coreopsis lanceolata,L.,,lance-leaved coreopsis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Coreopsis,Coreopsis lanceolata,,,,exotic,SNA (2019),,new 2005,observed,,,,,,2005-06-22,Gwen L'Hirondelle,https://www.inaturalist.org/observations/22207912,iNat: needs i.d.,76444,VAS
Cotula coronopifolia,L.,,brass buttons,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Cotula,Cotula coronopifolia,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-07-18,Judith Holm,http://www.inaturalist.org/observations/4373200,,58812,VAS
Crepis capillaris,(L.) Wallr.,,smooth hawksbeard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Crepis,Crepis capillaris,,,,exotic,SNA (2001),,confirmed,observed,2015-12-30,Frank Lomer,UBC,V247102,,2019-06-24,Ben Keen,https://www.inaturalist.org/observations/27609029,,54050,VAS
Crepis tectorum,L.,,narrow-leaved hawk's-beard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Crepis,Crepis tectorum,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-06-03,Judith Holm,https://www.inaturalist.org/observations/13094970,iNat: needs i.d.,76480,VAS
Doronicum pardalianches,L.,,leopard's-bane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Doronicum,Doronicum pardalianches,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-29,Ben Keen,https://www.inaturalist.org/observations/47797477,,61521,VAS
Erigeron acris,L.,,bitter fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron acris,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,143666,VAS
Erigeron annuus,(L.) Desf,,annual daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron annuus,,,,exotic,SNA (2019),,reported,unobserved,1976-07-15,Murray Clark,UBC,V159780,,,,,,76897,VAS
Erigeron aureus,Greene,,alpine yellow fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron aureus,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-07-09,jfclarke,https://www.inaturalist.org/observations/89569988,,143667,VAS
Erigeron canadensis,L.,,horseweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron canadensis,,,,native,S5 (2019),,new 2019,observed,,,,,,2019-07-28,Ben Keen,https://www.inaturalist.org/observations/29742785,Reported as: Conyza canadensis,76907,VAS
Erigeron compositus,Pursh,,cut-leaved daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron compositus,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,76912,VAS
Erigeron glabellus var. pubescens,Nutt.,Hook.,smooth daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron glabellus,,,pubescens,native,S5 (2019),,reported,unobserved,,,,,,,,,,240548,VAS
Erigeron glacialis,(Nutt.) A.Nelson,,subalpine fleabane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron glacialis,,,,native,S5 (2015),,confirmed,observed,1951-07-27,W. Cottle,UBC,V27398,,2017-09-26,Judith Holm,https://www.inaturalist.org/observations/8876676,iNat: needs i.d.,76920,VAS
Erigeron nivalis,Nutt.,,snow daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron, Erigeron nivalis,,,,native,S5 (2019),,reported,unobserved,,A. E. Baggs,UBC,V47131,,,,,,76932,VAS
Erigeron peregrinus,(Banks ex Pursh) Greene,,wandering daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Erigeron,Erigeron peregrinus,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-07-02,Judith Holm,https://www.inaturalist.org/observations/6939453,,133922,VAS
Eriophyllum lanatum,(Pursh) Forbes,,common woolly sunflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eriophyllum,Eriophyllum lanatum,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-09-15,Ben Keen,https://www.inaturalist.org/observations/16564509,,77049,VAS
Eupatorium cannabinum,L.,,hemp agrimony,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eupatorium,Eupatorium cannabinum,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-24,nickpage,https://www.inaturalist.org/observations/31453769,,55976,VAS
Euthamia graminifolia,(L.) Nutt.,,flat-topped goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Euthamia,Euthamia graminifolia,,,,native,S3S4 (2015),,new 2015,observed,,,,,,2015-07-15,Judith Holm,https://www.inaturalist.org/observations/10553229,,130989,VAS
Eutrochium maculatum var. bruneri,(L.) E.E.Lamont,(A.Gray) E.E.Lamont,Joe-pye weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Eutrochium, maculatum,,,bruneri,unknown,SU (2019),,new 2019,observed,,,,,,2019-08-21,Ben Keen,https://www.inaturalist.org/observations/31272214,,1197972,VAS
Galinsoga quadriradiata,Ruiz. & Pav.,,shaggy soldier,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Galinsoga,Galinsoga quadriradiata,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-10-05,Ben Keen,https://www.inaturalist.org/observations/61829231,,56170,VAS
Gamochaeta ustulata,(Nutt.) Holub,,featherweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Gamochaeta,Gamochaeta ustulata,,,,unknown,SU (2019),,new 2019,observed,,,,,,2019-07-06,Ben Keen,https://www.inaturalist.org/observations/28317491,,77224,VAS
Gnaphalium uliginosum,L.,,marsh cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Gnaphalium,Gnaphalium uliginosum,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-15,Ben Keen,https://www.inaturalist.org/observations/16564633,,136366,VAS
Grindelia hirsutula,Hook. & Arn.,,Oregon gumplant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Grindelia,Grindelia hirsutula,,,,native,S3S4 (2015),,reported,unobserved,1958-06-22,W.M. Bird,UBC,V80086,,,,,"UBC:  Christie Island, Howe Sound",61992,VAS
Grindelia stricta,DC.,,Oregon gumplant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Grindelia,Grindelia stricta,,,,native,S5 (2015),,confirmed,observed,1977-08-02,,RBCM,V111884,,2018-09-23,Ben Keen,https://www.inaturalist.org/observations/16844458,RBCM: Grindelia stricta DC. var. stricta,61992,VAS
Helianthus annuus,L.,,common sunflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Helianthus,Helianthus annuus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-08-08,Ben Keen,https://www.inaturalist.org/observations/55880514,,57983,VAS
Hieracium albiflorum,Hook.,,white hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,Hieracium albiflorum,,,,native,S5 (2015),,confirmed,observed,1974-06-00,Charles E. Beil,UBC,V176090,,2018-07-12,Judith Holm,https://www.inaturalist.org/observations/14556870,,63937,VAS
Hieracium atratum,Fr.,,polar hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,Hieracium atratum,,,,exotic,unlisted,,reported,unobserved,1989-06-01,Frank Lomer,UBC,V200111,,,,,"not in iNaturalist, FNA, but H. pseudoatratum is 897001; is in I.T.I.S.; UBC: near #99 at Horseshoe Bay",1248466,VAS
Hieracium lachenalii,Suter,,European hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,Hieracium lachenalii,,,,exotic,SNA (2019),,new 2022,observed,,,,,,2022-06-10,Lyrae,https://www.inaturalist.org/observations/122409256,,163785,VAS
Hieracium maculatum,Sm.,,spotted hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,Hieracium maculatum,,,,exotic,SNA (2000),,new 2018,observed,,,,,,2018-05-20,Gwen L'Hirondelle,https://www.inaturalist.org/observations/12681715,,163791,VAS
Hieracium murorum,L.,,wall hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,Hieracium murorum,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-03,tay_hal,https://www.inaturalist.org/observations/81466729,,163793,VAS
Hypochaeris radicata,L.,,common cat's-ear,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Hypochaeris,Hypochaeris radicata,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-11-28,rileypollom,https://www.inaturalist.org/observations/2435092,,53104,VAS
Jacobaea vulgaris,Gaertn.,,ragwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Jacobaea,Jacobaea vulgaris,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-16,Ben Keen,https://www.inaturalist.org/observations/16605277,,62498,VAS
Lactuca biennis,(Moench) Fernald,,tall blue lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Lactuca,Lactuca biennis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-07-13,Gwen L'Hirondelle,https://www.inaturalist.org/observations/65347438,,77616,VAS
Lapsana communis,L.,,nipplewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Lapsana,Lapsana communis,,,,exotic,SNA (2001),,new 2015,observed,,,,,,2015-06-09,hillanddale,https://www.inaturalist.org/observations/9530719,,55981,VAS
Leucanthemum vulgare,Lam.,,oxeye daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Leucanthemum,Leucanthemum vulgare,,,,exotic,SNA (2001),,new 2017,observed,,,,,,2017-06-25,Judith Holm,https://www.inaturalist.org/observations/6798009,,56057,VAS
Madia glomerata,Hook.,,clustered tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madia,Madia glomerata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,77923,VAS
Madia gracilis,(Sm.) D.D. Keck,,grassy tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madia,Madia gracilis,,,,native,S5 (2019),,new 2015,observed,,,,,,2015-06-06,steveansell,https://www.inaturalist.org/observations/66764476,iNat: needs i.d.,53135,VAS
Madia sativa,Molina,,coast tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madia,Madia sativa,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-12-22,Ben Keen,https://www.inaturalist.org/observations/66935852,,53143,VAS
Matricaria discoidea,DC.,,pineapple-weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Matricaria,Matricaria discoidea,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-07-16,Judith Holm,https://www.inaturalist.org/observations/14469550,,52992,VAS
Mycelis muralis,(L.) Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Mycelis,Mycelis muralis,,,,exotic,SNA (2006),,confirmed,observed,1974-07-02,Charles E. Beil,UBC,V176162,,2016-03-19,Judith Holm,http://www.inaturalist.org/observations/4395516,,48543,VAS
Nabalus alatus,Hook.,,western rattlesnake root,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Nabalus,Nabalus alatus,,,,native,S5 (2019),,reported,unobserved,1914-07-01,A. E. Baggs,UBC,V47169,,,,,UBC:  Grouse Mt. Eagle Cr; Prenanthes alata,130955,VAS
Packera pauciflora,(Pursh) Á. Löve & D. Löve,,alpine groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Packera,Packera pauciflora,,,,native,S5 (2000),,reported,unobserved,2009-05-11,Bruce Fraser,UBC,V158333,,,,,UBC:  Garibaldi PP Warren Gl foreland,78327,VAS
Petasites frigidus var. frigidus,(L.) Fr.,,sweet coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Petasites,Petasites frigidus,,,frigidus,native,S5 (2020),,reported,unobserved,1951-07-18,W. Cottle,UBC,V27403,,,,,,713494,VAS
Petasites frigidus var. palmatus,(L.) Fr.,(Aiton) Cronquist,western sweet coltsfoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Petasites,Petasites frigidus,,,palmatus,native,S5 (2000),,confirmed,observed,1973-08-27,Vladimir J. Krajina,UBC,V151755,,2017-04-02,hillanddale,https://www.inaturalist.org/observations/9532599,Petasites frigidus reported by Krajina; authorities are not in agreement about the varieties of Petasites frigidus,55778,VAS
Petasites japonicus,(Siebold & Zucc.) Maxim.,,giant butterbur,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Petasites,Petasites japonicus,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-10,smcd,https://www.inaturalist.org/observations/41859722,,129038,VAS
Pilosella aurantiaca,(L.) F.W. Schultz & Sch. Bip.,,orange hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,Pilosella aurantiaca,,,,exotic,SNA (2001),,new 2014,observed,,,,,,2014-06-16,hillanddale,https://www.inaturalist.org/observations/9528590,,711103,VAS
Pilosella caespitosa,(Dumort) P.D.Sell & C.West,,meadow hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,Pilosella caespitosa,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15732953,,711086,VAS
Pilosella piloselloides,Vill.,,smooth hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,Pilosella piloselloides,,,,exotic,SNA (2019),,new 2016,observed,,,,,,2016-05-08,hillanddale,https://www.inaturalist.org/observations/9531087,,320888,VAS
Pilosella tristis,(Willd. ex Spreng.) F.W.Schultz & Sch.Bip.,,alpine hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Pilosella,Pilosella tristis,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-08-16,Judith Holm,https://www.inaturalist.org/observations/56907764,Reported as: Hieracium triste,780652,VAS
Pseudognaphalium thermale,(E. E. Nelson) G. L. Nesom,,small headed cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Pseudognaphalium,Pseudognaphalium thermale,,,,native,S4S5 (2015),,confirmed,observed,1963-08-02,Katherine I. Beamish,UBC,V103772,,2018-09-16,Ben Keen,https://www.inaturalist.org/observations/16605379,,78765,VAS
Rudbeckia hirta,L.,,black-eyed susan,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Rudbeckia,Rudbeckia hirta,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-18,Ben Keen,https://www.inaturalist.org/observations/31071283,,62741,VAS
Scorzoneroides autumnalis,(L.) Moench.,,autumn hawkbit,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Scorzoneroides,Scorzoneroides autumnalis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-13,andrewcarricato,https://www.inaturalist.org/observations/49478532,,204167,VAS
Senecio fremontii var. fremontii,Torr. & A. Gray,,fremont's ragwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,Senecio fremontii,,,fremontii,native,S4 (2015),,reported,unobserved,1965-07-02,B. Fraser,UBC,V158361,,,,,UBC:  Garibaldi PP Diamond Head,81364,VAS
Senecio lugens,Richardson,,black-tipped groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,Senecio lugens,,,,native,S5 (2019),,reported,unobserved,1913-08-01,"Taylor, W.",University of Alberta Museums,140513,,,,,,168819,VAS
Senecio sylvaticus,L.,,heath groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,Senecio sylvaticus,,,,exotic,SNA (2001),,confirmed,observed,1974-07-02,Charles E. Beil,UBC,V176157,,2020-07-22,Ben Keen,https://www.inaturalist.org/observations/54019501,UBC:  Bowen Island Plot #31,53210,VAS
Senecio triangularis,Hooker,,arrowleaf senecio,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,Senecio triangularis,,,,native,S5 (2015),,confirmed,observed,1965-07-29,Bruce Fraser,UBC,V158301,,2017-07-30,Judith Holm,https://www.inaturalist.org/observations/7361678,,79055,VAS
Senecio viscosus,L.,,sticky groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,Senecio viscosus,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-08-21,Judith Holm,https://www.inaturalist.org/observations/15865270,,126892,VAS
Senecio vulgaris,L.,,common groundsel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecio,Senecio vulgaris,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-03-24,Gwen L'Hirondelle,https://www.inaturalist.org/observations/69094693,,53211,VAS
Solidago canadensis,L.,,Canada goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,Solidago canadensis,,,,exotic,SNA (2019),,new 2007,observed,,,,,,2007-07-28,hillanddale,https://www.inaturalist.org/observations/9630330,,67808,VAS
Solidago elongata,Nutt.,,west coast goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,Solidago elongata,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,79150,VAS
