Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Solidago lepida,DC.,,elegant goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,Solidago lepida,,,,native,S5 (2000),,new 2021,observed,,,,,,2021-08-05,pumakit,https://www.inaturalist.org/observations/90141665,,79152,VAS
Solidago multiradiata,Aiton,,northern goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,Solidago multiradiata,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-09-17,hkblair,https://www.inaturalist.org/observations/59891067,,79153,VAS
Solidago rugosa var. rugosa,Mill.,,rough-stemmed goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,Solidago rugosa,,,rugosa,exotic,SNA (2019),,reported,unobserved,1987-09-01,Tom C. Wells,UBC,V194574,,,,,,238581,VAS
Solidago simplex var. simplex,Kunth,,sticky goldenrod,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Solidago,Solidago simplex,,,simplex,native,S5 (2019),,reported,unobserved,1995-09-10,Gerald B. Straley,USCH,,,,,,,238582,VAS
Sonchus arvensis ssp. arvensis,L.,,perennial sow thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,Sonchus arvensis,,arvensis,,exotic,SNA (2000),,new 2015,observed,,,,,,2015-06-20,Judith Holm,http://www.inaturalist.org/observations/4485886,,79156,VAS
Sonchus asper,(L.) Hill.,,prickly sowthistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,Sonchus asper,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-24,keeganjd,https://www.inaturalist.org/observations/16893484,,53269,VAS
Sonchus oleraceus,L.,,common sow-thistle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Sonchus,Sonchus oleraceus,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-02,Ben Keen,https://www.inaturalist.org/observations/89705998,,53294,VAS
Symphyotrichum chilense,(Nees) G.L. Nesom,,Pacific aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,Symphyotrichum chilense,,,,native,S5 (2019),,new 2018,observed,,,,,,2018-10-20,kebrauckmann,https://www.inaturalist.org/observations/39213740,"iNat: needs i.d. S. chilense, S. subspicatum, S. eatonii and now S. novi-belgii are names suggested for what look similar to species in the Squamish Estuary",56861,VAS
Symphyotrichum ciliolatum,(Lindl.) A.Löve & D. Löve,,Lindley's aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,Symphyotrichum ciliolatum,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,169455,VAS
Symphyotrichum foliaceum var. foliaceum,(Lindl. ex DC.) G.L. Nesom,,leafy-bracted aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,Symphyotrichum foliaceum,,,foliaceum,native,S4S5 (2008),,confirmed,observed,1913-08-10,A. E. Baggs,UBC,V47170,,2020-07-25,Judith Holm,https://www.inaturalist.org/observations/55209598,,243151,VAS
Symphyotrichum novi-belgii,G.L. Nesom,,new york aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,Symphyotrichum novi-belgii,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-09-14,Judith Holm,https://www.inaturalist.org/observations/60135277,"iNat: needs i.d.  Taxonomy in flux: see Jamie Fenneman's thesis, https://open.library.ubc.ca/cIRcle/collections/ubctheses/24/items/1.0378325",169474,VAS
Symphyotrichum subspicatum,(Nees) G.L.Nesom,,Douglas' aster,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Symphyotrichum,Symphyotrichum subspicatum,,,,native,S5 (2019),,new 2016,unobserved,2016-09-13,Frank Lomer,UBC,V251380,,,,,,79303,VAS
Tanacetum parthenium,(L.) Sch. Bip.,,feverfew,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Tanacetum,Tanacetum parthenium,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-09-24,Ben Keen,https://www.inaturalist.org/observations/33354623,,54520,VAS
Tanacetum vulgare,L.,,tansy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Tanacetum,Tanacetum vulgare,,,,exotic,SNA (2019),,new 2017,observed,,,,,,2017-07-29,Gwen L'Hirondelle,https://www.inaturalist.org/observations/44649671,,55971,VAS
Taraxacum alaskanum,Rydb.,,Alaska dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Taraxacum,Taraxacum alaskanum,,,,native,S5 (2012),,reported,unobserved,1913-08-00,John Davidson,UBC,V44985,,,,,UBC:  Mt. Garibaldi,556104,VAS
Taraxacum erythrospermum agg.,,,red-seeded dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Taraxacum,Taraxacum erythrospermum,,,,exotic,SNA (2001),,confirmed,observed,1965-07-07,B. Fraser,UBC,V158307,,2021-05-11,Gwen L'Hirondelle,https://www.inaturalist.org/observations/78484080,UBC:  Garibaldi PP Sentinel Gl foreland,79317,VAS
Taraxacum officinale agg.,,,common dandelion,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Taraxacum,Taraxacum officinale,,,,exotic,SNA (2001),,confirmed,observed,1966-07-29,B. Fraser,UBC,V158266,,2019-06-16,hydaticus,https://www.inaturalist.org/observations/27308228,"also see: https://www.nrcresearchpress.com/doi/full/10.1139/cjb-2018-0094#.XMtI6jBKjIV
https://www.nrcresearchpress.com/doi/full/10.1139/cjb-2018-0094#.XMtI6jBKjIV",47602,VAS
Tonestus lyallii,(A. Gray) A. Nelson,,Lyall's tonestus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Tonestus,Tonestus lyallii,,,,native,S5 (2000),,reported,unobserved,1967-08-22,V. Bednar,UBC,V158352,,,,,UBC:  Garibaldi PP Sphinx Gl foreland,79371,VAS
Tragopogon dubius,Scop.,,yellow salsify,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Tragopogon,Tragopogon dubius,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-08,roslynmohr,https://www.inaturalist.org/observations/90454169,,54143,VAS
Tripleurospermum inodorum,(L.) Sch.Bip.,,scentless mayweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Tripleurospermum,Tripleurospermum inodorum,,,,native,SNA (2019),,new 2021,observed,,,,,,2021-08-12,Ben Keen,https://www.inaturalist.org/observations/90962329,,79441,VAS
Campanula alaskana,L.,,harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Campanula,Campanula alaskana,,,,native,S5 (2015),,confirmed,observed,1958-06-22,W.M. Bird,UBC,V80066,,2017-09-05,Judith Holm,https://www.inaturalist.org/observations/8896467,now recognized as a species here on the west coast; formerly C. rotundifolia; https://data.canadensys.net/vascan/taxon/9755,967218,VAS
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Campanula,Campanula persicifolia,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-06-25,thuja,https://www.inaturalist.org/observations/13835729,iNat: needs i.d.,159764,VAS
Campanula rapunculoides,L.,,creeping bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Campanula,Campanula rapunculoides,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-19,Gwen L'Hirondelle,https://www.inaturalist.org/observations/31244757,,85321,VAS
Campanula rotundifolia complex,,,common harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Campanula,,,,,native,S5 (2019),,reported,unobserved,1951-08-22,W. Cottle,UBC,V27336,,,,,,984576,VAS
Heterocodon rariflorum,Nutt.,,rareflower heterocodon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,,Heterocodon,Heterocodon rariflorum,,,,native,S4 (2019),,reported,unobserved,,,,,,,,,,58868,VAS
Menyanthes trifoliata,L.,,bogbean,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Menyanthaceae,,,Menyanthes,Menyanthes trifoliata,,,,native,S5 (2000),,new 2015,observed,,,,,,2015-05-24,Judith Holm,https://www.inaturalist.org/observations/6017963,,78016,VAS
Nephrophyllidium crista-galli,(Menzies ex Hook.) Gilg,,deer-cabbage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Menyanthaceae,,,Nephrophyllidium,Nephrophyllidium crista-galli,,,,native,S5 (2000),,confirmed,observed,1997-07-13,Gerald B. Straley,UBC,V226170,,2018-05-31,derekkillby,https://www.inaturalist.org/observations/13002587,Reported as: Fauria crista-galli,340457,VAS
Echium vulgare,L.,,common viper's bugloss,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,,Echium,Echium vulgare,,,,exotic,SNA (2001),,new 2013,observed,,,,,,2013-06-13,hillanddale,https://www.inaturalist.org/observations/9526017,,56174,VAS
Lappula occidentalis,(Hooker) Abrams,,bog bird's-foot lotus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Lappula,Lappula occidentalis,,,,native,S5 (2000),,reported,unobserved,1916-07-26,W. Taylor,UBC,V6794,,,,,Likely misreported as Lappula diploloma by W. Taylor (UBC: V6794),148438,VAS
Myosotis arvensis,(L.) Hill,,field forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,Myosotis arvensis,,,,exotic,SNA (2001),,confirmed,observed,1976-07-01,Murray Clark,UBC,V161945,,2019-05-26,citizen1,https://www.inaturalist.org/observations/26126226,,51726,VAS
Myosotis discolor,Pers.,,changing forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,Myosotis discolor,,,,native,SNA (2019),,new 2021,observed,,,,,,2021-05-23,Ben Keen,https://www.inaturalist.org/observations/79996902,,70265,VAS
Myosotis laxa,Lehm.,,bay forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,Myosotis laxa,,,,native,S5 (2015),,reported,unobserved,1977-01-01,Kelowna Resource Analysis Branch,RBCM,V111299,,,,,RBCM:  Bowen Bay Bog,78150,VAS
Myosotis scorpioides,L.,,water forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,Myosotis scorpioides,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-08-01,cigodwin,https://www.inaturalist.org/observations/89604376,,49130,VAS
Myosotis sylvatica,Ehrh.,,wood forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,Myosotis sylvatica,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-04-07,Ben Keen,https://www.inaturalist.org/observations/22164476,,55826,VAS
Nemophila menziesii,Hook. & Arn.,,Menzies' baby blue eyes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,Nemophila menziesii,,,,exotic,unlisted,,new 2018,observed,,,,,,2018-06-16,the_rainbow_bee,https://www.inaturalist.org/observations/13508690,,50648,VAS
Nemophila parviflora,Douglas ex Benth,,small-flowered nemophila,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,Nemophila parviflora,,,,native,S5 (2000),,confirmed,observed,1916-04-29,W. Taylor,UBC,V21347,,2020-05-15,Ben Keen,https://www.inaturalist.org/observations/46036722,,57353,VAS
Phacelia hastata ssp. hastata,Douglas ex Lehm.,,silverleaf phacelia/scorpionweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,Phacelia hastata,,hastata,,native,S5 (2000),,reported,unobserved,1931-08-28,C.F. Connor,UBC,V21366,,,,,UBC: Squamish P. leucophylla,80115,VAS
Phacelia sericea var. sericea,(Graham) A. Gray,,silky phacelia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Phacelia,Phacelia sericea,,,sericea,native,S5 (2020),,reported,unobserved,1913-08-04,John Davidson,UBC,V62621,,,,,UBC: Garibaldi PP Panorama Ridge,237781,VAS
Pulmonaria officinalis,L.,,lungworts,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,,Pulmonaria,Pulmonaria officinalis,,,,exotic,unlisted,,new 2017,observed,,,,,,2017-04-20,hillanddale,https://www.inaturalist.org/observations/9604722,,125137,VAS
Romanzoffia sitchensis,Bong.,,Sitka mistmaiden,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Hydrophylloideae,,Romanzoffia,Romanzoffia sitchensis,,,,native,S5 (2015),,reported,unobserved,1914-06-06,Miss Fowler,UBC,V45225,,,,,"UBC:  Howe Sound, the Lions",78872,VAS
Symphytum officinale,L.,,common comfrey,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Boraginales,,,Boraginaceae,Boraginoideae,,Symphytum,Symphytum officinale,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-06-16,hydaticus,https://www.inaturalist.org/observations/27188914,,55724,VAS
Arabidopsis lyrata ssp. kamchatica,(L.) O'Kane & Al-Shehbaz,(Fisch. ex DC.) O'Kane & Al-Shehbaz,lyreleaf rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Arabidopsis,Arabidopsis lyrata,,kamchatica,,native,S4 (2001,,reported,unobserved,1914-08-05,John Davidson,UBC,V12369,,,,,UBC: Arabidopsis kamchatica,333497,VAS
Arabidopsis thaliana,(L.) Heynh.,,mouse-ear cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Arabidopsis,Arabidopsis thaliana,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-04-02,Ben Keen,https://www.inaturalist.org/observations/21930810,,55021,VAS
Arabis eschscholtziana,Andrz.,,Eschscholtz's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Arabis,Arabis eschscholtziana,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,75494,VAS
Armoracia rusticana,"G.Gaertn., B.Mey. & Scherb.",,common horseradish,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Armoracia,Armoracia rusticana ,,,,exotic,SNA (2019),,reported,unobserved,2022-07-20,,GBIF 2022,q-10654377074,,,,,,75566,VAS
Barbarea orthoceras,Ledeb.,,American yellowrocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Barbarea,Barbarea orthoceras,,,,native,S5 (2015),,confirmed,observed,2004-05-05,T. Taylor,report,,,2016-04-25,Judith Holm,https://www.inaturalist.org/observations/9971751,,52976,VAS
Barbarea verna,(P. Mill.) Asch.,,early wintercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Barbarea,Barbarea verna,,,,exotic,SNA (2019),,reported,unobserved,1943-05-23,,RBCM,V016333,,,,,RBCM:  West Vancouver,71136,VAS
Barbarea vulgaris,W.T. Aiton,,bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Barbarea,Barbarea vulgaris,,,,exotic,SNA (2001),,confirmed,observed,1967-06-10,P. Warrington,LEA,,,2020-05-07,Judith Holm,https://www.inaturalist.org/observations/45239803,,56126,VAS
Boechera calderi,(G. A. Mulligan) Windham & Al-Shehbaz,,Calder's suncress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Boechera,Boechera calderi,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,75780,VAS
Boechera lyallii,(S. Watson) Dorn,,Lyall's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Boechera,Boechera lyallii,,,,native,S5 (2015),,reported,unobserved,1926-10-08,G. A. Hardy,RBCM,V008032,,,,,RBCM:  Garibaldi PP Panorama Ridge,75799,VAS
Boechera stricta,(Graham) Al-Shehbaz,,drummond's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Boechera,Boechera stricta,,,,native,S5 (2015),,reported,unobserved,1967-08-17,V. Bednar,UBC,V158312,,,,,,75824,VAS
Brassica napus,L.,,turnip,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassica,Brassica napus,,,,exotic,SNA (2001),,reported,unobserved,2015-12-30,Frank Lomer,UBC,V247101,,,,,Reported as Brassica napus ssp. rapifera by Frank Lomer (UBC: V247101),450737,VAS
Brassica oleracea,L.,,cabbage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassica,Brassica oleracea,,,,exotic,SNA (2019),,reported,unobserved,2015-03-27,Frank Lomer,UBC,V246473,,,,,Reported as Brassica oleracea var. acephala by Frank Lomer (UBC: V246473),54516,VAS
Brassica rapa,L.,,field mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Brassica,Brassica rapa,,,,exotic,SNA (2001),,confirmed,observed,1991-05-18,Gerald B. Straley,CPNWH,2483909,,2019-04-02,Ben Keen,https://www.inaturalist.org/observations/21930513,Reported as Brassica rapa var. oleifera by Gerald B. Straley (CPNWH: 2483909),53271,VAS
Cakile edentula,Bigelow) Hook.,,sea rocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cakile,Cakile edentula,,,,exotic,SNA (2015),,new 2020,observed,,,,,,2020-09-27,northvandad,https://www.inaturalist.org/observations/61066212,,52162,VAS
Capsella bursa-pastoris,(L.) Medik.,,shepherd's-purse,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Capsella,Capsella bursa-pastoris,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-06-14,Ben Keen,https://www.inaturalist.org/observations/49673150,,56121,VAS
Cardamine breweri var. orbicularis,S.Watson,(Greene) Detling,Brewer's bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine breweri,,,orbicularis,native,S4S5 (2015),,confirmed,observed,2001-06-05,Frank Lomer,UBC,V235043,,2019-10-04,Judith Holm,https://www.inaturalist.org/observations/33995507,,239738,VAS
Cardamine flexuosa,With.,,wavy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine flexuosa,,,,exotic,SNA (2006),,new 2018,observed,,,,,,2018-05-07,Judith Holm,https://www.inaturalist.org/observations/12248067,,69636,VAS
Cardamine hirsuta,L.,,hairy bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine hirsuta,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-03-31,Judith Holm,https://www.inaturalist.org/observations/10542335,,55829,VAS
Cardamine oligosperma,Nutt.,,little western bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine oligosperma,,,,exotic,S5 (2015),,confirmed,observed,1939-04-01,J. Buckland,UBC,V12624,,2019-02-24,Ben Keen,https://www.inaturalist.org/observations/20737116,,52981,VAS
Cardamine pensylvanica,Muhl. ex Willd,,Pennsylvania bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine pensylvanica,,,,native,S5 (2015),,reported,unobserved,1912-08-15,John Davidson,UBC,V12583,,,,,,76005,VAS
Cardamine umbellata,Greene,,umbel bitter-cress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamine,Cardamine umbellata,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-08-29,Judith Holm,https://www.inaturalist.org/observations/17455810,,359566,VAS
Draba albertina,Greene,,slender draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba albertina,,,,native,S5 (2019),,reported,unobserved,1912-08-15,John Davidson,UBC,V64031,,,,,"UBC: Helm Lake, Garibaldi  PP",76687,VAS
Draba aurea,Vahl,,golden draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba aurea,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,162008,VAS
Draba incerta,Pays.,,yellowstone draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba incerta,,,,native,S5 (2019),,reported,unobserved,,,,,,,,,,162030,VAS
Draba lonchocarpa,Rydb.,,spear-fruited draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba lonchocarpa,,,,native,S5 (2019),,reported,unobserved,1965-07-00,Bruce Fraser,UBC,V158275,,,,,UBC:  Garibaldi PP (location withheld),76701,VAS
Draba praealta,Greene,,tall draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba praealta,,,,native,S5? (2019),,reported,unobserved,1967-06-24,Pat Warrington,LEA,LEA-VP-11868,,,,,"U Lethbridge: The Barrier, Garibaldi PP",76707,VAS
Draba stenoloba,Ledeb.,,Alaska draba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba stenoloba,,,,native,S5 (2019),,reported,unobserved,1965-08-16,Bruce Fraser,UBC,V158251,,,,,"UBC:  Sphinx Gl. Forelands, Garibaldi PP",162069,VAS
Draba verna,L.,,common whitlowgrass,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Draba,Draba verna,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-03-04,elsemikkelsen,https://www.inaturalist.org/observations/70187581,,55823,VAS
Erysimum sp.,L.,,wallflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Erysimum,Erysimum ,,,,exotic,,,new 2021,observed,,,,,,2021-05-18,elsemikkelsen,https://www.inaturalist.org/observations/79700513,,50630,VAS
