Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Protoparmeliopsis muralis s. lat.,(Schreb.) M. Choisy,,stonewall rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,Protoparmeliopsis,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36191,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599414,Reported as Lecanora muralis,632126,LIC
Alectoria sarmentosa,(Ach.) Ach.,,witch’s hair,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Alectoria,native,S4 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L14347,,2019-05-05,Brian Starzomski,https://www.inaturalist.org/observations/24665187,Reported as Alectoria “vancouverensis”—coastal chemomorph of A sarmentosa,126626,LIC
Bryoria fremontii,(G. Merr.) Brodo & D. Hawksw.,,inedible horsehair,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Bryoria,native,S5 (2018),reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36179,,,,,Reported as Bryoria tortuosa (colour morph),205663,LIC
Bryoria glabra,(Motyka) Brodo & D. Hawksw.,,wire horsehair,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Bryoria,native,S5 (2018),new 2018,observed,,,,,,2018-06-07,Andrew Simon,https://www.inaturalist.org/observations/13225111,,205668,LIC
Bryoria pseudofuscescens,(Gyeln.) Brodo & D. Hawksw.,,Mountain Horsehair Lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Bryoria,native,S3S4 (2010); G3G4 Globally vulnerable,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L35911,,2020-02-23,Andrew Simon,https://www.inaturalist.org/observations/39126265,Reported as Bryoria friabilis,205673,LIC
Cetraria aculeata,(Schreber) Fr.,,spiny heath,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Cetraria,native,S5 (2018),new 2021,observed,,,,,,2021-04-15,Andrew Simon,https://www.inaturalist.org/observations/74104772,,54351,LIC
Cetrelia cetrarioides,(Delise) W.L. Culb. & C.F. Culb.,,downside sea-storm,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Cetrelia,native,S4 (2010),reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,154457,LIC
Evernia prunastri,(L.) Ach.,,antlered oakmoss,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Evernia,native,S4S5 (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10843,,2016-02-13,"Alison Colwell, Laura Colwell, & Malcolm Colwell",http://www.inaturalist.org/observations/3041034,,123175,LIC
Flavopunctelia flaventior,(Stirton) Hale.,,speckled mantle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Flavopunctelia,native,S2? (2019),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L35877,,2016-10-16,Andrew Simon,http://www.inaturalist.org/observations/4381669,,69436,LIC
Flavopunctelia soredica,(Nyl.) Hale.,,powder-edged speckled mantle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Flavopunctelia,native,unlisted,new 2016,observed,,,,,,2016-10-16,Andrew Simon,http://www.inaturalist.org/observations/4381669,,220115,LIC
Hypogymnia apinnata,Goward & McCune,,beaded sleeve,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S5 (2018),new 2017,observed,,,,,,2017-06-20,Andrew Simon,https://www.inaturalist.org/observations/7280589,,222045,LIC
Hypogymnia enteromorpha,(Ach.) Nyl.,,inflatable bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36168,,2016-03-22,Andrew Simon,http://www.inaturalist.org/observations/2819286,,222048,LIC
Hypogymnia imshaugii,Krog,,forking bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S5 (2018),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L37597,,2016-03-22,Andrew Simon,http://www.inaturalist.org/observations/2819332,,179042,LIC
Hypogymnia inactiva,(Krog) Ohlsson,,wish bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S4 (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36199,,2017-03-30,Andrew Simon,https://www.inaturalist.org/observations/5525983,,126597,LIC
Hypogymnia occidentalis,L.H. Pike,,budding bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S5 (2018),new 2017,observed,,,,,,2017-06-20,Andrew Simon,https://www.inaturalist.org/observations/7280579,,222055,LIC
Hypogymnia physodes,(L.) Nyl.,,monk’s hood,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L37601,,2016-01-22,Andrew Simon,http://www.inaturalist.org/observations/2608952,,117971,LIC
Hypogymnia tubulosa,(Schaer.) Hav.,,dog bone,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Hypogymnia,native,S5 (2018),new 2016,observed,,,,,,2016-02-13,Andrew Simon,http://www.inaturalist.org/observations/2679358,,179720,LIC
Letharia vulpina,(L.) Hue,,timber wolf,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Letharia,native,S5 (2018),confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2018-05-08,Andrew Simon,https://www.inaturalist.org/observations/12287790,,54613,LIC
Melanelixia fuliginosa,(Fr. ex Duby) Essl.,,shiny camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanelixia,native,S4 (2010),reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36185,,,,,Reported as Melanelia fuliginosa,345339,LIC
Melanelixia glabratula,(Lamy) Sandler & Arup,,camouflage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanelixia,native,unlisted,confirmed,observed,1974-06-01,Willa J. Noble,UBC,L36218,,2015-10-08,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2647572,,463479,LIC
Melanelixia subaurifera,"(Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",,abraded camouflage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanelixia,native,S5 (2010),new 2015,observed,,,,,,2015-10-08,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2647580,,194686,LIC
Melanohalea exasperatula,"(Nyl.) O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",,lustrous camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Melanohalea,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36186,,2019-01-11,Andrew Simon,https://www.inaturalist.org/observations/19600899,,463485,LIC
Menegazzia subsimilis,(H. Magn.) R. Sant.,,tragic flute,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Menegazzia,native,S4 (2010),new 2018,observed,,,,,,2018-07-01,Andrew Simon,https://www.inaturalist.org/observations/13974445,,194700,LIC
Menegazzia terebrata,(Hoffm.) A. Massal.,,magic flute,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Menegazzia,native,S4 (2010),new 2018,observed,,,,,,2018-07-01,Andrew Simon,https://www.inaturalist.org/observations/13974450,,123677,LIC
Montanelia panniformis,(Nyl.) Vainio.,,overlapping camouflage,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Montanelia,native,S5 (2018),new 2021,observed,,,,,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/81146972,,463542,LIC
Parmelia hygrophila,Goward & Ahti,,granulating crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmelia,native,S5 (2010),confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2017-04-30,Andrew Simon,https://www.inaturalist.org/observations/6047538,,194661,LIC
Parmelia saxatilis,(L.) Ach.,,salted crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmelia,native,S5 (2010),confirmed,observed,1974-05-30,Willa J. Noble,UBC,L35923,,2015-05-14,Andrew Simon,http://www.inaturalist.org/observations/2617727,,117860,LIC
Parmelia squarrosa,Hale,,bottlebrush crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmelia,native,S3S4 (2010),new 2017,observed,,,,,,2017-02-11,Andrew Simon,https://www.inaturalist.org/observations/5094708,,125728,LIC
Parmelia sulcata,Taylor,,hammered crottle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmelia,native,S5 (2010),confirmed,observed,1974-06-01,Willa J. Noble,UBC,L36214,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3031163,,54734,LIC
Parmeliopsis ambigua,(Wulfen) Nyl.,,green starburst,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmeliopsis,native,S5 (2018),new 2018,observed,,,,,,2018-06-09,Andrew Simon,https://www.inaturalist.org/observations/13296686,,182652,LIC
Parmotrema arnoldii,(Du Rietz) Hale,,king ruffle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Parmotrema,native,S4 (2010),confirmed,observed,1974-06-13,Willa J. Noble,UBC,L36498,,2015-03-09,Andrew Simon,http://www.inaturalist.org/observations/2572195,,123349,LIC
Platismatia glauca,(L.) W.L. Culb. & C.F. Culb.,,rag bags,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Platismatia,native,S5 (2018),confirmed,observed,1974-05-30,Willa J. Noble,UBC,L37600,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3031180,,117874,LIC
Platismatia herrei,(Imshaug) W.L. Culb. & C.F. Culb.,,tattered rags,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Platismatia,native,S5 (2018),confirmed,observed,1974-04-21,Willa J. Noble,UBC,L14276,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566412,,117876,LIC
Protoparmelia ochrococca,(Nyl.) P.M. Jørg.,,lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Protoparmelioideae,,Protoparmelia,native,unlisted,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36170,,,,,Cottage Road,228872,LIC
Punctelia jeckeri,(Roum.) Kalb,,galactic speckleback,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Punctelia,native,unlisted,confirmed,observed,1977-07-24,Teuvo Ahti & Willa J. Noble,UBC,L39737,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3031127,Reported as P. perreticulata,341601,LIC
Punctelia stictica,(Delise ex Duby) Krog,,blueshift speckleback,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Punctelia,native,S4 (2018),confirmed,observed,1974-05-29,Willa J. Noble,UBC,L14344,,2016-09-28,Andrew Simon,http://www.inaturalist.org/observations/4239749,,117879,LIC
Tuckermanopsis chlorophylla,(Willd.) Hale,,powdered wrinkle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,native,S5 (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L14348,,2017-04-01,Andrew Simon,https://www.inaturalist.org/observations/5537571,,1019557,LIC
Tuckermanopsis ciliaris,(Ach.) Gyeln.,,eyelashed wrinkle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,native,S5 (2018),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,L881,,,,,"initially reported as Tuckermannopsis americana; note: I cannot trace this record on the UBC herbarium database, though it is still included on CPNWH under Cetraria ciliaris; this record should be double-checked; top of Mt. Galiano, fir twigs",,LIC
Tuckermanopsis orbata,(Nyl.) M.J. Lai,,shape-shifting wrinkle,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,native,S5 (2018),confirmed,observed,1974-05-30,Willa J. Noble,UBC,L14346,,2015-03-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569000,,813868,LIC
Usnea barbata,Motyka,,scruffy beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,unlisted,new 2017,observed,,,,,,2017-03-10,Andrew Simon,https://www.inaturalist.org/observations/5280677,,352781,LIC
Usnea cavernosa,Tuck.,,pitted beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S3S4 (2018),confirmed,observed,1974-05-28,Willa J. Noble,UBC,L35883,,2017-02-11,Andrew Simon,https://www.inaturalist.org/observations/5109885,,182690,LIC
Usnea dasopoga,(Ach.) Nyl.,,fish net beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4S5 (2010),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3031254,,532452,LIC
Usnea flavocardia,Räsänen,,blood-splattered beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4 (2010),new 2015,observed,,,,,,2015-10-15,Andrew Simon,https://www.inaturalist.org/observations/33819226,,127146,LIC
Usnea glabrata,(Ach.) Vain.,,lustrous beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S3S5 (2019),new 2017,observed,,,,,,2017-06-20,Andrew Simon,https://www.inaturalist.org/observations/7280592,,233312,LIC
Usnea glabrescens,(Nyl. ex Vain.) Vain.,,spotted beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4 (2018),new 2017,observed,,,,,,2017-02-16,Andrew Simon,https://www.inaturalist.org/observations/5125230,,233313,LIC
Usnea hirta,(L.) Weber ex F.H. Wigg.,,bristly beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4 (2010),new 2016,observed,,,,,,2016-07-26,Andrew Simon,http://www.inaturalist.org/observations/3767180,,182679,LIC
Usnea intermedia,Jatta,,exploding beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S3S4 (2018),confirmed,observed,2010-01-26,Terry McIntosh,UBC,L51043,,2016-10-23,Andrew Simon,https://www.inaturalist.org/observations/7679904,Usnea rigida reported by Terry Taylor (2008-04-05); Usnea quasirigida reported by Kent Brothers; both in doubt,202002,LIC
Usnea longissima,Ach.,,Methuselah’s beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4 (2010),new 2017,observed,,,,,,2017-03-13,Sarah Tweedale & Andrew Simon,https://www.inaturalist.org/observations/5308251,,122681,LIC
Usnea pacificana,Halonen,,Pacific beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S3S4 (2010),new 2015,observed,,,,,,2015-11-21,Andrew Simon,https://www.inaturalist.org/observations/39129331,,233326,LIC
Usnea perplexans,Stirt.,,embossed beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S5 (2018),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2019-01-27,Andrew Simon,https://www.inaturalist.org/observations/19922714,Reported as Usnea substerilis; iNat has adopted U. perplexans for some perplexing reason...,597121,LIC
Usnea silesiaca,Motyka,,Neptune’s beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4 (2018),new 2017,observed,,,,,,2017-03-09,Andrew Simon,https://www.inaturalist.org/observations/5381712,,532730,LIC
Usnea subfloridana,Stirt.,,boreal beard,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,S4 (2018),confirmed,observed,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3029003,,182682,LIC
Usnea wasmuthii,Räsänen,,beard lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Usnea,native,unlisted,new 2015,observed,,,,,,2015-10-01,Andrew Simon,https://www.inaturalist.org/observations/33818262,,233348,LIC
Vulpicida canadensis,(Räsänen) J.-E. Mattsson & M. J. Lai,,brown-eyed sunshine,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Vulpicida,native,S5 (2018),new 2018,observed,,,,,,2018-02-15,Andrew Simon,https://www.inaturalist.org/observations/9875767,,54317,LIC
Xanthoparmelia mougeotii,(Schaer.) Hale,,powdered rockfrog,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,native,S3S4 (2018),reported,unobserved,1974-05-28,Willa J. Noble,UBC,L35892,,,,,,233712,LIC
Xanthoparmelia sp.,,,questionable rockfrog,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,native,SU (2010),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36188,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599862,,60724,LIC
Xanthoparmelia verruculifera,"(Nyl.) O. Blanco, A. Crespo, Elix, D. Hawksw. & Lumbsch",,carbuncular toad,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,Xanthoparmelia,native,S3S4 (2018),confirmed,observed,1974-05-24,Willa J. Noble,UBC,L35895,,2015-08-05,Andrew Simon,http://www.inaturalist.org/observations/2599862,Reported as Neofuscelia verruculifera,117849,LIC
Micarea micrococca,(Körber) W. Gams ex Coppins,,shadow dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Pilocarpaceae,,,Micarea,native,unlisted,new 2015,observed,,,,,,2015-11-05,Andrew Simon,https://www.inaturalist.org/observations/21057023,,463518,LIC
Micarea peliocarpa,(Anzi) Coppins,,shadow dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Pilocarpaceae,,,Micarea,native,unlisted,confirmed,observed,1974-05-31,Willa J. Noble,UBC,L20474,,2019-04-29,Andrew Simon,https://www.inaturalist.org/observations/24768231,,225038,LIC
Psora globifera,(Ach.) A. Massal.,,globe pennies,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Psoraceae,,,Psora,native,S4 (2020),new 2021,observed,,,,,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/83031036,,123509,LIC
Bacidia rubella,(Hoffm.) A. Massal.,,frosty-rimmed dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Bacidia,native,unlisted,reported,unobserved,1974-05-29,Willa J. Noble,UBC,L48879,,,,,,205562,LIC
Cliostomum griffithii,(Sm.) Coppins,,multicolored dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Cliostomum,native,unlisted,confirmed,observed,1974-05-28,Willa J. Noble,UBC,L14330,,2016-10-16,Andrew Simon,https://www.inaturalist.org/observations/21055694,,217200,LIC
Japewia tornoensis,(Nyl.) Tønsberg,,hidden dot lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Japewia,native,unlisted,reported,unobserved,1974-05-24,Willa J. Noble,UBC,L10949,,,,,,222464,LIC
Lecania dudleyi,Herre,,rim lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Lecania,native,unlisted,confirmed,observed,1974-05-29,Willa J. Noble,UBC,L20697,,2020-06-10,Andrew Simon,https://www.inaturalist.org/observations/49193134,,222792,LIC
Ramalina cf obtusata,(Arnold) Bitter,,hooded ribbon,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,S4 (2010),reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,229770,LIC
Ramalina dilacerata,(Hoffm.) Hoffm.,,punctured ribbon,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L10960,,2017-03-18,Andrew Simon,https://www.inaturalist.org/observations/5392752,,182732,LIC
Ramalina farinacea,(L.) Ach.,,farinose cartilage lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,S5 (2018),confirmed,observed,1974-05-31,Willa J. Noble,UBC,L36198,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296811,,54758,LIC
Ramalina menziesii,Taylor.,,canopy fishnet,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,S3S4 (2010),new 2017,observed,,,,,,2017-03-18,Andrew Simon,https://www.inaturalist.org/observations/5392773,,49578,LIC
Ramalina neopacifica ined.,Hampton-Miller & T. Sprib.,,ribbon lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,unlisted,reported,unobserved,1974-05-30,Willa J. Noble,UBC,L10956,,,,,Whaler Bay,,LIC
Ramalina sp.2 sensu Goward 1999,,,maritime bush,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,unlisted,reported,unobserved,1974-05-31,Willa J. Noble,UBC,L36184,,,,,,48325,LIC
Ramalina subleptocarpha,Rundel & Bowler,,continuous ribbon,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Ramalina,native,S3S4 (2018),new 2020,observed,,,,,,2020-08-15,Andrew Simon,https://www.inaturalist.org/observations/57127989,,203077,LIC
Waynea californica,Moberg,,knobbed scale,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramalinaceae,,,Waynea,native,unlisted,reported,unobserved,2010-01-26,Terry McIntosh & Curtis Björk,Bryos and Lichens of Mt Sutil Inventory 2010,,,,,,,194116,LIC
Ramboldia gowardiana,(T. Sprib. & M. Hauck) Kalb,,button lichen,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Ramboldiaceae,,,Ramboldia,native,unlisted,reported,unobserved,1974-05-28,Willa J. Noble,UBC,L37595,,,,,,229804,LIC
