Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Hylocomiadelphus triquetrus,(Hedw.) Ochyra & Stebel,,stairstep moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomiadelphus,native,S5,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2011-12-22,T. Abe Lloyd,https://www.inaturalist.org/observations/37307666,,123923,BRY
Hylocomium splendens,(Hedw.) Schimp.,,glittering wood-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Hylocomium,native,S5,confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565050,,122555,BRY
Pleurozium schreberi,(Willd. ex Brid.) Mitt.,,red-stemmed feather moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Pleurozium,native,S5 (2015),confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-01-24,Andrew Simon,http://www.inaturalist.org/observations/2615499,,130677,BRY
Rhytidiadelphus loreus,(Hedw.) Warnst.,,lanky moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,native,S5,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-21,Lauren Magner & Andrew Simon,http://inaturalist.ca/observations/2605256,,124422,BRY
Rhytidiadelphus squarrosus,(Hedw.) Warnst.,,square gooseneck moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hylocomiaceae,,,Rhytidiadelphus,native,S5 (2015),confirmed,observed,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-038847,,2016-02-16,Andrew Simon,http://www.inaturalist.org/observations/2692275,,123754,BRY
Hypnum circinale,Hook.,,coiled-leaf claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,native,S5,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B181156,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608763,,125464,BRY
Hypnum cupressiforme,Hedw.,,cypess-leaved plaitmoss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Hypnum,native,S4S5 (2011),confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,B181388,,2020-04-21,Andrew Simon,https://www.inaturalist.org/observations/42826205,Virago Point? (north end Galiano); on rocks at and above sea level; also at Montague,163992,BRY
Stereodon subimponens,Lesq.,,curly claw-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Hypnaceae,,,Stereodon,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575115,,130684,BRY
Plagiothecium laetum,Schimp.,,bright silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Plagiothecium,native,S4S5 (2015),new 2021,observed,,,,,,2021-05-05,Andrew Simon,https://www.inaturalist.org/observations/83038986,,123563,BRY
Plagiothecium undulatum,(Hedw.) Schimp.,,waved silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Plagiothecium,native,S4 (2015),confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575128,,123586,BRY
Pseudotaxiphyllum elegans,(Brid.) Z. Iwats.,,elegant silk-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,Pseudotaxiphyllum,native,S4S5 (2015),new 2020,observed,,,,,,2020-04-30,Andrew Simon,https://www.inaturalist.org/observations/44439264,,67917,BRY
Hygrohypnella ochracea,(Turner ex Wilson) Ignatov & Ignatova,,claw brook-moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Scorpidiaceae,,,Hygrohypnella,native,S4S5 (2015),new 2016,observed,,,,,,2016-03-22,Andrew Simon,http://www.inaturalist.org/observations/2822816,,1124079,BRY
Bryolawtonia vancouveriensis,(Kindb.) D.H. Norris & Enroth,,creekbed moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thamnobryaceae,,,Bryolawtonia,native,S4? (2015),new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/10565047,,67861,BRY
Claopodium bolanderi,Best,,Bolander’s Claopodium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Claopodium,native,S4S5 (2015),confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2017-02-23,Andrew Simon,https://www.inaturalist.org/observations/5174342,,160663,BRY
Claopodium crispifolium,(Hook.) Renauld & Cardot,,rough moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Claopodium,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-14,Andrew Simon,http://www.inaturalist.org/observations/2784486,,128661,BRY
Claopodium whippleanum,(Sull.) Renauld & Cardot,,Whipple's Claopodium moss,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Thuidiaceae,,,Claopodium,native,S3S4 (2015),new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/10565143,,67868,BRY
Dichelyma uncinatum,Mitten,,sickle dichelyma,Plantae,Bryophyta,,,Bryopsida,,,Isobryales,,,Fontinalaceae,,,Dichelyma,native,S3S4,confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566347,,161818,BRY
Fontinalis antipyretica,Hedw.,,willow moss,Plantae,Bryophyta,,,Bryopsida,,,Isobryales,,,Fontinalaceae,,,Fontinalis,native,S4S5 (2015),new 2016,observed,,,,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3403066,,123790,BRY
Hedwigia stellata,Hedenäs,,starry hoar-moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Hedwigiaceae,,,Hedwigia,native,S3S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-26,Andrew Simon,http://www.inaturalist.org/observations/2588108,,163552,BRY
Pseudobraunia californica,(Lesq.) Broth.,,California Pseudobraunia moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Hedwigiaceae,,,Pseudobraunia,native,S3S4 (2015),new 2017,observed,,,,,,2017-05-13,Andrew Simon & Steve Joya,https://www.inaturalist.org/observations/6217959,,156472,BRY
Alsia californica,(Hooker & Arnott),,California alsia moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Alsia,native,S4S5 (2015),confirmed,observed,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-035944,,2021-06-12,Daniel Tucker,https://www.inaturalist.org/observations/82960318,UBC specimen erroneously identified as Pseudoleskeella tectorum,55323,BRY
Antitrichia californica,Sull.,,California Antitrichia moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Antitrichia,native,S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-01-28,Andrew Simon,http://www.inaturalist.org/observations/2626838,,67846,BRY
Antitrichia curtipendula,(Timm ex Hedw.) Brid.,,pendulous wing-moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Antitrichia,native,S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2018-02-15,Andrew Simon,https://www.inaturalist.org/observations/9903552,,126107,BRY
Dendroalsia abietina,(Hook.) E. Britton,,plume moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Dendroalsia,native,S3S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-05-29,Andrew Simon,http://www.inaturalist.org/observations/3340528,,55340,BRY
Nogopterium gracile,(Hedw.) Crosby & W.R. Buck,,bird's-foot wing-moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Leucodontaceae,,,Nogopterium,native,S2 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-05-13,Andrew Simon,https://www.inaturalist.org/observations/6217934,,518546,BRY
Neckera douglasii,Hook.,,Douglas’ Neckera moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,,Neckera,native,S4S5 (2011),confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575119,,69912,BRY
Neckera menziesii,Drumm.,,Menzies’ Metaneckera,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,,Neckera,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-10,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2767797,,1149640,BRY
Porotrichum bigelovii,(Sull.) Kindb.,,Bigelow’s porotrichum moss,Plantae,Bryophyta,,,Bryopsida,,,Leucodontales,,,Neckeraceae,,,Porotrichum,native,S4S5 (2015),confirmed,observed,2015,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2016-05-29,Sarah Tweedale & Andrew Simon,http://www.inaturalist.org/observations/3343438,,67841,BRY
Amphidium californicum,(Hampe ex Müll. Hal.) Broth.,,California yoke moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Amphidium,native,S4 (2015),confirmed,observed,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B45016,,2017-03-23,Andrew Simon,https://www.inaturalist.org/observations/9370700,,158304,BRY
Lewinskya rupestris,"(Schleich. ex Schwägr.) F.Lara, Garilleti & Goffinet",,rock bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Lewinskya,native,S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608530,,589145,BRY
Orthotrichum columbicum,Mitt.,,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,unlisted,unlisted,new 2017,observed,,,,,,2017-06-20,Andrew Simon,https://www.inaturalist.org/observations/7280594,,524294,BRY
Orthotrichum consimile,Mitt.,,bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,native,S4S5 (2015),new 2016,observed,,,,,,2016-10-04,Andrew Simon,http://www.inaturalist.org/observations/4282586,,165946,BRY
Orthotrichum pulchellum,Brunt.,,elegant bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Orthotrichum,native,S3S4 (2015),new 2017,observed,,,,,,2017-03-14,Andrew Simon,https://www.inaturalist.org/observations/5309832,,165965,BRY
Plenogemma phyllantha,"(Brid.) Sawicki, Plášek & Ochyra",,frizzled pincushion,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Plenogemma,native,S4S5 (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B134325,,2020-04-30,Andrew Simon,https://www.inaturalist.org/observations/44459097,,1123493,BRY
Pulvigera lyellii,Hook. & Taylor,,Lyell's bristle-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Pulvigera,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-09,Andrew Simon,http://www.inaturalist.org/observations/2572186,,1123491,BRY
Zygodon viridissimus,(Dicks.) Brid.,,green yoke-moss,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,Zygodon,native,S4? (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-10-05,Andrew Simon,http://www.inaturalist.org/observations/4317941,,170457,BRY
Atrichum selwynii,Austin,,crane's-bill moss,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Atrichum,native,S5? (2015),confirmed,observed,2011-05-14,Kent Brothers,VMS,,,2014-09-27,Andrew Simon,http://www.inaturalist.org/observations/2632385,,55331,BRY
Atrichum undulatum,(Hedw.) P. Beauv.,,common smooth cap,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Atrichum,native,S5 (2015),confirmed,observed,2014,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2020-04-30,Andrew Simon,https://www.inaturalist.org/observations/44569736,,124155,BRY
Polytrichum commune,Hedw.,,common haircap moss,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,native,S5 (2015),reported,unobserved,1964-05-03,Wilfred B. Schofield,UBC,B106132,,,,,,68293,BRY
Polytrichum juniperinum,Hedw.,,juniper haircap moss,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,native,S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2014-02-11,L. Hurteau,https://www.inaturalist.org/observations/16788083,,68286,BRY
Polytrichum piliferum,Hedw.,,bristly haircap moss,Plantae,Bryophyta,,,Bryopsida,,,Polytrichales,,,Polytrichaceae,,,Polytrichum,native,S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575106,,67905,BRY
Encalypta ciliata,Hedw.,,fringed extinguisher-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Encalyptaceae,,,Encalypta,native,S4S5 (2011),reported,unobserved,1962-06-03,Wilfred B. Schofield & F. M. Boas,UBC,B27908,,,,,Bodega Ridge; cliff crevice; did you see this at Dionisio?,162304,BRY
Crumia latifolia,(Kindb.) W.B. Schofield,,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Crumia,native,S3 (2015),new 2020,observed,,,,,,2020-04-25,Andrew Simon,https://www.inaturalist.org/observations/43505768,,161177,BRY
Didymodon cf fallax,,,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Didymodon,,,new 2017,observed,,,,,,2017-02-11,Andrew Simon,https://www.inaturalist.org/observations/5095226,,154312,BRY
Didymodon eckeliae,R.H. Zander,,beard-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Didymodon,native,S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2020-05-12,Andrew Simon,https://www.inaturalist.org/observations/45964064,,161878,BRY
Didymodon norrisii,R.H. Zander,,Norris’ beard-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Didymodon,native,S1S3 (2015),confirmed,observed,2011,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,2017-03-25,Andrew Simon,https://www.inaturalist.org/observations/5471063,,148214,BRY
Didymodon vinealis,(Brid.) R.H. Zander,,soft-tufted beard-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Didymodon,native,S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-02-25,Andrew Simon,https://www.inaturalist.org/observations/5197422,,161892,BRY
Gymnostomum sp.,,,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Gymnostomum,,,new 2017,observed,,,,,,2017-12-30,Andrew Simon,https://www.inaturalist.org/observations/45753689,,157223,BRY
Syntrichia laevipila,Brid.,,twisted oak moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Syntrichia,native,S3 (2015),new 2016,observed,,,,,,2016-10-20,Andrew Simon,http://www.inaturalist.org/observations/4739364,,406381,BRY
Syntrichia princeps,(De Not.) Mitt.,,brown screw-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Syntrichia,native,S4S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-01-22,Andrew Simon,http://www.inaturalist.org/observations/2609301,,67915,BRY
Syntrichia ruraliformis,(Besch.) Cardot,,sand-hill screw-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Syntrichia,unlisted,unlisted,new 2017,observed,,,,,,2017-04-14,Andrew Simon,https://www.inaturalist.org/observations/5715321,,1151702,BRY
Syntrichia ruralis,(Hedw.) F. Weber & D. Mohr,,star moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Syntrichia,native,S5 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-03-04,Andrew Simon,https://www.inaturalist.org/observations/5228044,,244075,BRY
Timmiella crassinervis,(Hampe) L.F. Koch,,timmiella moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Timmiella,native,S3S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2017-12-31,Andrew Simon,https://www.inaturalist.org/observations/9329291,,169775,BRY
Tortella humilis,(Hedw.) Jenn.,,small twisted moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Tortella,native,S1 (2015),new 2021,observed,,,,,,2021-05-03,Andrew Simon,https://www.inaturalist.org/observations/79235128,,169801,BRY
Tortella sp.,,,crisp-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Tortella,,,reported,unobserved,2010,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,,,,,,134216,BRY
Tortula muralis,Hedw.,,wall screw-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Tortula,native,S4? (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-16,Sarah Tweedale,http://inaturalist.ca/observations/2790212,,123498,BRY
Trichostomum tenuirostre,(Hook. & Taylor) Lindb.,,narrow-fruited crisp-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Trichostomum,native,S4S5 (2011),reported,unobserved,2010-01-26,Terry McIntosh,UBC,B229507,,,,,,274953,BRY
Triquetrella californica,(Lesq.) Grout,,coastal Triquetrella,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Triquetrella,native,S1S2 (2018),confirmed,observed,2017-04-22,Olivia Lee,UBC,B233200,,2017-05-29,Andrew Simon,https://www.inaturalist.org/observations/6434810,,154411,BRY
Weissia controversa,Hedw.,,green-tufted stubble-moss,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,Weissia,native,S4 (2015),confirmed,observed,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,,2016-03-05,Andrew Simon,https://www.inaturalist.org/observations/45163970,,170306,BRY
Schistostega pennata,(Hedw.) F. Weber & D. Mohr,,luminous moss,Plantae,Bryophyta,,,Bryopsida,,,Schistostegiales,,,Schistostegaceae,,,Schistostega,native,S4 (2015),reported,unobserved,2012-05-12,Kent Brothers,VMS,,,,,,,168594,BRY
Blindia acuta,(Hedw.) Bruch & Schimp.,,sharp-leaved Blindia,Plantae,Bryophyta,,,Bryopsida,,,Seligerales,,,Seligeriaceae,,,Blindia,native,S5 (2015),new 2018,observed,,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/10672025,,156309,BRY
Sphagnum capillifolium,(Ehrh.) Hedw.,,red bogmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,native,S4S5 (2015),reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,123958,BRY
Sphagnum fuscum,(Schimp.) H. Klinggr.,,brown peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,native,S5 (2015),reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,132803,BRY
Sphagnum pacificum,Flatberg,,Pacific peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,native,S4S5 (2015),reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,169227,BRY
Sphagnum palustre,L.,,blunt-leaved bogmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,native,S4S5 (2015),reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,169228,BRY
Sphagnum papillosum,Lindb.,,papillose peat-moss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,native,S4S5 (2015),reported,unobserved,1980-03-29,Hans Roemer,ER 128 Inventory,,,,,,,143516,BRY
Sphagnum squarrosum,Crome,,spiky bog-moss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,native,S5 (2015),reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,132807,BRY
Tetraphis pellucida,Hedw.,,tetraphis moss,Plantae,Bryophyta,,,Tetraphidopsida,,,Tetraphidales,,,Tetraphidaceae,,,Tetraphis,native,S4S5 (2015),new 2020,observed,,,,,,2020-05-09,Andrew Simon,https://www.inaturalist.org/observations/45445993,,124385,BRY
Fossombronia sp.,,,,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Fossombroniales,,,Fossombroniaceae,,,Fossombronia,,,new 2020,observed,,,,,,2020-11-10,Randal Mindell,https://www.inaturalist.org/observations/64809799,,56446,BRY
Calypogeia trichomanis,(L.) Corda,,hairy pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Calypogeiaceae,,,Calypogeia,native,S3S4 (2015),reported,unobserved,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B76670,,,,,,159721,BRY
Cephalozia lunulifolia,Lindb.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziaceae,,,Cephalozia,unlisted,unlisted,reported,unobserved,1962-06-04,Wilfred B. Schofield & Frank M. Boas,UBC,B47420,,,,,Reported as Cephalozia media (syn); Lot 89,56493,BRY
Cephaloziella byssacea,R.M. Schust.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziellaceae,,,Cephaloziella,unlisted,unlisted,reported,unobserved,1981-04-02,Wilfred B. Schofield,UBC,B23948,,,,,Taxon not recognized in BC,400634,BRY
Cephaloziella divaricata,(Sm.) Warnst.,,spreading threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Cephaloziellaceae,,,Cephaloziella,unlisted,unlisted,confirmed,observed,1964-05-03,Wilfred B. Schofield,UBC,B68393,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/13879693,,56495,BRY
Marsupella emarginata,(Ehrh.) Dumort.,,notched rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,,Marsupella,unlisted,unlisted,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B89417,,2020-05-04,Andrew Simon,https://www.inaturalist.org/observations/44942165,,165172,BRY
Lophozia incisa,(Schrad.) Dumort.,,ragged-leaf liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,Lophozia,unlisted,unlisted,reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B79935,,,,,,85415,BRY
Lophozia obtusa,(Lindb.) A. Evans,,obtuse notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,Lophozia,native,S3S4 (2015),reported,unobserved,1974-04-21,Judith D. Godfrey,UBC,B80560,,,,,,164800,BRY
Lophozia ventricosa,(Dicks.) Dumort.,,tumid notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Jungermanniaceae,,,Lophozia,unlisted,unlisted,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B237112,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/13879698,,164810,BRY
Lepidozia reptans,(L.) Dumort.,,little hands liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lepidoziaceae,,,Lepidozia,unlisted,unlisted,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B74778,,2020-04-27,Andrew Simon,https://www.inaturalist.org/observations/44093042,Georgeson Bay Road; rotting wood in stream drainage; forest; partial shade,123769,BRY
Chiloscyphus polyanthos,(L.) Corda,,pale liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lophocoleaceae,,,Chiloscyphus,native,S4S5 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B95476,,,,,base of “Quadra Hill” (MClure Road?),56506,BRY
Lophocolea bidentata,(L.) Dumort.,,crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lophocoleaceae,,,Lophocolea,unlisted,unlisted,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B95895,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",https://www.inaturalist.org/observations/13879383,syn. L. cuspidata,83960,BRY
Mylia sp.,,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Myliaceae,,,Mylia,,,reported,unobserved,2000-06-12,Hans Roemer,ER 128 Inventory,,,,,,,154339,BRY
Plagiochila porelloides,(Torr. ex Nees) Lindbenb.,,cedar shake liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Plagiochilaceae,,,Plagiochila,unlisted,unlisted,reported,unobserved,2010-04-17,Kent Brothers,VMS,,,,,,,123945,BRY
