"","period","cell_id","record_count"
"2858","1890-2024",3825,1
"2859","1890-2024",3827,2
"2860","1890-2024",3828,3
"2861","1890-2024",3829,1
"2862","1890-2024",3831,8
"2863","1890-2024",3832,44
"2864","1890-2024",3834,3
"2865","1890-2024",3835,7
"2866","1890-2024",3836,33
"2867","1890-2024",3869,3
"2868","1890-2024",3870,39
"2869","1890-2024",3871,41
"2870","1890-2024",3872,43
"2871","1890-2024",3874,136
"2872","1890-2024",3879,2
"2873","1890-2024",3880,76
"2874","1890-2024",3881,12
"2875","1890-2024",3882,10
"2876","1890-2024",3883,11
"2877","1890-2024",3884,18
"2878","1890-2024",3885,36
"2879","1890-2024",3886,2
"2880","1890-2024",3889,4
"2881","1890-2024",3890,3
"2882","1890-2024",3891,4
"2883","1890-2024",3892,150
"2884","1890-2024",3893,182
"2885","1890-2024",3925,36
"2886","1890-2024",3926,98
"2887","1890-2024",3927,161
"2888","1890-2024",3928,2
"2889","1890-2024",3929,565
"2890","1890-2024",3930,1333
"2891","1890-2024",3931,257
"2892","1890-2024",3932,13
"2893","1890-2024",3935,3
"2894","1890-2024",3936,117
"2895","1890-2024",3937,59
"2896","1890-2024",3938,9
"2897","1890-2024",3939,18
"2898","1890-2024",3940,15
"2899","1890-2024",3941,22
"2900","1890-2024",3946,15
"2901","1890-2024",3947,6
"2902","1890-2024",3948,1855
"2903","1890-2024",3949,111
"2904","1890-2024",3950,16
"2905","1890-2024",3980,6
"2906","1890-2024",3981,32
"2907","1890-2024",3982,83
"2908","1890-2024",3983,113
"2909","1890-2024",3984,53
"2910","1890-2024",3985,522
"2911","1890-2024",3986,975
"2912","1890-2024",3987,314
"2913","1890-2024",3988,51
"2914","1890-2024",3989,1
"2915","1890-2024",3990,1
"2916","1890-2024",3992,3
"2917","1890-2024",3993,475
"2918","1890-2024",3994,360
"2919","1890-2024",3995,38
"2920","1890-2024",3996,170
"2921","1890-2024",3997,1
"2922","1890-2024",3998,3
"2923","1890-2024",3999,2
"2924","1890-2024",4001,36
"2925","1890-2024",4002,3
"2926","1890-2024",4003,47
"2927","1890-2024",4004,3823
"2928","1890-2024",4005,1408
"2929","1890-2024",4006,57
"2930","1890-2024",4035,3
"2931","1890-2024",4036,26
"2932","1890-2024",4037,33
"2933","1890-2024",4038,88
"2934","1890-2024",4039,56
"2935","1890-2024",4040,1040
"2936","1890-2024",4042,2
"2937","1890-2024",4043,6
"2938","1890-2024",4046,18
"2939","1890-2024",4047,12
"2940","1890-2024",4048,47
"2941","1890-2024",4049,105
"2942","1890-2024",4050,797
"2943","1890-2024",4051,338
"2944","1890-2024",4052,70
"2945","1890-2024",4053,9
"2946","1890-2024",4054,3
"2947","1890-2024",4055,4
"2948","1890-2024",4056,15
"2949","1890-2024",4057,37
"2950","1890-2024",4058,87
"2951","1890-2024",4059,73
"2952","1890-2024",4060,73
"2953","1890-2024",4061,34
"2954","1890-2024",4062,31
"2955","1890-2024",4099,10
"2956","1890-2024",4101,18
"2957","1890-2024",4102,59
"2958","1890-2024",4103,89
"2959","1890-2024",4104,22
"2960","1890-2024",4105,48
"2961","1890-2024",4106,193
"2962","1890-2024",4107,969
"2963","1890-2024",4108,328
"2964","1890-2024",4109,10
"2965","1890-2024",4110,97
"2966","1890-2024",4111,429
"2967","1890-2024",4112,197
"2968","1890-2024",4113,136
"2969","1890-2024",4114,174
"2970","1890-2024",4115,5
"2971","1890-2024",4116,2
"2972","1890-2024",4117,435
"2973","1890-2024",4118,359
"2974","1890-2024",4151,1
"2975","1890-2024",4153,2
"2976","1890-2024",4154,39
"2977","1890-2024",4155,1
"2978","1890-2024",4156,76
"2979","1890-2024",4157,99
"2980","1890-2024",4158,19
"2981","1890-2024",4159,14
"2982","1890-2024",4160,38
"2983","1890-2024",4161,72
"2984","1890-2024",4162,247
"2985","1890-2024",4163,100
"2986","1890-2024",4164,1
"2987","1890-2024",4165,1
"2988","1890-2024",4166,864
"2989","1890-2024",4167,241
"2990","1890-2024",4168,372
"2991","1890-2024",4169,159
"2992","1890-2024",4170,31
"2993","1890-2024",4171,3
"2994","1890-2024",4172,6
"2995","1890-2024",4173,87
"2996","1890-2024",4174,91
"2997","1890-2024",4210,46
"2998","1890-2024",4213,207
"2999","1890-2024",4214,59
"3000","1890-2024",4215,25
"3001","1890-2024",4216,11
"3002","1890-2024",4218,2
"3003","1890-2024",4219,29
"3004","1890-2024",4221,2
"3005","1890-2024",4222,2
"3006","1890-2024",4223,220
"3007","1890-2024",4224,530
"3008","1890-2024",4225,231
"3009","1890-2024",4226,246
"3010","1890-2024",4227,16
"3011","1890-2024",4228,1
"3012","1890-2024",4229,22
"3013","1890-2024",4266,2
"3014","1890-2024",4268,27
"3015","1890-2024",4269,78
"3016","1890-2024",4270,52
"3017","1890-2024",4271,97
"3018","1890-2024",4274,18
"3019","1890-2024",4275,366
"3020","1890-2024",4279,12
"3021","1890-2024",4280,75
"3022","1890-2024",4281,84
"3023","1890-2024",4282,176
"3024","1890-2024",4324,430
"3025","1890-2024",4325,124
"3026","1890-2024",4326,128
"3027","1890-2024",4327,13
"3028","1890-2024",4328,13
"3029","1890-2024",4329,121
"3030","1890-2024",4330,53
"3031","1890-2024",4333,31
"3032","1890-2024",4334,1
"3033","1890-2024",4335,3
"3034","1890-2024",4336,815
"3035","1890-2024",4337,415
"3036","1890-2024",4338,323
"3037","1890-2024",4339,12
"3038","1890-2024",4380,7
"3039","1890-2024",4381,350
"3040","1890-2024",4382,518
"3041","1890-2024",4384,5
"3042","1890-2024",4385,4
"3043","1890-2024",4386,2
"3044","1890-2024",4387,6
"3045","1890-2024",4390,2
"3046","1890-2024",4391,1
"3047","1890-2024",4392,4163
"3048","1890-2024",4393,955
"3049","1890-2024",4441,4
