Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Haemorhous purpureus,"(Gmelin, 1789)",,purple finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Haemorhous,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-04-25,Michael Hoebel,http://www.inaturalist.org/observations/4046920,,199841,BIR
Haliaeetus leucocephalus washingtoniensis,"(Linnaeus, 1766)",,bald eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Haliaeetus,native,"S5B,S5N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-05-06,Chessi Miltner,http://www.inaturalist.org/observations/3598548,,126771,BIR
Hirundo rustica,"(Linnaeus, 1758)",,barn swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Hirundo,native,S3S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-08-08,Andrew Simon,http://www.inaturalist.org/observations/3840481,,11901,BIR
Histrionicus histrionicus,"(Linnaeus, 1758)",,harlequin duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Histrionicus,native,"S4B,S3N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-16,Sarah Tweedale,http://www.inaturalist.org/observations/4041645,,7111,BIR
Ixoreus naevius,"Gmelin, 1789",,varied thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Ixoreus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-15,Michael Hoebel,http://www.inaturalist.org/observations/4046990,,145088,BIR
Junco hyemalis,"(Linnaeus, 1758)",,dark-eyed junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Junco,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-02-15,Andrew Simon,http://www.inaturalist.org/observations/2565000,,10094,BIR
Lanius borealis,"Vieillot, 1808",,northern shrike,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Laniidae,,,Lanius,native,"S4B,S4N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2018-12-17,Adam Jermakow,https://www.inaturalist.org/observations/19202265,,558512,BIR
Larus argentatus,"Pontoppidan, 1763",,herring gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,S4 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,204533,BIR
Larus californicus,"(Lawrence, 1854)",,California gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,S2S3B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-09-11,bobmcd’,https://www.inaturalist.org/observations/7917878,,4385,BIR
Larus canus,"Linnaeus, 1758",,mew gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-20,Sarah Tweedale,http://www.inaturalist.org/observations/4041809,,4356,BIR
Larus delawarensis,"Ord, 1815",,ring-billed gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,S4?B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-10-23,Michael Hoebel,http://www.inaturalist.org/observations/4046992,,4364,BIR
Larus glaucescens,"(Naumann, 1840)",,glaucous-winged gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,S4?B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-02-12,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2565756,Many of our birds are hybrids (Larus glaucescens × occidentalis),4399,BIR
Larus glaucoides thayeri,"Brooks, WS, 1915",,Iceland gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,S5N (2017),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,556736,BIR
Larus heermanni,"Cassin, 1852",,Heermann’s gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,SUN (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4353,BIR
Larus occidentalis,"(Audubon, 1839)",,western gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,native,SUN (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,Many of our birds are hybrids (Larus glaucescens × occidentalis),4345,BIR
Leiothlypis celata,"(Say, 1823)",,orange-crowned warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Leiothlypis,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-04-09,Kristian Sigvardsen,http://www.inaturalist.org/observations/2926959,,979757,BIR
Limnodromus scolopaceus,"(Say, 1823)",,long-billed dowitcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Limnodromus,native,S4N (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-10-07,Michael Hoebel,http://www.inaturalist.org/observations/4054132,,3873,BIR
Lophodytes cucullatus,"(Linnaeus, 1758)",,hooded merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Lophodytes,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-01-04,Michael Hoebel,http://www.inaturalist.org/observations/4046955,,7109,BIR
Loxia curvirostra,"Linnaeus, 1758",,red crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Loxia,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-06-19,Bridgit Spencer,http://www.inaturalist.org/observations/2380928,,10411,BIR
Mareca americana,"(Gmelin, 1789)",,American wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,native,"S5B,S5N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-12-25,Kevin Toomer,https://www.inaturalist.org/observations/9261664,,485176,BIR
Mareca penelope,"(Linnaeus, 1758)",,Eurasian wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,native,SNRN (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,Reported as Anas penelope,558441,BIR
Mareca strepera,"(Linnaeus, 1758)",,gadwall,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-08-13,Adam Huggins,http://www.inaturalist.org/observations/3889102,,558439,BIR
Megaceryle alcyon,"(Linnaeus, 1758)",,belted kingfisher,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,,,Megaceryle,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-07-28,Karolle Wall,https://www.inaturalist.org/observations/97176968,,2548,BIR
Megascops kennicottii,"(Elliot, 1867)",,western screech owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Megascops,native,S4 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,19743,BIR
Melanitta americana,"(Swainson, 1832)",,black scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,native,S3S4N (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,144220,BIR
Melanitta deglandi,"(Bonaparte, 1850)",,white-winged scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,native,S4S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2017-04-22,Michael Hoebel,https://www.inaturalist.org/observations/19548057,,144222,BIR
Melanitta perspicillata,"(Linnaeus, 1758)",,surf scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,native,"S3B,S4N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-18,Keith Valentine,http://www.inaturalist.org/observations/2800323,,7036,BIR
Melospiza georgiana,"(Latham, 1790)",,swamp sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Melospiza,native,S4S5 (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,9096,BIR
Melospiza lincolnii,"(Audubon, 1834)",,Lincoln’s sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Melospiza,native,"S5B,SNRN (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,9092,BIR
Melospiza melodia,"(Wilson, 1810)",,song sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Melospiza,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-07-27,Cameron Deckert,https://www.inaturalist.org/observations/18550214,,9100,BIR
Mergus merganser,"Linnaeus, 1758",,common merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mergus,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-27,Sarah Tweedale,http://inaturalist.ca/observations/2928691,,7004,BIR
Mergus serrator,"Linnaeus, 1758",,red-breasted merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mergus,native,S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-16,Sarah Tweedale,http://www.inaturalist.org/observations/4041762,,6996,BIR
Molothrus ater,"(Boddaert, 1783)",,brown-headed cowbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Molothrus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-04-16,Michael Hoebel,http://www.inaturalist.org/observations/4046911,,10373,BIR
Myadestes townsendi,"(Audubon, 1838)",,Townsend's solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Myadestes,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-05-01,Michael Hoebel,http://www.inaturalist.org/observations/4046980,,12951,BIR
Pandion haliaetus,"(Linnaeus, 1758)",,osprey,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,,Pandion,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-06-20,Bridgit Spencer,http://www.inaturalist.org/observations/2677178,,116999,BIR
Passer domesticus,"(Linnaeus, 1758)",,house sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,Passer,exotic,unlisted,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,13858,BIR
Passerculus sandwichensis,"(Gmelin, 1789)",,savannah sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Passerculus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-09-16,Michael Hoebel,http://www.inaturalist.org/observations/4047043,,9981,BIR
Passerella iliaca,"(Merrem, 1786)",,fox sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Passerella,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-04-18,Michael Hoebel,http://www.inaturalist.org/observations/4046924,,9156,BIR
Passerina amoena,"(Say, 1823)",,lazuli bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Passerina,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,10234,BIR
Patagioenas fasciata,"(Say, 1823)",,band-tailed pigeon,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Patagioenas,native,1-SC (SARA 2011),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2007-12-24,Michael Hoebel,http://www.inaturalist.org/observations/4046905,,3108,BIR
Petrochelidon pyrrhonota,"Vieillot, 1817",,cliff swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Petrochelidon,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-06-08,Michael Hoebel,http://www.inaturalist.org/observations/4047010,,11858,BIR
Phalacrocorax auritus,"(Lesson, 1831)",,double-crested cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Phalacrocorax,native,S3S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-20,Andrew Simon,http://www.inaturalist.org/observations/2562503,,4265,BIR
Phalacrocorax pelagicus,"Pallas, 1811",,pelagic cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Phalacrocorax,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-12-20,Andrew Simon,http://www.inaturalist.org/observations/2562745,,4283,BIR
Phalacrocorax penicillatus,"(Brandt, 1837)",,Brandt's cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Phalacrocorax,native,"S1B,S4N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2012-05-03,Michael Hoebel,http://www.inaturalist.org/observations/4046927,,4277,BIR
Phalaropus fulicarius,"(Linnaeus, 1758)",,red phalarope,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Phalaropus,native,SUM (2015),reported,unobserved,2016-12-01,Keith Riding,eBird,,,,,,,73203,BIR
Phalaropus lobatus,"(Linnaeus, 1758)",,red-necked phalarope,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Phalaropus,native,S3S4B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,3959,BIR
Pheucticus ludovicianus,"(Linnaeus, 1766)",,rose-breasted grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Pheucticus,native,S4S5B (2015),new 2020,observed,,,,,,2020-05-23,Mark Webber,https://www.inaturalist.org/observations/47183074,“vagrant” species on southern Vancouver Island checklist,10271,BIR
Pheucticus melanocephalus,"(Swainson, 1827)",,black-headed grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Pheucticus,native,S5B (2016),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-05-14,Sarah Tweedale,http://www.inaturalist.org/observations/4039998,,10274,BIR
Pica hudsonia,"Sabine, 1823",,black-billed magpie,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,Pica,native,S5 (2015),new 2020,observed,,,,,,2020-04-18,Michael Hoebel,https://www.inaturalist.org/observations/42526363,“accidental” species on the southern Vancouver Island checklist,143853,BIR
Pipilo maculatus,"Swainson, 1827",,spotted towhee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Pipilo,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-02-09,Andrew Simon,http://www.inaturalist.org/observations/2661928,,9420,BIR
Piranga ludoviciana,"(Wilson, 1811)",,western tanager,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Piranga,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-07-07,Dan MacNeal,https://www.inaturalist.org/observations/18609823,,9919,BIR
Podiceps auritus,"(Linnaeus, 1758)",,horned grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,native,"S4B, SNRN (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-01-04,Michael Hoebel,http://www.inaturalist.org/observations/4046939,,4209,BIR
Podiceps grisegena,"(Boddaert, 1783)",,red-necked grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,native,S5?B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4224,BIR
Podiceps nigricollis,"Brehm, 1831",,eared grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podiceps,native,S3B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4205,BIR
Podilymbus podiceps,"(Linnaeus, 1758)",,pied-billed grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Podilymbus,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2020-07-04,blakedanis,https://www.inaturalist.org/observations/51983215,,4246,BIR
Poecile rufescens,"(Townsend, 1837)",,chestnut-backed chickadee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,Poecile,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2011-07-25,lesfreck,https://www.inaturalist.org/observations/86518608,,144820,BIR
Progne subis,"(Linnaeus, 1758)",,purple martin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Progne,native,S3B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-05-29,Adam Huggins,http://www.inaturalist.org/observations/3344146,,11867,BIR
Psaltriparus minimus,"(Townsend, 1837)",,bushtit,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Aegithalidae,,,Psaltriparus,native,S4B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2013-04-14,Michael Hoebel,http://www.inaturalist.org/observations/4046836,,7266,BIR
Rallus limicola,"Vieillot, 1819",,Virginia rail,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Rallidae,,,Rallus,native,S4S5 (2015),new 2016,observed,,,,,,2016-09-07,Romayne Galager,http://www.inaturalist.org/observations/4112274,,243,BIR
Regulus calendula,"(Linnaeus, 1766)",,ruby-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,Regulus,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-26,Kristian Sigvardsen,http://www.inaturalist.org/observations/2926950,,117095,BIR
Regulus satrapa,"(Lichtenstein, 1823)",,golden-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,Regulus,native,S5 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2009-07-26,Cameron Deckert,https://www.inaturalist.org/observations/19139375,,117100,BIR
Selasphorus rufus,"(Gmelin, 1788)",,rufous hummingbird,Animalia,Chordata,Vertebrata,,Aves,,,Caprimulgiformes,,,Trochilidae,,,Selasphorus,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2003-07-30,Shera Street,http://www.inaturalist.org/observations/2635133,,6363,BIR
Setophaga coronata auduboni,"(Townsend, 1837)",,Audubon's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-03-26,Sarah Tweedale,http://inaturalist.ca/observations/2928685,,126562,BIR
Setophaga coronata coronata,"(Linnaeus, 1766)",,myrtle warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2011-05-01,Michael Hoebel,https://www.inaturalist.org/observations/19562466,,132704,BIR
Setophaga nigrescens,"(Townsend, 1837)",,black-throated gray warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-05-10,Michael Hoebel,http://www.inaturalist.org/observations/4046971,,145254,BIR
Setophaga petechia,"(Linnaeus, 1766)",,yellow warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,145238,BIR
Setophaga townsendi,"(Townsend, 1837)",,Townsend's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Setophaga,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2014-04-21,Michael Hoebel,https://www.inaturalist.org/observations/19548141,,145255,BIR
Sitta canadensis,"Linnaeus, 1766",,red-breasted nuthatch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,Sitta,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-02-23,Andrew Simon,http://www.inaturalist.org/observations/2711391,,14823,BIR
Sphyrapicus nuchalis,"Baird, 1858",,red-naped sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Sphyrapicus,native,S5B (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,18467,BIR
Sphyrapicus ruber,"(Gmelin, 1788)",,red-breasted sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Sphyrapicus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-06-19,Bridgit Spencer,http://www.inaturalist.org/observations/2677221,,18464,BIR
Spinus pinus,"(Wilson, 1810)",,pine siskin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Spinus,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-02-28,Michael Hoebel,https://www.inaturalist.org/observations/18908805,,145304,BIR
Spinus tristis,"(Linnaeus, 1758)",,American goldfinch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Spinus,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-07-23,Andrew Simon,http://www.inaturalist.org/observations/3781422,,145310,BIR
Spizella passerina,"(Bechstein, 1798)",,chipping sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Spizella,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-04-23,Lauren Magner,http://www.inaturalist.org/observations/3040843,,9135,BIR
Stelgidopteryx serripennis,"(Audubon, 1838)",,northern rough-winged swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Stelgidopteryx,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2011-05-10,Michael Hoebel,http://www.inaturalist.org/observations/4046993,,11970,BIR
Sterna hirundo,"Linnaeus, 1758",,common tern,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,Sterna,native,SUM (2015),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,4450,BIR
Streptopelia decaocto,"(Frivaldszky, 1838)",,Eurasian collared dove,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Streptopelia,exotic,unlisted,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2018-05-20,Sarah Tweedale,https://www.inaturalist.org/observations/12652453,,2969,BIR
Strix varia,"Barton, 1799",,barred owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Strix,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2010-07-07,Karolle Wall,https://www.inaturalist.org/observations/13132927,,19893,BIR
Sturnella neglecta,"Audubon, 1844",,western meadowlark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Sturnella,native,SXB (2010),reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,9535,BIR
Sturnus vulgaris,"Linnaeus, 1758",,European starling,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,Sturnus,exotic,unlisted,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2008-05-10,Michael Hoebel,https://www.inaturalist.org/observations/19548204,,14850,BIR
Synthliboramphus antiquus,"(Gmelin, 1789)",,ancient murrelet,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Alcidae,,,Synthliboramphus,native,"S2S3B,S4N (2015)",confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2019-10-26,W. Cartwright,https://www.inaturalist.org/observations/35634215,,4561,BIR
Tachycineta bicolor,"(Vieillot, 1808)",,tree swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Tachycineta,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-06-03,Adam Huggins,http://www.inaturalist.org/observations/3386978,,11935,BIR
Tachycineta thalassina,"(Swainson, 1827)",,violet-green swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Tachycineta,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-07-26,Andrew Simon,http://www.inaturalist.org/observations/3766312,,11931,BIR
Thryomanes bewickii,"P.L. Sclater, 1862",,Bewick’s wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Thryomanes,native,S4 (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2015-05-10,Michael Hoebel,https://www.inaturalist.org/observations/19548265,,7576,BIR
Tringa flavipes,"(Gmelin, 1789)",,lesser yellowlegs,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Tringa,native,S4S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-09-05,Sarah Tweedale,http://www.inaturalist.org/observations/4041686,,3893,BIR
Tringa melanoleuca,"(Gmelin, 1789)",,greater yellowlegs,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Tringa,native,"S5B, SUN (2015)",reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,3892,BIR
Troglodytes aedon,"(Vieillot, 1809)",,house wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,Troglodytes,native,S5B (2015),confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,,2016-04-23,Andrew Simon,http://www.inaturalist.org/observations/3030504,,7562,BIR
