Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Helophorus lacustris,"LeConte, 1850",,water scavenger beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,native,S4S5 (2017),reported,unobserved,1984-03-18,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29426,,,,,,221132,ART
Helophorus ledatus,"Orchymont, 1945",,water scavenger beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,native,SU (2017),reported,unobserved,1975-04-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-29428,,,,,,456681,ART
Odonteus obesus,"(LeConte, 1859)",,earth-boring scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Bolboceratidae,,,Odonteus,native,S4S5 (2017),reported,unobserved,1973-12-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-18166,,,,,Reported as Bolboceras obesus,456509,ART
Ceruchus striatus,"LeConte, 1859",,stag beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Syndesinae,,Ceruchus,native,S3S5 (2017),reported,unobserved,1983-01-16,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27946,,,,,,456874,ART
Platycerus oregonensis,"Westwood, 1844",,stag beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Platycerini,Platycerus,native,S3S5 (2017),reported,unobserved,1983-05-22,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31532,,,,,,244813,ART
Sinodendron rugosum,"Mannerheim, 1843",,rugose stag beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Syndesinae,,Sinodendron,native,S3S5 (2017),reported,unobserved,1980-07-08,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31608,,,,,,321486,ART
Diplotaxis brevicollis,,,scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Diplotaxini,Diplotaxis,,,new 2019,observed,,,,,,2019-05-04,Kristian Sigvardsen,https://www.inaturalist.org/observations/24532651,,313092,ART
Polyphylla crinita,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Melolonthini,Polyphylla,,,new 2018,observed,,,,,,2018-08-12,cheeseweasel,https://www.inaturalist.org/observations/56903251,,301229,ART
Serica sp.,,,May beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,Melolonthinae,Sericini,Serica,,,new 2018,observed,,,,,,2018-05-14,Andrew Simon,https://www.inaturalist.org/observations/29010516,,132449,ART
Trox scaber,"(Linnaeus, 1767)",,scarab beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Trogidae,,,Trox,native,SU (2017),reported,unobserved,1973-07-17,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-18197,,,,,,233070,ART
Necrophilus hydrophiloides,"Guérin-Méneville, 1835",,primitive carrion beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Agyrtidae,Necrophilinae,,Necrophilus,native,S4S5 (2017),confirmed,observed,1979-04-06,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-28996,,2018-06-10,Andrew Simon,https://www.inaturalist.org/observations/36634725,,176866,ART
Agathidium maculosum,"Brown, 1928",,round fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Leiodidae,Leiodinae,Agathidiini,Agathidium,native,SU (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6224524,,456765,ART
Catops sp.,,,small carrion beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Leiodidae,Cholevinae,,Catops,,,new 1990,observed,,,,,,1990-09-23,Scott Gilmore,https://www.inaturalist.org/observations/34742524,,174450,ART
Leiodes karinae,"Baranowski, 1993",,round fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Leiodidae,Leiodinae,Leiodini,Leiodes,native,SU (2017),reported,unobserved,1981-06-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27652,,,,,,456828,ART
Nicrophorus defodiens,"Mannerheim, 1846",,sexton beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Nicrophorinae,,Nicrophorus,native,SNR,new 2017,observed,,,,,,2017-05-27,Scott Gilmore,https://www.inaturalist.org/observations/8215971,,69793,ART
Nicrophorus investigator,"Zetterstedt, 1824",,banded sexton beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Nicrophorinae,,Nicrophorus,native,SNR,reported,unobserved,1978-07-25,J. Scudder,SEM,SEM-UBC COL-17224,,,,,,53848,ART
Amphichroum maculatum,"(Horn, 1883)",,ocellate rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,Amphichroum,native,S4S5 (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223425,,457434,ART
Batrisodes sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Batrisini,Batrisodes,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/24730900,,173388,ART
Cypha crotchii,"(Horn, 1877)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,Hypocyphtini,Cypha,native,SU (2017),reported,unobserved,1981-04-19,Sydney G. Cannings,SEM,SEM-UBC COL-27091,,,,,Reported as Hypocyphtus crotchii,457668,ART
Deinopteroloma subcostatum,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,Deinopteroloma,,,new 2018,observed,,,,,,2018-12-16,Scott Gilmore,https://www.inaturalist.org/observations/19112258,,457679,ART
Lophioderus insignis,"Marsh, 1957",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Scydmaeninae,Cyrtoscydmini,Lophioderus,native,SU (2017),reported,unobserved,1976-05-09,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17784,,,,,,457902,ART
Megarthrus pictus,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Proteininae,,Megarthrus,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/26072004,,457937,ART
Nanobius serricollis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pseudopsinae,,Nanobius,,,new 1990,observed,,,,,,1990-09-23,Scott Gilmore,https://www.inaturalist.org/observations/35397250,,457987,ART
Ocypus aeneocephalus,"(De Geer, 1774)",,large rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,exotic,unlisted,reported,unobserved,1977-10-27,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27349,,,,,Reported as Staphylinus aeneocephalus,458184,ART
Oropus striatus,"(LeConte, 1874)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Trogastrini,Oropus,native,SU (2017),reported,unobserved,1973-08-28,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17918,,,,,,361558,ART
Pelecomalium testaceum,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Omaliinae,Anthophagini,Pelecomalium,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/32818349,,458265,ART
Platydracus rutilicauda,"(Horn, 1979)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Platydracus,native,SU (2017),reported,unobserved,1977-04-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27361,,,,,Reported as Staphylinus rutilicauda,458722,ART
Proteinus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Proteininae,,Proteinus,,,new 1990,observed,,,,,,1990-09-23,Scott Gilmore,https://www.inaturalist.org/observations/34740671,,211987,ART
Quedius sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Quedius,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/27516281,,539011,ART
Reichenbachia binodifer,"Casey, 1897",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Pselaphinae,Brachyglutini,Reichenbachia,native,SU (2017),reported,unobserved,1990-04-07,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-17968,,,,,,458491,ART
Scaphisoma sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Scaphidiinae,Scaphisomatini,Scaphisoma,,,new 1990,observed,,,,,,1990-07-29,Scott Gilmore,https://www.inaturalist.org/observations/34741170,,211635,ART
Stenus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Steninae,,Stenus,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/25225711,,131962,ART
Tachyporus dispar,"(Paykull, 1789)",,rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Tachyporinae,Tachyporini,Tachyporus,exotic,unlisted,reported,unobserved,1983-04-30,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27464,,,,,,232225,ART
Tasgius sp.,,,large rove beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Tasgius,,,new 2018,observed,,,,,,2018-04-14,Kevin Toomer,https://www.inaturalist.org/observations/10917126,,178944,ART
Cis sp.,,,minute tree-fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Ciidae,Ciinae,Ciini,Cis,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/24668250,,174278,ART
Octotemnus glabriculus,,,minute tree-fungus beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Ciidae,Ciinae,Orophiini,Octotemnus,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/30794558,,546312,ART
Prothalpia holmbergi,"(Mannerheim, 1852)",,false darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Melandryidae,Melandryinae,Melandryini,Prothalpia,native,S4S5 (2017),new 2016,observed,,,,,,2016-06-23,"Alison, Laura and Malcolm Colwell",http://www.inaturalist.org/observations/3562624,,456917,ART
Ditylus quadricollis,"(LeConte, 1851)",,false blister beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Oedemeridae,Nacerdinae,Ditylini,Ditylus,native,SU (2017),new 2016,observed,,,,,,2016-05-31,Sarah Tweedale,http://inaturalist.ca/observations/3539278,,361540,ART
Dendroides ephemeroides,,,fire-colored beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,,Dendroides,,,new 2019,observed,,,,,,2019-05-03,Charlene Wood,https://www.inaturalist.org/observations/24587213,,83186,ART
Anaspis sp.,,,false flower beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Scraptiidae,Anaspidinae,,Anaspis,,,new 2016,observed,,,,,,2016-06-21,Andrew Simon,http://www.inaturalist.org/observations/3500450,,173182,ART
Blapylus sp.,,,desert stink beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Amphidorini,Eleodes,,,new 2016,observed,,,,,,2016-09-01,Andrew Simon,http://www.inaturalist.org/observations/4016849,,326234,ART
Coniontis ovalis,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Pimeliinae,Coniontini,Coniontis,,,new 2019,observed,,,,,,2019-05-04,Joan Septembre,https://www.inaturalist.org/observations/24714316,,458122,ART
Eleodes pimelioides,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Amphidorini,Eleodes,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/20212614,,458134,ART
Helops laetus,"LeConte, 1857",,bronze darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Helops,native,SU (2017),reported,unobserved,1977-04-24,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27887,,,,,,458151,ART
Helops pernitens,"LeConte, 1861",,darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Helops,native,S3S5 (2017),confirmed,observed,1986-03-16,J. Scudder,SEM,SEM-UBC COL-27888,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/26071970,,458152,ART
Iphthiminus sp.,,,darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Stenochiinae,Cnodalonini,Iphthiminus,native,S5 (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6217386,,177661,ART
Isomira comstocki,"Papp, 1956",,Comstock’s comb-clawed beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Alleculinae,Alleculini,Isomira,native,S5 (2017),confirmed,observed,1991-06-14,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-27904,,2016-06-21,Andrew Simon,http://www.inaturalist.org/observations/3500438,,458157,ART
Nalassus convexulus,"(LeConte, 1861)",,darkling beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Tenebrioninae,Helopini,Nalassus,native,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6337891,,1038624,ART
Platydema oregonense,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,Diaperinae,Diaperini,Platydema,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/30797644,,372352,ART
Namunaria pacifica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Zopheridae,Colydiinae,Synchitini,Namunaria,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/27516552,,458175,ART
Phellopsis porcata,"(LeConte, 1853)",,zopherid beetle,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Zopheridae,Zopherinae,Phellopsini,Phellopsis,native,SNR,reported,unobserved,1973-05-21,Geoffrey G.E. Scudder,SEM,SEM-UBC COL-31239,,,,,,370695,ART
Usechimorpha barberi,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Tenebrionoidea,Zopheridae,,,Usechimorpha,,,new 2019,observed,,,,,,2019-05-04,Charlene Wood,https://www.inaturalist.org/observations/31196514,,925708,ART
Anisolabis maritima,(Bonelli),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Anisolabidoidea,Anisolabididae,Anisolabidinae,,Anisolabis,,,confirmed,observed,1981-04-19,RA Cannings,RBCM,ENT991-014950,,2019-05-03,Scott Gilmore,https://www.inaturalist.org/observations/24732970,,127193,ART
Forficula auricularia,Linnaeus,,common earwig,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Forficuloidea,Forficulidae,Forficulinae,,Forficula,,,confirmed,observed,1981-04-18,RA Cannings,RBCM,ENT991-014980,,2016-01-01,Andrew Simon,http://inaturalist.ca/observations/3498599,,61524,ART
Peromyia sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Bibionomorpha,Cecidomyiidae,Micromyinae,,,,,,new 2019,unobserved,2019-05-04,Madeline Ankenman,RBCM,ENT019-000496,,,,,,,ART
Sylvicola fenestralis,"(Scopoli, 1763)",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Bibionomorpha,,Anisopodidae,Anisopodinae,,,,,reported,unobserved,1990-08-23,Geoffrey G.E. Scudder,RBCM,ENT018-009703,,,,,,,ART
Eudioctria sackeni,Williston,,robbery fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Dioctriinae,Dioctriini,Eudioctria,,,reported,unobserved,1986-07-20,Geoffrey G.E. Scudder,SEM,SEM-UBC ASI-0009,,,,,,498423,ART
Laphria asackeni,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Laphriinae,Laphriini,Laphria,,,reported,unobserved,1976-08-28,Geoffrey G.E. Scudder,RBCM,ENT991-086719,,,,,,324366,ART
Laphria columbica,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Laphriinae,Laphriini,Laphria,,,new 2019,observed,,,,,,2019-07-26,Dave “Zeuss” Cochrane,https://www.inaturalist.org/observations/29787021,,500273,ART
Laphria fernaldi,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Laphriinae,Laphriini,Laphria,,,confirmed,observed,1980-07-08,Geoffrey G.E. Scudder,RBCM,ENT991-086753,,2020-07-12,sackum,https://www.inaturalist.org/observations/52878871,,325780,ART
Laphria ventralis,Williston,,bee-like robber fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Laphriinae,Laphriini,Laphria,,,confirmed,observed,1983-08-20,Geoffrey G.E. Scudder,SEM,,,2018-07-15,Kristian Sigvardsen,https://www.inaturalist.org/observations/14403931,,498418,ART
Leptogaster arida,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Leptogastrinae,Leptogastrini,Leptogaster,,,new 2019,observed,,,,,,2019-08-21,Chris Ratzlaff,https://www.inaturalist.org/observations/32630532,,937972,ART
Machimus sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Asilinae,Machimini,Machimus,,,new 2020,observed,,,,,,2020-08-12,Nancy Tamblyn,https://www.inaturalist.org/observations/56875309,,61617,ART
Neomochtherus willistoni,(Hine),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Asilinae,Neomochtherini,Neomochtherus,,,confirmed,observed,1983-08-14,Geoffrey G.E. Scudder,SEM,ENT991-087678,,2020-08-15,Andrew Simon,https://www.inaturalist.org/observations/57099164,,555896,ART
Scleropogon bradleyi,(Bromley),,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Asilidae,Stenopogoninae,Stenopogonini,Scleropogon,,,reported,unobserved,1990-08-01,Syd G. Cannings,SEM,SEM-UBC ASI-0018,,,,,,498404,ART
Bombylius major,Linnaeus,,greater bee fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,Bombyliinae,Bombyliini,Bombylius,,,confirmed,observed,1981-04-18,Rob Cannings,RBCM,ENT991-160371,,2016-04-09,Kristian Sigvardsen,http://www.inaturalist.org/observations/2926958,,51557,ART
Hemipenthes sinuosa,(Wiedemann),,sinuous bee fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,Anthracinae,Villini,Hemipenthes,,,confirmed,observed,1983-08-22,Geoffrey G.E. Scudder,SEM,SEM-UBC BOM-0039,,2018-08-14,Andrew Simon,https://www.inaturalist.org/observations/15435758,,318497,ART
Thevenetimyia luctifera,(Osten Sacken),,bee fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Bombyliidae,Ecliminae,,Thevenetimyia,,,reported,unobserved,1975-07-13,Geoffrey G.E. Scudder,SEM,,,,,,,259546,ART
Pandivirilia conspicua,(Walker),,stiletto fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Asiloidea,Therevidae,Therevinae,,Pandivirilia,,,reported,unobserved,1984-07-31,Geoffrey G.E. Scudder,SEM,SEM-UBC THE-0076,,,,,,294457,ART
Oscinella nitidissima,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Carnoidea,Chloropidae,Oscinellinae,,Oscinella,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002321,,,,,,1004277,ART
Psila sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Diopsoidea,Psilidae,,,Psila,,,new 2021,observed,,,,,,2021-08-10,Kevin Toomer,https://www.inaturalist.org/observations/90820225,,483614,ART
Clinocera trunca,"Melander, 1928",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Empididae,Clinocerinae,,Clinocera,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002338,,,,,,,ART
Empis sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Empididae,Empidinae,,Empis,,,new 2018,observed,,,,,,2018-04-15,Andrew Simon,https://www.inaturalist.org/observations/10998181,,52517,ART
Hilara sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Empididae,Empidinae,,Hilara,,,new 2017,unobserved,2017-05-27,Joel Gibson & Henry Choong,RBCM,ENT017-002278,,,,,,374103,ART
Rhamphomyia sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Empididae,Empidinae,,Rhamphomyia,,,new 2017,observed,2017-05-27,Joel Gibson & Henry Choong,RBCM,ENT017-002292,,2017-05-12,Andrew Simon,https://www.inaturalist.org/observations/8858930,,248293,ART
Chersodromia insignita,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Hybotidae,,,Chersodromia,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002318,,,,,,,ART
Oedalea sp.,,,dance fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Empidoidea,Hybotidae,Oedaleinae,,Oedalea,,,reported,unobserved,1974-06-23,Geoffrey G.E. Scudder,SEM,SEM-UBC EMP-0470,,,,,,498413,ART
Leptopsilopa varipes,(Coquillett),,shore fly,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Ephydroidea,Ephydridae,Discomyzinae,Psilopini,Leptopsilopa,,,reported,unobserved,1981-04-18,Syd G. Cannings,SEM,SEM-UBC EPHY-0029,,,,,,498417,ART
Ochthera sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Ephydroidea,Ephydridae,Gymnomyzinae,,Ochthera,,,new 2016,observed,,,,,,2016-07-13,Andrew Simon,http://www.inaturalist.org/observations/3680868,,132236,ART
Scatella crassicosta,"Becker, 1896",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Ephydroidea,Ephydridae,,,Scatella,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002339,,,,,,,ART
Lipoptena depressa,,,western American deer ked,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Hippoboscoidea,Hippoboscidae,,,Lipoptena,,,new 2018,observed,,,,,,2018-10-25,Kath Boake Wüthrich,https://www.inaturalist.org/observations/17829348,,469988,ART
Neolipoptena ferrisi,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Hippoboscoidea,Hippoboscidae,,,Neolipoptena,,,new 2019,observed,,,,,,2019-08-22,Chris Ratzlaff,https://www.inaturalist.org/observations/32630535,,937973,ART
Chamaemyia sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Lauxanioidea,Chamaemyiidae,,,Chamaemyia,,,new 2017,unobserved,2017-05-27,Joel Gibson & Henry Choong,RBCM,ENT017-002277,,,,,,203271,ART
Eutrichota caduca,"(Huckett, 1939)",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,Eutrichota,,,new 2017,unobserved,2017-05-27,Joel Gibson,RBCM,ENT017-002303,,,,,,,ART
