Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Eupithecia miserulata,,,common eupithecia moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Eupitheciini,Eupithecia,,,new 2019,observed,,,,,,2019-02-23,Kevin Toomer,https://www.inaturalist.org/observations/21921831,,143734,ART
Eupithecia ravocostaliata,,,tawny eupithecia moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Eupitheciini,Eupithecia,,,new 2019,observed,,,,,,2019-04-01,Kevin Toomer,https://www.inaturalist.org/observations/21927389,,219826,ART
Eupithecia unicolor,"Hulst, 1896",,eupithecia moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Eupitheciini,Eupithecia,native,,new 2018,observed,,,,,,2018-08-08,Kevin Toomer,https://www.inaturalist.org/observations/16139197,,357299,ART
Gabriola dyari,"Taylor, 1904",,Dyar’s looper moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Nacophorini,Gabriola,native,S4S5 (2017),confirmed,observed,1995-07-18,Jon Shepard & Sigrid Shepard,RBCM,ENT996-003895,,2018-07-04,Kevin Toomer,https://www.inaturalist.org/observations/14061761,,178174,ART
Hemithea aestivaria,"Hübner, 1799",,common emerald,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Geometrinae,Hemitheini,Hemithea,exotic,unlisted,new 2016,observed,,,,,,2016-07-05,Sarah Tweedale,http://www.inaturalist.org/observations/3674044,,322722,ART
Hesperumia latipennis,"Hulst, 1896",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,Hesperumia,native,S3S5 (2017),new 2017,observed,,,,,,2017-09-09,Marty Moser,https://www.inaturalist.org/observations/8285284,,334610,ART
Hydriomena irata,,,furious carpet moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,,,new 2019,observed,,,,,,2019-05-05,Katie Kushneryk,https://www.inaturalist.org/observations/24942732,,363278,ART
Hydriomena manzanita,"Taylor, 1906",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,native,,new 2019,observed,,,,,,2019-05-04,Libby Avis,https://www.inaturalist.org/observations/24792269,,347769,ART
Hydriomena sp.,,,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6222738,,68651,ART
Hydriomena speciosata,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Hydriomena,,,new 2021,observed,,,,,,2021-07-30,Kevin Toomer,https://www.inaturalist.org/observations/89214772,,344224,ART
Idaea dimidiata,"Hufnagel, 1767",,single-dotted wave moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Sterrhinae,Sterrhini,Idaea,native,S4S5 (2017),confirmed,observed,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004280,,2021-07-12,Kevin Toomer,https://www.inaturalist.org/observations/86761116,,205231,ART
Iridopsis emasculatum,"Dyar, 1904",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,Iridopsis,native,,new 2019,observed,,,,,,2019-06-21,Kevin Toomer,https://www.inaturalist.org/observations/27386843,,362442,ART
Lambdina fiscellaria,"Guenée, 1858",,hemlock looper moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ourapterygini,Lambdina,native,,new 2018,observed,,,,,,2018-08-21,Kevin Toomer,https://www.inaturalist.org/observations/16139043,,154446,ART
Macaria signaria dispuncta,"Walker, 1860",,pale-marked angle moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Macaria,native,S4S5 (2017),confirmed,observed,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-003309,,2018-08-07,Kevin Toomer,https://www.inaturalist.org/observations/15208192,,,ART
Melanolophia imitata,"Walker, 1860",,western carpet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Melanolophiini,Melanolophia,native,S4S5 (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6217492,,224588,ART
Mesoleuca gratulata,"Walker, 1862",,western white-ribboned carpet,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Larentiini,Mesoleuca,native,S4S5 (2017),new 2017,observed,,,,,,2017-04-03,Ian Guthrie,https://www.inaturalist.org/observations/32917732,,224947,ART
Mesoleuca ruficillata,,,white-ribboned carpet moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Larentiini,Mesoleuca,,,new 2020,observed,,,,,,2020-06-20,Kevin Toomer,https://www.inaturalist.org/observations/50313223,,205237,ART
Mesothea incertata,"Walker, 1863",,day emerald moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Geometrinae,Hemitheini,Mesothea,native,S4S5 (2017),reported,unobserved,1995-07-18,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004242,,,,,,224953,ART
Nemoria darwiniata,"Dyar, 1904",,Columbian emerald,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Geometrinae,Nemoriini,Nemoria,native,S4S5 (2017),confirmed,observed,1955-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004251,,2018-07-05,Kevin Toomer,https://www.inaturalist.org/observations/14074291,,119896,ART
Neoalcis californiaria,"Packard, 1871",,brown-lined looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,Neoalcis,native,S4S5 (2017),new 2018,observed,,,,,,2018-08-01,Andrew Simon,https://www.inaturalist.org/observations/15010553,,225567,ART
Neoterpes trianguliferata,"Packard, 1871",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ourapterygini,Neoterpes,native,,new 2019,observed,,,,,,2019-05-19,Kevin Toomer,https://www.inaturalist.org/observations/25396741,,143033,ART
Nepytia phantasmaria,,,phantom hemlock looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ourapterygini,Nepytia,,,new 2019,observed,,,,,,2019-09-29,Kevin Toomer,https://www.inaturalist.org/observations/33622994,,334645,ART
Operophtera bruceata,,,bruce spanworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Operophterini,Operophtera,,,new 2016,observed,,,,,,2016-12-21,Andrew Simon,https://www.inaturalist.org/observations/4828731,,121236,ART
Operophtera occidentalis,"Hulst, 1896",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Operophterini,Operophtera,native,,new 2017,observed,,,,,,2017-12-20,Kevin Toomer,https://www.inaturalist.org/observations/9298486,,347201,ART
Perizoma curvilinea,"Hulst, 1896",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Perizoma,native,,new 2018,observed,,,,,,2018-08-04,Andrew Simon,https://www.inaturalist.org/observations/15128302,,358468,ART
Pero behrensaria,,,Behr's pero moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Odontoperini,Pero,,,new 2021,observed,,,,,,2021-05-17,Andrew Simon,https://www.inaturalist.org/observations/79720270,,227513,ART
Pero mizon,"Rindge, 1955",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Azelinini,Pero,native,S4S5 (2017),reported,unobserved,1995-07-18,Jon Shepard & Sigrid Shepard,RBCM,ENT996-003842,,,,,,127419,ART
Pero morrisonaria,,,Morrison's pero moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Azelinini,Pero,,,new 2019,observed,,,,,,2019-05-24,Kevin Toomer,https://www.inaturalist.org/observations/25685487,,227514,ART
Phigalia plumogeraria,"Hulst, 1888",,walnut spanworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Bistonini,Phigalia,native,,new 2019,observed,,,,,,2019-03-15,Kevin Toomer,https://www.inaturalist.org/observations/21922810,,347168,ART
Plemyria georgii,"Hulst, 1896",,George's carpet moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Hydriomenini,Plemyria,native,,new 2018,observed,,,,,,2018-08-21,Kevin Toomer,https://www.inaturalist.org/observations/16138808,,228372,ART
Protoboarmia porcelaria,"Guenée, 1857",,porcelain gray,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,Protoboarmia,native,S4S5 (2017),new 2018,observed,,,,,,2018-05-19,Andrew Simon,https://www.inaturalist.org/observations/12631563,,143867,ART
Rheumaptera undulata,"Linnaeus, 1758",,scallop shell moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Rheumapterini,Rheumaptera,native,S4S5 (2017),reported,unobserved,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004375,,,,,,229898,ART
Sabulodes aegrotata,"Guenée, 1858",,omnivorous looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Sabulodes,unlisted,unlisted,new 2018,observed,,,,,,2018-05-09,Kevin Toomer,https://www.inaturalist.org/observations/12309058,,55467,ART
Selenia alciphearia,,,brown-tipped thorn,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ennomini,Selenia,,,new 2021,observed,,,,,,2021-04-15,Kevin Toomer,https://www.inaturalist.org/observations/74083822,,230771,ART
Spodolepis danbyi,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Spodolepis,,,new 2020,observed,,,,,,2020-04-27,Kevin Toomer,https://www.inaturalist.org/observations/44315680,,452733,ART
Stamnoctenis pearsalli,"Swett, 1914",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Stamnodini,Stamnoctenis,native,S3S5 (2017),confirmed,observed,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004652,,2018-07-05,Kevin Toomer,https://www.inaturalist.org/observations/14091533,,452688,ART
Stenoporpia excelsaria,"Strecker, 1899",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,Stenoporpia,native,S4S5 (2017),new 2018,observed,,,,,,2018-07-04,Kevin Toomer,https://www.inaturalist.org/observations/14061262,,452659,ART
Stenoporpia pulmonaria,"Grote, 1881",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Boarmiini,Stenoporpia,native,,new 2018,observed,,,,,,2018-08-22,Kevin Toomer,https://www.inaturalist.org/observations/16138663,,231577,ART
Tetracis cervinaria,"Packard, 1871",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ourapterygini,Tetracis,native,S4S5 (2017),confirmed,observed,1995-05-15,Jon Shepard,RBCM,ENT996-004138,,2017-05-26,Alexander J. Wright,https://www.inaturalist.org/observations/6410760,,232396,ART
Tetracis jubararia,"Hulst, 1886",,October thorn,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Ourapterygini,Tetracis,native,S4S5 (2017),new 2017,observed,,,,,,2017-09-09,Marty Moser,https://www.inaturalist.org/observations/8285269,,232399,ART
Thallophaga hyperborea,"Hulst, 1900",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,Lithinini,Thallophaga,native,S4S5 (2017),new 2018,observed,,,,,,2018-04-06,Kevin Toomer,https://www.inaturalist.org/observations/10702869,,232458,ART
Triphosa haesitata,"Guenée, 1858",,tissue moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Rheumapterini,Triphosa,native,S4S5 (2017),new 2018,observed,,,,,,2018-04-10,Kevin Toomer,https://www.inaturalist.org/observations/10789291,,233010,ART
Venusia cambrica,"Curtis, 1839",,welsh wave moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Asthenini,Venusia,native,S4S5 (2017),reported,unobserved,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004880,,,,,,233423,ART
Venusia duodecemlineata,"Packard, 1873",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Asthenini,Venusia,native,SNR (2017),confirmed,observed,1995-05-14,Jon Shepard,RBCM,ENT996-004901,,2020-04-09,Kevin Toomer,https://www.inaturalist.org/observations/41791086,,344290,ART
Xanthorhoe defensaria,"Guenée, 1858",,geometrid moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Xanthorhoe,native,S4S5 (2017),confirmed,observed,1995-07-19,Jon Shepard & Sigrid Shepard,RBCM,ENT996-004805,,2016-07-21,Andrew Simon,http://www.inaturalist.org/observations/3719903,,205881,ART
Callizzia amorata,"Packard, 1876",,gray scoopwing,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Uraniidae,Epipleminae,,Callizzia,native,S4S5 (2017),new 2018,observed,,,,,,2018-07-04,Kevin Toomer,https://www.inaturalist.org/observations/14061472,,174566,ART
Caloptilia sp.,,,leaf miner moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Gracillariinae,,Caloptilia,,,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6223431,,174559,ART
Cameraria gaultheriella,"Walsingham, 1889",,leaf miner moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Lithocolletinae,,Cameraria,native,SNR (2017),new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6206267,,477825,ART
Marmara arbutiella,"Busck, 1904",,madrone skin miner,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Marmarinae,,Marmara,native,SNR (2017),new 2016,observed,,,,,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3910129,,177160,ART
Phyllocnistis populiella,,,aspen serpentine leafminer moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Phyllocnistinae,,Phyllocnistis,,,new 2020,observed,,,,,,2020-06-01,Lauren Magner,https://www.inaturalist.org/observations/48205023,,180712,ART
Phyllocnistis sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Phyllocnistinae,,Phyllocnistis,,,new 2019,observed,,,,,,2019-05-04,Scott Gilmore,https://www.inaturalist.org/observations/24677876,,178467,ART
Phyllonorycter sp.,,,leaf miner moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gracillarioidea,Gracillariidae,Lithocolletinae,,Phyllonorycter,,,new 2017,observed,,,,,,2017-05-14,Scott Gilmore,https://www.inaturalist.org/observations/6225229,,61354,ART
Malacosoma californica,"Packard, 1864",,western tent caterpillar moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Lasiocampini,Malacosoma,native,,new 2008,observed,,,,,,2008-07-12,Ian Guthrie,https://www.inaturalist.org/observations/32917933,,359294,ART
Phyllodesma americana,"Harris, 1841",,American lappet moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,Gastropachini,Phyllodesma,native,S4S5 (2017),new 2013,observed,,,,,,2013-05-27,Ian Guthrie,https://www.inaturalist.org/observations/32917932,,201281,ART
Tolype distincta,,,snout moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Poecilocampinae,,Tolype,native,,new 2017,observed,,,,,,2017-09-09,Marty Moser,https://www.inaturalist.org/observations/8285224,,209785,ART
Arctia caja,"Linnaeus, 1758",,great tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Arctia,native,,new 2019,observed,,,,,,2019-07-20,Maggie O'Shaughnessy,https://www.inaturalist.org/observations/29194676,,68330,ART
Catocala sp.,,,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,Catocalini,Catocala,,,new 2020,observed,,,,,,2020-09-25,Kevin Toomer,https://www.inaturalist.org/observations/60863869,,83842,ART
Cisseps fulvicollis,"Hubner, 1818",,yellow-collared Scape Moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Cisseps,native,,new 2019,observed,,,,,,2019-07-23,Andy Taggart Smith,https://www.inaturalist.org/observations/29412505,,119789,ART
Clemensia umbrata,"Packard, 1864",,little white lichen moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Lithosiini,Clemensia,native,SNR,confirmed,observed,1998-07-18,Jon Shepard & Sigrid Shepard,RBCM,ENT996-006667,,2018-07-04,Kevin Toomer,https://www.inaturalist.org/observations/14061860,,789688,ART
Dasychira grisefacta,"Dyar, 1911",,pine tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Dasychira,native,S5 (2017),new 2018,observed,,,,,,2018-07-21,Andrew Simon,https://www.inaturalist.org/observations/14596790,,218148,ART
Hypena abalienalis,"Walker, 1859",,white-lined snout,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,Hypena,native,S3 (2017),reported,unobserved,1995-07-18,Jon Shepard,RBCM,ENT996-006611,,,,,Reported as Bomolocha abalienalis,201277,ART
Hypena californica,"Behr, 1870",,California cloverworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,Hypena,native,S5 (2017),confirmed,observed,1995-07-18,Jon Shepard & Sigrid Shepard,RBCM,ENT996-006618,,2017-03-01,Andrew Simon,https://www.inaturalist.org/observations/5237220,,221966,ART
Hypena decorata,"Smith, 1884",,decorated hypena,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,Hypena,native,S3 (2017),new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460361,,452608,ART
Hypena humuli,"Harris, 1841",,hope vine moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,Hypena,native,S5 (2017),new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460253,,143126,ART
Hyphantria cunea,"Drury, 1773",,fall webworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Hyphantria,native,,new 2016,observed,,,,,,2016-07-29,Andrew Simon,http://www.inaturalist.org/observations/3768711,,127133,ART
Leptarctia californiae,"Walker, 1855",,California tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Leptarctia,native,SNR,new 2017,observed,,,,,,2017-05-13,Scott Gilmore,https://www.inaturalist.org/observations/6206465,,209782,ART
Lophocampa argentata,"Packard, 1864",,silver-spotted tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Lophocampa,native,SNR,new 2016,observed,,,,,,2016-05-10,Andrew Simon,https://www.inaturalist.org/observations/3317164,,84792,ART
Lophocampa maculata,"Harris, 1841",,spotted tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Lophocampa,native,SNR,new 2016,observed,,,,,,2016-06-26,John Magner,http://inaturalist.ca/observations/3550954,,67691,ART
Lophocampa roseata,"Walker, 1866",,rosy aemilia,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Lophocampa,native,N1 critically imperiled in Canada,new 2017,observed,,,,,,2017-07-21,Deborah McKechnie,https://www.inaturalist.org/observations/7290684,,224121,ART
Orgyia antiqua,,,rusty tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Orgyia,,,new 2019,observed,,,,,,2019-09-24,Kevin Toomer,https://www.inaturalist.org/observations/33335025,,61910,ART
Orgyia pseudotsugata,"McDunnough, 1921",,Douglas-fir tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Orgyia,native,,new 2018,observed,,,,,,2018-08-21,Kevin Toomer,https://www.inaturalist.org/observations/16138738,,48907,ART
Orgyia vetusta,,,western tussock moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Lymantriinae,Orgyiini,Orgyia,,,new 2021,observed,,,,,,2021-07-16,Audrey Irvine-Broque,https://www.inaturalist.org/observations/87393736,,61908,ART
Pyrrharctia isabella,"J.E. Smith, 1797",,Isabella tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Pyrrharctia,native,SNR (2017),new 2016,observed,,,,,,2016-06-08,Cody Clayton,http://inaturalist.ca/observations/3539644,,59675,ART
Spilosoma virginica,"Fabricius, 1798",,Virginian tiger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Spilosoma,native,SNR,new 2014,observed,,,,,,2014-06-05,Andrew Simon,http://www.inaturalist.org/observations/726916,,60839,ART
Tyria jacobaeae,"Linnaeus, 1758",,cinnabar moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,Arctiini,Tyria,exotic,unlisted,new 2018,observed,,,,,,2018-05-27,Jenny Breukelman,https://www.inaturalist.org/observations/12942624,,51781,ART
Zale lunata,"(Drury, 1773)",,lunate zale moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,Omopterini,Zale,native,S4 (2017),new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460393,,84602,ART
Acronicta dactylina,"Grote, 1874",,fingered dagger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Acronictinae,,Acronicta,native,,reported,unobserved,1995-07-18,Jon Shepard,Private Collection?,XXX,,,,,,1063932,ART
Acronicta radcliffei,"Harvey, 1875",,Radcliffe's dagger moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Acronictinae,,Acronicta,native,S4S5 (2017),new 2016,observed,,,,,,2016-07-29,Kristian Sigvardsen,http://www.inaturalist.org/observations/3776457,,212450,ART
Agrotis ipsilon,"Hufnagel, 1766",,ipsilon dart,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Agrotis,migrant,,new 2018,observed,,,,,,2018-08-04,Kevin Toomer,https://www.inaturalist.org/observations/15135982,,126276,ART
Agrotis vancouverensis,"Grote, 1873",,Vancouver dart moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Agrotis,native,S4S5 (2017),new 2017,observed,,,,,,2017-05-27,Libby Avis,https://www.inaturalist.org/observations/6460242,,212878,ART
Apamea amputatrix,"Fitch, 1857",,yellow-headed cutworm moth,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Apamea,native,S4S5 (2017),new 2016,observed,,,,,,2016-07-24,Cody Clayton,http://inaturalist.ca/observations/3742290,,213826,ART
Apamea cf scoparia,"Mikkola, Mustelin & Lafontaine, 2000",,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Apamea,native,,new 2019,observed,,,,,,2019-07-26,Kevin Toomer,https://www.inaturalist.org/observations/29582370,,213856,ART
Autographa californica,"Speyer, 1875",,alfalfa looper,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Plusiinae,Plusiini,Autographa,native,S4S5 (2017),new 2017,observed,,,,,,2017-05-28,Libby Avis,https://www.inaturalist.org/observations/6460461,,121823,ART
