"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Bison antiquus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Bison","","","","","Native","","","","","1957-01-01","T. Danner","UBCBBM","M017474","1292012747","","","","","",""
"Bison antiquus","","","","Animalia","Chordata","","","Mammalia","","","Artiodactyla","","","Bovidae","","","Bison","","","","","Native","","","","","1957-01-01","T. Danner","UBCBBM","M017476","1292012745","","","","","",""
"Canis lupus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","Native","","","","","1932-03-26","K. Racey","UBCBBM","M017450","1292012664","","","","","",""
"Canis lupus fuscus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Canidae","","","Canis","","","","","Native","","","","","1936-12-09","K. Racey","UBCBBM","M017452","1292012634","","","","","",""
"Rattus rattus alexandrinus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Rattus","","","","","Native","","","","","1929-10-19","I.McT. Cowan","UBCBBM","M017339","1292012587","","","","","",""
"Phenacomys intermedius oramontis","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Cricetidae","","","Phenacomys","","","","","Native","","","","","1928-08-03","I.McT. Cowan","UBCBBM","M017361","1292012538","","","","","",""
"Rattus rattus rattus","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Rattus","","","","","Native","","","","","1928-08-26","I.McT. Cowan","UBCBBM","M017340","1292012532","","","","","",""
"Felis catus","","","","Animalia","Chordata","","","Mammalia","","","Carnivora","","","Felidae","","","Felis","","","","","","","","","","1939-01-01","I.McT. Cowan","UBCBBM","M017303","1292012528","","","","","",""
"Rattus rattus alexandrium","","","","Animalia","Chordata","","","Mammalia","","","Rodentia","","","Muridae","","","Rattus","","","","","Native","","","","","1938-09-04","J.B. Poole","UBCBBM","M017271","1292012466","","","","","",""
"Scapanus townsendii","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Scapanus","","","","","Native","","","","","1995-01-01","Tim Sheehan","UBCBBM","M016889","1292012079","","","","","",""
"Scapanus townsendii","","","","Animalia","Chordata","","","Mammalia","","","Soricomorpha","","","Talpidae","","","Scapanus","","","","","Native","","","","","1995-01-01","Tim Sheehan","UBCBBM","M016890","1292012056","","","","","",""
