scientificName,scientificNameAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,variety,subspecies,hybrid,nameStatus,iNaturalistTaxonId,iNaturalistTaxonName,linkName,residencyStatus,FLAG,source_file,source_code,linkTaxonID,genus_species,commonName_rankings,provincial_status,Prov Status Review Date,bc_list,national_status,COSEWIC Date,SARA Schedule,SARA_status,SARA Date,match_pass,matched_on_source_field,matched_on_ranking_field,matched_value_source,matched_value_ranking,report_group,report_supergroup,report_detail
Cladonia chlorophaea,(Flörke ex Sommerf.) Sprengel.,Mealy Pixie Cup,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,chlorophaea,NA,NA,NA,accepted,49488,Cladonia chlorophaea,Cladonia chlorophaea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia chlorophaea,granulating pixie-cup,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia chlorophaea,Cladonia chlorophaea,LICHENS,LICHENS,NA
Cladonia ciliata,Stirt.,least reindeer,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,ciliata,NA,NA,NA,accepted,340964,Cladonia ciliata,Cladonia ciliata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia ciliata,least reindeer,S3S4,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cladonia ciliata,Cladonia ciliata,LICHENS,LICHENS,NA
Cladonia coccifera,(L.) Willd.,madame's cup lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,coccifera,NA,NA,NA,accepted,60544,Cladonia coccifera,Cladonia coccifera,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia coccifera,madame pixie,S4,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia coccifera,Cladonia coccifera,LICHENS,LICHENS,NA
Cladonia coniocraea,(Flörke) Spreng,Common Powderhorn,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,coniocraea,NA,NA,NA,accepted,155093,Cladonia coniocraea,Cladonia coniocraea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia coniocraea,mama littlehorn pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia coniocraea,Cladonia coniocraea,LICHENS,LICHENS,NA
Cladonia cornuta,(L.) Hoffm.,Bighorn Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,cornuta,NA,NA,NA,accepted,179035,Cladonia cornuta,Cladonia cornuta,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia cornuta,NA,S5,2018,Yellow,NA,NA,NA,NA,NA,MANUAL,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia crispata var. crispata,(Ach.)Fflot.,Greater Organ-pipe Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,crispata,crispata,NA,NA,accepted,240032,Cladonia crispata crispata,Cladonia crispata crispata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia crispata,NA,S5,Apr 2025,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cladonia crispata,Cladonia crispata,LICHENS,LICHENS,NA
Cladonia cristatella,Tuck.,British soldier lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,cristatella,NA,NA,NA,accepted,119669,Cladonia cristatella,Cladonia cristatella,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia cristatella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia deformis,(l.) Hoffm.,Lesser Sulphur-cup Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,deformis,NA,NA,NA,accepted,119887,Cladonia deformis,Cladonia deformis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia deformis,medium hot pixie,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia deformis,Cladonia deformis,LICHENS,LICHENS,NA
Cladonia ecmocyna,(Robbins) Ahti,frosted cup lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,ecmocyna,NA,NA,NA,accepted,179859,Cladonia ecmocyna,Cladonia ecmocyna,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia ecmocyna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia fimbriata,(L.) Fr.,Trumpet Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,fimbriata,NA,NA,NA,accepted,179037,Cladonia fimbriata,Cladonia fimbriata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia fimbriata,trumpeting pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia fimbriata,Cladonia fimbriata,LICHENS,LICHENS,NA
Cladonia furcata,(Tuck.) Brodo & D. Hawksw.,many-forked cladonia,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,furcata,NA,NA,NA,accepted,54607,Cladonia furcata,Cladonia furcata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia furcata,forking pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia furcata,Cladonia furcata,LICHENS,LICHENS,NA
Cladonia gracilis,(L.) Willd.,Smooth Horn Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,gracilis,NA,NA,NA,accepted,121212,Cladonia gracilis,Cladonia gracilis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia gracilis ssp. turbinata,(L.) Willd. (Ach.) Ahti,bronzed pixie,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,gracilis,NA,turbinata,NA,unknown,235279,Cladonia gracilis turbinata,Cladonia gracilis turbinata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia gracilis,bronzed pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia gracilis ssp. turbinata,Cladonia gracilis ssp. turbinata,LICHENS,LICHENS,NA
Cladonia macilenta,Hoffm.,Lipstick Powderhorn,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,macilenta,NA,NA,NA,accepted,117950,Cladonia macilenta,Cladonia macilenta,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia macilenta,lipstick pixie,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia macilenta,Cladonia macilenta,LICHENS,LICHENS,NA
Cladonia macilenta var. bacillaris,(Ach.) Schaer.,Brown Pin Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,macilenta,bacillaris,NA,NA,accepted,240034,Cladonia macilenta bacillaris,Cladonia macilenta bacillaris,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia macilenta,lipstick pixie,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cladonia macilenta,Cladonia macilenta,LICHENS,LICHENS,NA
Cladonia macrophyllodes,Nyl.,Large-leaved Cladonia,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,macrophyllodes,NA,NA,NA,accepted,217120,Cladonia macrophyllodes,Cladonia macrophyllodes,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia macrophyllodes,low-rise pixie,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia macrophyllodes,Cladonia macrophyllodes,LICHENS,LICHENS,NA
Cladonia merochlorophaea,"Asahina, J.",Gritty Pixie-cup Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,merochlorophaea,NA,NA,NA,accepted,217124,Cladonia merochlorophaea,Cladonia merochlorophaea,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia merochlorophaea,gritty pixie-cup,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia merochlorophaea,Cladonia merochlorophaea,LICHENS,LICHENS,NA
Cladonia multiformis,G. Merr.,Sieve Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,multiformis,NA,NA,NA,accepted,180474,Cladonia multiformis,Cladonia multiformis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia multiformis,shape-shifting pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia multiformis,Cladonia multiformis,LICHENS,LICHENS,NA
Cladonia nitens,Ahti,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,nitens,NA,NA,NA,accepted,458741,Cladonia nitens,Cladonia nitens,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia nitens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia norvegica,Tønsberg & Holien,baby littlehorn pixie,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,norvegica,NA,NA,NA,accepted,217129,Cladonia norvegica,Cladonia norvegica,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia norvegica,baby littlehorn pixie,S4S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia norvegica,Cladonia norvegica,LICHENS,LICHENS,NA
Cladonia ochrochlora,Flörke,Smooth-footed Powderhorn,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,ochrochlora,NA,NA,NA,accepted,203713,Cladonia ochrochlora,Cladonia ochrochlora,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia ochrochlora,papa littlehorn pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia ochrochlora,Cladonia ochrochlora,LICHENS,LICHENS,NA
Cladonia phyllophora,Ehrh. ex Hoffm,Felt Horn Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,phyllophora,NA,NA,NA,accepted,180480,Cladonia phyllophora,Cladonia phyllophora,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia phyllophora,greater pied pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia phyllophora,Cladonia phyllophora,LICHENS,LICHENS,NA
Cladonia pleurota,(Flörke) Schaer.,Red-fruited Pixie Cup,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,pleurota,NA,NA,NA,accepted,180467,Cladonia pleurota,Cladonia pleurota,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia pleurota,mind-altering pixie-cup,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia pleurota,Cladonia pleurota,LICHENS,LICHENS,NA
Cladonia polydactyla,(Flörke) Spreng.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,polydactyla,NA,NA,NA,accepted,60542,Cladonia polydactyla,Cladonia polydactyla,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia polydactyla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia portentosa ssp. pacifica,(Dufour) Coem.,Maritime Reindeer Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,portentosa,NA,pacifica,NA,accepted,340879,Cladonia portentosa pacifica,Cladonia portentosa pacifica,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia portentosa,maritime reindeer,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cladonia portentosa,Cladonia portentosa,LICHENS,LICHENS,NA
Cladonia prolifica,Ahti & S. Hammer.,phantom pixie-cup,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,prolifica,NA,NA,NA,accepted,217139,Cladonia prolifica,Cladonia prolifica,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia prolifica,phantom pixie-cup,S3S4,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia prolifica,Cladonia prolifica,LICHENS,LICHENS,NA
Cladonia pyxidata,(l.) hoffm.,Pebbled Pixie Cup,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,pyxidata,NA,NA,NA,accepted,123894,Cladonia pyxidata,Cladonia pyxidata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia pyxidata,pebbled pixie-cup,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia pyxidata,Cladonia pyxidata,LICHENS,LICHENS,NA
Cladonia rangiferina,(L.) Nyl.,gray reindeer lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,rangiferina,NA,NA,NA,accepted,119778,Cladonia rangiferina,Cladonia rangiferina,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia rangiferina,gray reindeer,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia rangiferina,Cladonia rangiferina,LICHENS,LICHENS,NA
Cladonia rei,Schaer.,Wand Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,rei,NA,NA,NA,accepted,180482,Cladonia rei,Cladonia rei,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia rei,starving pixie,S3S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia rei,Cladonia rei,LICHENS,LICHENS,NA
Cladonia scabriuscula,(Delise) Nyl.,Mealy Forked Cladonia,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,scabriuscula,NA,NA,NA,accepted,217148,Cladonia scabriuscula,Cladonia scabriuscula,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia scabriuscula,card-carrying pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia scabriuscula,Cladonia scabriuscula,LICHENS,LICHENS,NA
Cladonia squamosa,Hoffm.,Dragon Horn,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,squamosa,NA,NA,NA,accepted,117963,Cladonia squamosa,Cladonia squamosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia squamosa,dragon pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia squamosa,Cladonia squamosa,LICHENS,LICHENS,NA
Cladonia stricta,(nyl.) nyl.,Lesser Pied Pixie Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,stricta,NA,NA,NA,accepted,217154,Cladonia stricta,Cladonia stricta,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia stricta,lesser pied pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia stricta,Cladonia stricta,LICHENS,LICHENS,NA
Cladonia subfurcata,(Nyl.) Arnold,Rosegarden Pixie Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,subfurcata,NA,NA,NA,accepted,217156,Cladonia subfurcata,Cladonia subfurcata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia subfurcata,rosegarden pixie,S3S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia subfurcata,Cladonia subfurcata,LICHENS,LICHENS,NA
Cladonia subsquamosa,Krempelh.,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,subsquamosa,NA,NA,NA,accepted,217159,Cladonia subsquamosa,Cladonia subsquamosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia subsquamosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Cladonia subulata,(L.) Weber ex F. H. Wigg.,Antlered Powderhorn,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,subulata,NA,NA,NA,accepted,117948,Cladonia subulata,Cladonia subulata,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia subulata,antlered pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia subulata,Cladonia subulata,LICHENS,LICHENS,NA
Cladonia sulphurina,(Michaux) Fr.,Greater Sulphur-cup Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,sulphurina,NA,NA,NA,accepted,119886,Cladonia sulphurina,Cladonia sulphurina,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia sulphurina,extra hot pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia sulphurina,Cladonia sulphurina,LICHENS,LICHENS,NA
Cladonia symphycarpa,(Flörke) Fr. ; (Flörke) Fr.,Split-peg Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,symphycarpa,NA,NA,NA,unaccepted,217160,Cladonia symphycarpa,Cladonia symphycarpa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia symphycarpa,greater ribbed pixie,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_4_GENUS_SPECIES_STRING,genus_species,genus_species,Cladonia symphycarpa,Cladonia symphycarpa,LICHENS,LICHENS,NA
Cladonia transcendens,(Vain.) Vain.,graduated pixie,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,transcendens,NA,NA,NA,accepted,179038,Cladonia transcendens,Cladonia transcendens,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia transcendens,graduated pixie,S4,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia transcendens,Cladonia transcendens,LICHENS,LICHENS,NA
Cladonia umbricola,Tønsberg & Ahti.,Shaded Cladonia,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,umbricola,NA,NA,NA,accepted,194721,Cladonia umbricola,Cladonia umbricola,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia umbricola,imponderable pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia umbricola,Cladonia umbricola,LICHENS,LICHENS,NA
Cladonia uncialis,(l.) F. H. Wigg.,Thorn Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,uncialis,NA,NA,NA,accepted,121208,Cladonia uncialis,Cladonia uncialis,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia uncialis,thorn pixie,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia uncialis,Cladonia uncialis,LICHENS,LICHENS,NA
Cladonia verruculosa,(Vain.) Ahti,Western Wand Lichen,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecanorales,NA,NA,NA,Cladoniaceae,NA,NA,Cladonia,verruculosa,NA,NA,NA,accepted,155194,Cladonia verruculosa,Cladonia verruculosa,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cladonia verruculosa,nitty-gritty pixie,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Cladonia verruculosa,Cladonia verruculosa,LICHENS,LICHENS,NA
Cyclohymenia epilithica,Henssen,NA,Fungi,Ascomycota,Pezizomycotina,NA,Lecanoromycetes,Lecanoromycetidae,NA,Lecideales,NA,NA,NA,Lecideaceae,NA,NA,Cyclohymenia,epilithica,NA,NA,NA,accepted,1074418,Cyclohymenia epilithica,Cyclohymenia epilithica,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,Cyclohymenia epilithica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LICHENS,LICHENS,NA
Dermatocarpon miniatum,(L.) W. Mann,blushing stippleback,Fungi,Basidiomycota,Agaricomycotina,NA,Eurotiomycetes,Chaetothyriomycetidae,NA,Verrucariales,NA,NA,NA,Verrucariaceae,NA,NA,NA,NA,NA,NA,NA,unknown,0,NA,Dermatocarpon miniatum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,NA,blushing stippleback,S5,Apr 2019,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dermatocarpon miniatum,Dermatocarpon miniatum,LICHENS,LICHENS,NA
Dermatocarpon reticulatum,H. Magn.,sandpaper stippleback,Fungi,Basidiomycota,Agaricomycotina,NA,Eurotiomycetes,Chaetothyriomycetidae,NA,Verrucariales,NA,NA,NA,Verrucariaceae,NA,NA,NA,NA,NA,NA,NA,unknown,0,NA,Dermatocarpon reticulatum,NA,NA,Howe_Sound_lichens_reviewed.csv,SRC_LICHENS,NA,NA,sandpaper stippleback,S5,Mar 2018,Yellow,NA,NA,NA,NA,NA,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Dermatocarpon reticulatum,Dermatocarpon reticulatum,LICHENS,LICHENS,NA
