scientificName,source_file,pass,source_field,ranking_field,matched_value_source,matched_value_ranking,matched_taxonName
Ptilosarcus gurneyi,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptilosarcus gurneyi,Ptilosarcus gurneyi,Ptilosarcus gurneyi
Ptilostomis ocellifera,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptilostomis ocellifera,Ptilostomis ocellifera,Ptilostomis ocellifera
Ptinus raptor,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptinus raptor,Ptinus raptor,Ptinus raptor
Ptychocheilus oregonensis,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychocheilus oregonensis,Ptychocheilus oregonensis,Ptychocheilus oregonensis
Ptychoramphus aleuticus,Howe_Sound_birds_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychoramphus aleuticus,Ptychoramphus aleuticus,Ptychoramphus aleuticus
Ptychostomum creberrimum,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychostomum creberrimum,Ptychostomum creberrimum,Ptychostomum creberrimum
Ptychostomum pallescens,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychostomum pallescens,Ptychostomum pallescens,Ptychostomum pallescens
Ptychostomum pseudotriquetrum,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychostomum pseudotriquetrum,Ptychostomum pseudotriquetrum,Ptychostomum pseudotriquetrum
Ptychostomum schleicheri,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychostomum schleicheri,Ptychostomum schleicheri,Ptychostomum schleicheri
Ptychostomum weigelii,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ptychostomum weigelii,Ptychostomum weigelii,Ptychostomum weigelii
Puccinellia pumila,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Puccinellia pumila,Puccinellia pumila,Puccinellia pumila
Pugettia gracilis,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pugettia gracilis,Pugettia gracilis,Pugettia gracilis
Pugettia producta,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pugettia producta,Pugettia producta,Pugettia producta
Pulsatilla occidentalis,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pulsatilla occidentalis,Pulsatilla occidentalis,Pulsatilla occidentalis
Pulvigera papillosa,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pulvigera papillosa,Pulvigera papillosa,Pulvigera papillosa
Pulvigera pringlei,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pulvigera pringlei,Pulvigera pringlei,Pulvigera pringlei
Puma concolor,Howe_Sound_terrestrial_mammals-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Puma concolor,Puma concolor,Puma concolor
Punctelia stictica,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Punctelia stictica,Punctelia stictica,Punctelia stictica
Punicealis hamata,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Punicealis hamata,Punicealis hamata,Punicealis hamata
Pycnopodia helianthoides,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pycnopodia helianthoides,Pycnopodia helianthoides,Pycnopodia helianthoides
Pycnoporellus alboluteus,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pycnoporellus alboluteus,Pycnoporellus alboluteus,Pycnoporellus alboluteus
Pycnoporellus fulgens,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pycnoporellus fulgens,Pycnoporellus fulgens,Pycnoporellus fulgens
Pyla fusca,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyla fusca,Pyla fusca,Pyla fusca
Pyracantha coccinea,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyracantha coccinea,Pyracantha coccinea,Pyracantha coccinea
Pyralis farinalis,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyralis farinalis,Pyralis farinalis,Pyralis farinalis
Pyrausta californicalis,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrausta californicalis,Pyrausta californicalis,Pyrausta californicalis
Pyrausta nicalis,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrausta nicalis,Pyrausta nicalis,Pyrausta nicalis
Pyrausta perrubralis,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrausta perrubralis,Pyrausta perrubralis,Pyrausta perrubralis
Pyrgus ruralis,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrgus ruralis,Pyrgus ruralis,Pyrgus ruralis
Pyrola aphylla,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola aphylla,Pyrola aphylla,Pyrola aphylla
Pyrola asarifolia ssp. asarifolia,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola asarifolia ssp. asarifolia,Pyrola asarifolia ssp. asarifolia,Pyrola asarifolia ssp. asarifolia
Pyrola asarifolia ssp. bracteata,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola asarifolia ssp. bracteata,Pyrola asarifolia ssp. bracteata,Pyrola asarifolia ssp. bracteata
Pyrola chlorantha,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola chlorantha,Pyrola chlorantha,Pyrola chlorantha
Pyrola dentata,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola dentata,Pyrola dentata,Pyrola dentata
Pyrola minor,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola minor,Pyrola minor,Pyrola minor
Pyrola picta,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrola picta,Pyrola picta,Pyrola picta
Pyrrhalta viburni,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrrhalta viburni,Pyrrhalta viburni,Pyrrhalta viburni
Pyrrharctia isabella,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrrharctia isabella,Pyrrharctia isabella,Pyrrharctia isabella
Pyrrhia exprimens,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrrhia exprimens,Pyrrhia exprimens,Pyrrhia exprimens
Pyrus communis,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Pyrus communis,Pyrus communis,Pyrus communis
Quedius erythrogaster,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Quedius erythrogaster,Quedius erythrogaster,Quedius erythrogaster
Quedius transparens,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Quedius transparens,Quedius transparens,Quedius transparens
Quercus garryana var. garryana,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Quercus garryana var. garryana,Quercus garryana var. garryana,Quercus garryana var. garryana
Quercus robur,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Quercus robur,Quercus robur,Quercus robur
Racomitrium lanuginosum,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Racomitrium lanuginosum,Racomitrium lanuginosum,Racomitrium lanuginosum
Radula bolanderi,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Radula bolanderi,Radula bolanderi,Radula bolanderi
Radula complanata,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Radula complanata,Radula complanata,Radula complanata
Radula obtusiloba ssp. polyclada,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Radula obtusiloba ssp. polyclada,Radula obtusiloba ssp. polyclada,Radula obtusiloba ssp. polyclada
Radulinus asprellus,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Radulinus asprellus,Radulinus asprellus,Radulinus asprellus
Radulinus boleoides,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Radulinus boleoides,Radulinus boleoides,Radulinus boleoides
Rallus limicola,Howe_Sound_birds_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rallus limicola,Rallus limicola,Rallus limicola
Ramalina farinacea,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramalina farinacea,Ramalina farinacea,Ramalina farinacea
Ramaria formosa,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramaria formosa,Ramaria formosa,Ramaria formosa
Ramaria leptoformosa,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramaria leptoformosa,Ramaria leptoformosa,Ramaria leptoformosa
Ramaria rasilispora,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramaria rasilispora,Ramaria rasilispora,Ramaria rasilispora
Ramaria rubella,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramaria rubella,Ramaria rubella,Ramaria rubella
Ramaria stricta,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramaria stricta,Ramaria stricta,Ramaria stricta
Ramariopsis kunzei,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ramariopsis kunzei,Ramariopsis kunzei,Ramariopsis kunzei
Rana aurora,Howe_Sound_herptiles-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana aurora,Rana aurora,Rana aurora
Rana aurora,Howe_Sound_herptiles-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana aurora,Rana aurora,Rana aurora
Rana luteiventris,Howe_Sound_herptiles-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana luteiventris,Rana luteiventris,Rana luteiventris
Rana luteiventris,Howe_Sound_herptiles-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana luteiventris,Rana luteiventris,Rana luteiventris
Rana pretiosa,Howe_Sound_herptiles-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana pretiosa,Rana pretiosa,Rana pretiosa
Rana pretiosa,Howe_Sound_herptiles-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rana pretiosa,Rana pretiosa,Rana pretiosa
Ranatra fusca,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranatra fusca,Ranatra fusca,Ranatra fusca
Ranunculus acris,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus acris,Ranunculus acris,Ranunculus acris
Ranunculus eschscholtzii var. eschscholtzii,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus eschscholtzii var. eschscholtzii,Ranunculus eschscholtzii var. eschscholtzii,Ranunculus eschscholtzii var. eschscholtzii
Ranunculus repens,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus repens,Ranunculus repens,Ranunculus repens
Ranunculus uncinatus,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ranunculus uncinatus,Ranunculus uncinatus,Ranunculus uncinatus
Raphia frater,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Raphia frater,Raphia frater,Raphia frater
Rattus norvegicus,Howe_Sound_terrestrial_mammals-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rattus norvegicus,Rattus norvegicus,Rattus norvegicus
Rattus rattus,Howe_Sound_terrestrial_mammals-assigned.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rattus rattus,Rattus rattus,Rattus rattus
Reboulia hemisphaerica,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Reboulia hemisphaerica,Reboulia hemisphaerica,Reboulia hemisphaerica
Recurvaria nanella,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Recurvaria nanella,Recurvaria nanella,Recurvaria nanella
Recurvirostra americana,Howe_Sound_birds_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Recurvirostra americana,Recurvirostra americana,Recurvirostra americana
Regulus satrapa,Howe_Sound_birds_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Regulus satrapa,Regulus satrapa,Regulus satrapa
Rehmia cinereovirens,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rehmia cinereovirens,Rehmia cinereovirens,Rehmia cinereovirens
Reticularia lycoperdon,Howe_Sound_slime_molds_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Reticularia lycoperdon,Reticularia lycoperdon,Reticularia lycoperdon
Retinia picicolana,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Retinia picicolana,Retinia picicolana,Retinia picicolana
Rhabdocalyptus dawsoni,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhabdocalyptus dawsoni,Rhabdocalyptus dawsoni,Rhabdocalyptus dawsoni
Rhabdoweisia crispata,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhabdoweisia crispata,Rhabdoweisia crispata,Rhabdoweisia crispata
Rhacochilus vacca,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhacochilus vacca,Rhacochilus vacca,Rhacochilus vacca
Rhagium inquisitor,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhagium inquisitor,Rhagium inquisitor,Rhagium inquisitor
Rhagonycha fulva,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhagonycha fulva,Rhagonycha fulva,Rhagonycha fulva
Rhamphocottus richardsonii,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhamphocottus richardsonii,Rhamphocottus richardsonii,Rhamphocottus richardsonii
Rheumaptera hastata,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rheumaptera hastata,Rheumaptera hastata,Rheumaptera hastata
Rheumaptera undulata,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rheumaptera undulata,Rheumaptera undulata,Rheumaptera undulata
Rhigognostis interrupta,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhigognostis interrupta,Rhigognostis interrupta,Rhigognostis interrupta
Rhinanthus minor ssp. minor,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhinanthus minor ssp. minor,Rhinanthus minor ssp. minor,Rhinanthus minor ssp. minor
Rhinocyllus conicus,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhinocyllus conicus,Rhinocyllus conicus,Rhinocyllus conicus
Rhinogobiops nicholsii,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhinogobiops nicholsii,Rhinogobiops nicholsii,Rhinogobiops nicholsii
Rhinolithodes wosnessenskii,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhinolithodes wosnessenskii,Rhinolithodes wosnessenskii,Rhinolithodes wosnessenskii
Rhionaeschna californica,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhionaeschna californica,Rhionaeschna californica,Rhionaeschna californica
Rhionaeschna multicolor,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhionaeschna multicolor,Rhionaeschna multicolor,Rhionaeschna multicolor
Rhiscosomides meineri,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhiscosomides meineri,Rhiscosomides meineri,Rhiscosomides meineri
Rhizocarpon badioatrum,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizocarpon badioatrum,Rhizocarpon badioatrum,Rhizocarpon badioatrum
Rhizocarpon geographicum,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizocarpon geographicum,Rhizocarpon geographicum,Rhizocarpon geographicum
Rhizocarpon lecanorinum,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizocarpon lecanorinum,Rhizocarpon lecanorinum,Rhizocarpon lecanorinum
Rhizocarpon macrosporum,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizocarpon macrosporum,Rhizocarpon macrosporum,Rhizocarpon macrosporum
Rhizocarpon riparium,Howe_Sound_lichens_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizocarpon riparium,Rhizocarpon riparium,Rhizocarpon riparium
Rhizochaete sulphurina,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizochaete sulphurina,Rhizochaete sulphurina,Rhizochaete sulphurina
Rhizomnium glabrescens,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizomnium glabrescens,Rhizomnium glabrescens,Rhizomnium glabrescens
Rhizomnium magnifolium,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizomnium magnifolium,Rhizomnium magnifolium,Rhizomnium magnifolium
Rhizomnium nudum,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizomnium nudum,Rhizomnium nudum,Rhizomnium nudum
Rhizomnium punctatum,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizomnium punctatum,Rhizomnium punctatum,Rhizomnium punctatum
Rhizophagus minutus,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhizophagus minutus,Rhizophagus minutus,Rhizophagus minutus
Rhodocollybia butyracea,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhodocollybia butyracea,Rhodocollybia butyracea,Rhodocollybia butyracea
Rhodocollybia maculata,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhodocollybia maculata,Rhodocollybia maculata,Rhodocollybia maculata
Rhododendron albiflorum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron albiflorum,Rhododendron albiflorum,Rhododendron albiflorum
Rhododendron groenlandicum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron groenlandicum,Rhododendron groenlandicum,Rhododendron groenlandicum
Rhododendron macrophyllum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron macrophyllum,Rhododendron macrophyllum,Rhododendron macrophyllum
Rhododendron menziesii,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron menziesii,Rhododendron menziesii,Rhododendron menziesii
Rhododendron tomentosum ssp. decumbens,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhododendron tomentosum ssp. decumbens,Rhododendron tomentosum ssp. decumbens,Rhododendron tomentosum ssp. decumbens
Rhopobota naevana,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhopobota naevana,Rhopobota naevana,Rhopobota naevana
Rhus glabra,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhus glabra,Rhus glabra,Rhus glabra
Rhus typhina,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhus typhina,Rhus typhina,Rhus typhina
Rhyacophila brunnea,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhyacophila brunnea,Rhyacophila brunnea,Rhyacophila brunnea
Rhynchospora alba,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhynchospora alba,Rhynchospora alba,Rhynchospora alba
Rhynocrangon alata,Howe_Sound_marine_animals_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhynocrangon alata,Rhynocrangon alata,Rhynocrangon alata
Rhyparochromus vulgaris,Howe_Sound_terrestrial_arthropods_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhyparochromus vulgaris,Rhyparochromus vulgaris,Rhyparochromus vulgaris
Rhytidiadelphus loreus,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiadelphus loreus,Rhytidiadelphus loreus,Rhytidiadelphus loreus
Rhytidiadelphus squarrosus,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus,Rhytidiadelphus squarrosus
Rhytidiadelphus subpinnatus,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiadelphus subpinnatus,Rhytidiadelphus subpinnatus,Rhytidiadelphus subpinnatus
Rhytidiopsis robusta,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytidiopsis robusta,Rhytidiopsis robusta,Rhytidiopsis robusta
Rhytisma punctatum,Howe_Sound_fungi_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Rhytisma punctatum,Rhytisma punctatum,Rhytisma punctatum
Ribes acerifolium,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes acerifolium,Ribes acerifolium,Ribes acerifolium
Ribes bracteosum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes bracteosum,Ribes bracteosum,Ribes bracteosum
Ribes divaricatum var. divaricatum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes divaricatum var. divaricatum,Ribes divaricatum var. divaricatum,Ribes divaricatum var. divaricatum
Ribes lacustre,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes lacustre,Ribes lacustre,Ribes lacustre
Ribes laxiflorum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes laxiflorum,Ribes laxiflorum,Ribes laxiflorum
Ribes sanguineum var. sanguineum,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes sanguineum var. sanguineum,Ribes sanguineum var. sanguineum,Ribes sanguineum var. sanguineum
Ribes triste,Howe_Sound_vascular_plants_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Ribes triste,Ribes triste,Ribes triste
Riccardia chamedryfolia,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Riccardia chamedryfolia,Riccardia chamedryfolia,Riccardia chamedryfolia
Riccardia latifrons,Howe_Sound_mosses_liverworts_and_hornworts_reviewed.csv,PASS_1_EXACT_SCIENTIFICNAME,scientificName,taxonName,Riccardia latifrons,Riccardia latifrons,Riccardia latifrons
