"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","reportingStatus","observationStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","firstObservediNat","firstObservedBy","firstObservedID","notes","ID","statsCode"
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H000427","1291993896","","","","","",""
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H000378","1291993894","","","","","",""
"Anaxyrus boreas boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","Native","","","","","1941-07-08","I.McT. Cowan","UBCBBM","H000288","1291993796","","","","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","Native","","","","","1942-06-03","I.McT. Cowan/ G.C. Carl","UBCBBM","H000248","1291993793","","","","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","Native","","","","","1942-06-03","I.McT. Cowan/ G.C. Carl","UBCBBM","H000246","1291993773","","","","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","Native","","","","","1942-06-03","I.McT. Cowan/ G.C. Carl","UBCBBM","H000244","1291993769","","","","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","Native","","","","","1942-06-03","I.McT. Cowan/ G.C. Carl","UBCBBM","H000245","1291993765","","","","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","Native","","","","","1942-06-03","I.McT. Cowan/ G.C. Carl","UBCBBM","H000249","1291993752","","","","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","Native","","","","","1942-06-03","I.McT. Cowan/ G.C. Carl","UBCBBM","H000247","1291993686","","","","","",""
"Ensatina eschscholtzii","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Ensatina","","","","","Native","","","","","1927-06-01","","UBCBBM","H000212","1291993477","","","","","",""
"Sternotherus minor","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Kinosternidae","","","Sternotherus","","","","","","","","","","1992-01-01","Collector(s): unknown","UWBM","UWBM:Herp:6076","1146416748","","","","","",""
"Contia tenuis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Contia","","","","","","","","","","1800-01-01","Collector(s): unknown","UWBM","UWBM:Herp:2317","1146413164","","","","","",""
"Rana catesbeiana","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","1982-04-10","Collector(s): D. M. Green","MVZ","MVZ:Herp:178549","1145484076","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17009","1145474758","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17010","1145474712","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17008","1145474697","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17007","1145474691","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17011","1145474667","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17006","1145474664","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17000","1145474643","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17003","1145474637","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17005","1145474636","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17001","1145474626","","","","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:17004","1145474623","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16999","1145474605","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16993","1145474583","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16998","1145474574","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16996","1145474553","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16997","1145474541","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16995","1145474512","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16992","1145474501","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16991","1145474489","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16994","1145474477","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16985","1145474475","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16989","1145474457","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16983","1145474451","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16990","1145474437","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16987","1145474432","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16988","1145474428","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16984","1145474418","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16977","1145474404","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16986","1145474398","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16982","1145474384","","","","","",""
"Thamnophis sirtalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16981","1145474382","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16980","1145474336","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16979","1145474334","","","","","",""
"Thamnophis sirtalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16978","1145474313","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16976","1145474289","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16974","1145474276","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16973","1145474274","","","","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16975","1145474271","","","","","",""
"Thamnophis sirtalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16966","1145474213","","","","","",""
"Charina bottae","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Boidae","","","Charina","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16964","1145474208","","","","","",""
"Thamnophis sirtalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16967","1145474197","","","","","",""
"Elgaria coerulea","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16960","1145474161","","","","","",""
"Elgaria coerulea","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16962","1145474159","","","","","",""
"Elgaria coerulea","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16963","1145474127","","","","","",""
"Elgaria coerulea","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16961","1145474119","","","","","",""
"Pseudacris regilla","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16959","1145474099","","","","","",""
"Ambystoma macrodactylum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16956","1145474086","","","","","",""
"Taricha granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16954","1145474085","","","","","",""
"Taricha granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16951","1145474073","","","","","",""
"Rana aurora aurora","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16957","1145474062","","","","","",""
"Taricha granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16950","1145474047","","","","","",""
"Taricha granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16953","1145474043","","","","","",""
"Taricha granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16952","1145474035","","","","","",""
"Ambystoma gracile","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","1818-06-20","","MVZ","MVZ:Herp:16949","1145473987","","","","","",""
"Trachemys scripta subsp. elegans (Wied, 1838)","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Trachemys","","","","","","","","","","2012-05-17","G.Droege","BGBM","26095897-0bb7-40bf-96bf-9e8e593ac771","1143475539","","","","","",""
"Trachemys scripta","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Trachemys","","","","","","","","","","","","","","","","Paul Hotson","https://www.inaturalist.org/observations/193799829","","",""
"Coluber constrictor mormon","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Coluber","","","","","","","","","","","","","","","","Jonah Timms","https://www.inaturalist.org/observations/181843626","","",""
"Ascaphus truei","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ascaphidae","","","Ascaphus","","","","","","","","","","","","","","","","Jason Addy","https://www.inaturalist.org/observations/174977944","","",""
"Contia tenuis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Contia","","","","","","","","","","","","","","","","Doug McCutchen","https://www.inaturalist.org/observations/175281075","","",""
"Coluber constrictor","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Coluber","","","","","","","","","","","","","","","","Ben Keen","https://www.inaturalist.org/observations/170750641","","",""
"Chelydra serpentina","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Chelydridae","","","Chelydra","","","","","","","","","","","","","","","","gavinh","https://www.inaturalist.org/observations/167388627","","",""
"Aneides vagrans","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Aneides","","","","","","","","","","","","","","","","Paul Westell","https://www.inaturalist.org/observations/149081215","","",""
"Ambystoma maculatum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","","","","","","","moniquekorn","https://www.inaturalist.org/observations/153685984","","",""
"Trachemys","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Trachemys","","","","","","","","","","","","","","","","David Dyck","https://www.inaturalist.org/observations/114985848","","",""
"Chrysemys picta bellii","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Chrysemys","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/147677241","","",""
"Elgaria coerulea principis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","","","","","","","Manuel Ruedi","https://www.inaturalist.org/observations/144317251","","",""
"Thamnophis sirtalis fitchi","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","Larry Cowan","https://www.inaturalist.org/observations/143458220","","",""
"Thamnophis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/57809363","","",""
"Graptemys ouachitensis","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Graptemys","","","","","","","","","","","","","","","","t-wazzle","https://www.inaturalist.org/observations/58639927","","",""
"Ichthyosaura alpestris","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Ichthyosaura","","","","","","","","","","","","","","","","gavinh","https://www.inaturalist.org/observations/112891106","","",""
"Anolis sagrei","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anolidae","","","Anolis","","","","","","","","","","","","","","","","gavinh","https://www.inaturalist.org/observations/32974666","","",""
"Charina bottae","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Boidae","","","Charina","","","","","","","","","","","","","","","","akopitov","https://www.inaturalist.org/observations/111739032","","",""
"Thamnophis sirtalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/109350805","","",""
"Elgaria coerulea","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Anguidae","","","Elgaria","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/108222328","","",""
"Taricha granulosa","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Salamandridae","","","Taricha","","","","","","","","","","","","","","","","Steve Ansell","https://www.inaturalist.org/observations/108222393","","",""
"Anaxyrus boreas boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/102857686","","",""
"Anaxyrus boreas boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/102857693","","",""
"Anaxyrus boreas boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/102857692","","",""
"Rana aurora","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","","","","","","","graeme45","https://www.inaturalist.org/observations/70098048","","",""
"Ambystoma macrodactylum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","","","","","","","Lyrae","https://www.inaturalist.org/observations/76301382","","",""
"Lithobates clamitans","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","","","","","","","Jessica","https://www.inaturalist.org/observations/82073658","","",""
"Graptemys pseudogeographica","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Graptemys","","","","","","","","","","","","","","","","Liam Steele","https://www.inaturalist.org/observations/80115971","","",""
"Pseudacris regilla","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Hylidae","","","Pseudacris","","","","","","","","","","","","","","","","Jessica","https://www.inaturalist.org/observations/80041564","","",""
"Lithobates catesbeianus","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","","","","","","","Jessica","https://www.inaturalist.org/observations/80041556","","",""
"Ambystoma","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","","","","","","","Liam Steele","https://www.inaturalist.org/observations/75958560","","",""
"Chrysemys picta","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Chrysemys","","","","","","","","","","","","","","","","Lyrae","https://www.inaturalist.org/observations/76301381","","",""
"Sceloporus occidentalis occidentalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Phrynosomatidae","","","Sceloporus","","","","","","","","","","","","","","","","EllieTrombone","https://www.inaturalist.org/observations/76615850","","",""
"Thamnophis ordinoides","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","graeme45","https://www.inaturalist.org/observations/70112227","","",""
"Thamnophis elegans vagrans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","jmclatchie","https://www.inaturalist.org/observations/64748293","","",""
"Thamnophis elegans","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","Sean Daniels","https://www.inaturalist.org/observations/64749864","","",""
"Ambystoma gracile","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","","","","","","","Royal BC Museum","https://www.inaturalist.org/observations/61257604","","",""
"Ambystoma macrodactylum macrodactylum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Ambystoma","","","","","","","","","","","","","","","","dunskipper","https://www.inaturalist.org/observations/55745990","","",""
"Rana luteiventris","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Rana","","","","","","","","","","","","","","","","Chloe and Trevor Van Loon","https://www.inaturalist.org/observations/48510591","","",""
"Sceloporus occidentalis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Phrynosomatidae","","","Sceloporus","","","","","","","","","","","","","","","","sculpin_saves","https://www.inaturalist.org/observations/47077052","","",""
"Lithobates","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Ranidae","","","Lithobates","","","","","","","","","","","","","","","","Riley Pollom","http://www.inaturalist.org/observations/1883195","","",""
"Chrysemys picta marginata","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Chrysemys","","","","","","","","","","","","","","","","Frank Lin","https://www.inaturalist.org/observations/43259142","","",""
"Pseudemys concinna","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Pseudemys","","","","","","","","","","","","","","","","sandradennis","https://www.inaturalist.org/observations/34308056","","",""
"Pituophis catenifer deserticola","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Pituophis","","","","","","","","","","","","","","","","Brian Starzomski","https://www.inaturalist.org/observations/15594957","","",""
"Podarcis siculus","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Lacertidae","","","Podarcis","","","","","","","","","","","","","","","","gavinh","https://www.inaturalist.org/observations/27295298","","",""
"Lepidochelys olivacea","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Cheloniidae","","","Lepidochelys","","","","","","","","","","","","","","","","gavinh","https://www.inaturalist.org/observations/33769285","","",""
"Podarcis muralis","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Lacertidae","","","Podarcis","","","","","","","","","","","","","","","","gavinh","https://www.inaturalist.org/observations/32170084","","",""
"Ensatina eschscholtzii oregonensis","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Ensatina","","","","","","","","","","","","","","","","Raphael D Mazor","https://www.inaturalist.org/observations/31860397","","",""
"Pituophis catenifer catenifer","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Pituophis","","","","","","","","","","","","","","","","jessicakirkwood","https://www.inaturalist.org/observations/26849039","","",""
"Deirochelyinae","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","","","","","","","","","","","","","","","","","yungmikey","https://www.inaturalist.org/observations/23989927","","",""
"Podarcis muralis maculiventris","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Lacertidae","","","Podarcis","","","","","","","","","","","","","","","","Jonah Timms","https://www.inaturalist.org/observations/22201890","","",""
"Chrysemys picta picta","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Chrysemys","","","","","","","","","","","","","","","","Darren Kirby","https://www.inaturalist.org/observations/19104977","","",""
"Trachemys scripta elegans","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Trachemys","","","","","","","","","","","","","","","","Veronica Wahl","https://www.inaturalist.org/observations/17539664","","",""
"Plethodon vehiculum","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Plethodon","","","","","","","","","","","","","","","","Veronica Wahl","https://www.inaturalist.org/observations/17539660","","",""
"Ensatina eschscholtzii","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Plethodontidae","","","Ensatina","","","","","","","","","","","","","","","","Ken McMillan","https://www.inaturalist.org/observations/14690555","","",""
"Thamnophis sirtalis pickeringii","","","","Animalia","Chordata","","","Reptilia","","","Squamata","","","Colubridae","","","Thamnophis","","","","","","","","","","","","","","","","Ken McMillan","https://www.inaturalist.org/observations/14658885","","",""
"Trachemys scripta scripta","","","","Animalia","Chordata","","","Reptilia","","","Testudines","","","Emydidae","","","Trachemys","","","","","","","","","","","","","","","","pacificnorthwestkate","https://www.inaturalist.org/observations/13620604","","",""
"Anaxyrus boreas","","","","Animalia","Chordata","","","Amphibia","","","Anura","","","Bufonidae","","","Anaxyrus","","","","","","","","","","","","","","","","hillanddale","https://www.inaturalist.org/observations/9551112","","",""
"Dicamptodon tenebrosus","","","","Animalia","Chordata","","","Amphibia","","","Caudata","","","Ambystomatidae","","","Dicamptodon","","","","","","","","","","","","","","","","Sara Brooke Benjamin","http://www.inaturalist.org/observations/1098266","","",""
