Area,Confirmed?,Kingdom,Phyllum. or Group,Subphyllum or Group,Class or Group,Order or Group,Family,Subfamily or Group,locality,eventDate,scientificName,Ssp. or Var.,?,Synonym,Common Name,Original Record,recordedBy,Conf. By,Compiler/Editor,datasetName,1st Record,Entered,CDC-sent,Photo,Easting,Northing,Acc.,Elev.,Intro?,CDC/Rareness,COSEWIC,SARA,IDWildlife,No.,Gender,Life Stage,Method,Coll.?,Habitat,Notes/Comments,Signifance,Rareness,Questions,Acc. No.,Cat./Ref. No.,Authority,Site Code,Water Temp,System,Detected?,In System?,Breeding in Whistler?,Does SAR apply? (Breeding only?),BC Rank,Global Rank,Does IDW apply? (Breeding only?),"Common Name, alpha sort",Code,Sibley pg# sort,Sibley + alph sort,WBL sort,Last Record,Mar- May ,Jun- Aug ,Sep- Nov ,Dec- Feb ,Subfamily or Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Diptera (true flies),Simuliidae (black flies),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Simuliidae sp.,,,,black fly,Simuliidae sp.,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2008,2017,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Diptera (true flies),Syrphidae (hoverflies),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Sericomyia chalcopyga,,,,hoverfly,Sericomyia chalcopyga,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2017,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Diptera (true flies),Trichoceridae (winter crane flies),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Trichoceridae sp.,,,,winter crane fly,Trichoceridae sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2014,2016,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Diptera (true flies),unknown,,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Diptera sp.,,,,true fly,Diptera sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,1988,2016,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Ephemeroptera (mayflies),Baetidae (small mayflies),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Callibaetis ferrugineus,,,,Speckled Dun Mayfly,Callibaetis ferrugineus,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2015,2016,,,,,,,,,,,,1,,larva,,,,,,,,,,(Walsh),,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Aphididae (aphids),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Aphididae sp.,,,,aphid,Aphididae sp.,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2015,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Corixidae (water boatmen),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Sigara omani,,,,water boatman,Sigara omani,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2007,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corixinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Gerridae (water striders),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Limnoporus notabilis,,,,Kayak Pond Skater,Limnoporus notabilis,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2007,2016,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Gerridae (water striders),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Limnoporus notabilis,,,,Kayak Pond Skater,Limnoporus notabilis,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2007,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerrinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Lygaeidae (seed bugs),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Kleidocerys resedae,,,,Birch Catkin Bug,Kleidocerys resedae,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2010,2016,,,,,,,,,,,,4,,,,,,,,,,,,(Panzer),,,,,,,,,,,,,,,,,,,,,Ischnorhynchinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Miridae (plant bugs),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Lygus sp.,,,,plant bug,Lygus sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,1988,2016,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Notonectidae (backswimmers),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Notonecta kirbyi,,,,backswimmer,Notonecta kirbyi,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2013,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Notonectidae (backswimmers),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Notonecta undulata,,,,backswimmer,Notonecta undulata,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2007,2016,,,,,,,,,,,,2,,adults,,,,,,,,,,Say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hemiptera (true bugs),Notonectidae (backswimmers),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Notonecta undulata,,,,backswimmer,Notonecta undulata,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2007,2017,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hymenoptera - ants,Formicidae (ants),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Camponotus sp.,,,,carpenter ant,Camponotus sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2007,2016,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Formicinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hymenoptera - ants,Formicidae (ants),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Camponotus sp.,,,,carpenter ant,Camponotus sp.,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2007,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Formicinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hymenoptera - bees,Apidae (bumblebees),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Bombus melanopygus,,,,Orange-Rumped Bumble Bee,Bombus melanopygus,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2007,2016,,,,,,,,,,,,1,,,,,,,,,,,,Nylander,,,,,,,,,,,,,,,,,,,,,Apinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hymenoptera - bees,Apidae (bumblebees),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Bombus sitkensis,,,,Sitka Bumble Bee,Bombus sitkensis,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2007,2016,,,,,,,,,,,,1,,,,,,,,,,,,Nylander,,,,,,,,,,,,,,,,,,,,,Apinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hymenoptera - wasps,Diapriidae (parasitic wasps),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Diapriidae sp.,,,,ichneumon wasp,Diapriidae sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2014,2016,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Hymenoptera - wasps,Ichneumonidae (ichneumon wasps),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Ichneumonidae sp.,,,,ichneumon wasp,Ichneumonidae sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,1988,2016,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Trichoptera (caddisflies),Limnephilidae (tube-case caddisflies),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Halesochila taylori,,,,Taylor's Northern Caddisfly,Halesochila taylori,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2013,2016,,,,,,,,,,,,2,,larvae + cases,,,,,,,,,,(Banks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Trichoptera (caddisflies),Limnephilidae (tube-case caddisflies),,"Sea-to-Sky Gondola, Alpine Alley Lake",2017-06-03,Halesochila taylori,,,,Taylor's Northern Caddisfly,Halesochila taylori,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2013,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Trichoptera (caddisflies),Limnephilidae (tube-case caddisflies),,"Sea-to-Sky Gondola, Alpine Alley Lake",2017-06-03,Lenarchus sp.,,,,northern caddisfly,Lenarchus sp.,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2013,2017,,,,,,,,,,,,1,,"1 larva, 2 adults",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Trichoptera (caddisflies),Limnephilidae (tube-case caddisflies),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Limnephilus sp.,,,,summer flyer sedge caddisfly,Limnephilus sp.,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2013,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Trichoptera (caddisflies),Phryganeidae (giant casemakers),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Banksiola crotchi,,,,Crotch's Giant Caddisfly,Banksiola crotchi,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2015,2016,,,,,,,,,,,,1,,larva + case,,,,,,,,,,Banks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - insects,Insecta,Trichoptera (caddisflies),Phryganeidae (giant casemakers),,"Sea-to-Sky Gondola, Wonderland Lake",2017-06-03,Banksiola crotchi,,,,Crotch's Giant Caddisfly,Banksiola crotchi,K.Needham & SEM team,,Bob Brett (WBP) ,BioBlitz/WBP,2015,2017,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Arthropoda - spiders & mites,Arachnida,Araneae (spiders),Salticidae (jumping spiders),,Sea-to-Sky Gondola (Wonderland L.),2016-05-28,Pelegrina sp.,,,,white-crested jumping spider,Pelegrina sp.,UBC/SEC - K. Needham & team,UBC/SEC - K. Needham & team,Bob Brett (WBP),BioBlitz/WBP,2011,2016,,,,,,,,,,,,2,,1 adult male/1 immature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Mollusca (gastropods & claims),Gastropoda - terrestrial,Pulmonata - land snails,Euconulidae (land snails),,along Paradise Valley Road,1997-06-08,Euconulus fulvus,,,,Brown Hive,Euconulus fulvus,Robert Forsyth,Robert Forsyth,Bob Brett (WBP),Robert Forsyth,1995,2018,,,50.295,-122.8266667,,40,,,,,,,,,,collected,"Bigleaf Maples - Western Redcedar; Sword Ferns; deep leaf litter.
[Original station number 713].",,,,,,540,Müller 1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Mollusca (gastropods & claims),Gastropoda - terrestrial,Pulmonata - land snails,Gastrodontidae (land snails),,along Paradise Valley Road,1997-06-08,Striatura pugetensis,,,,Northwest Striate,Striatura pugetensis,Robert Forsyth,Robert Forsyth,Bob Brett (WBP),Robert Forsyth,1997,2018,,,49.835,-123.15,,40,,,,,,,,,,collected,"Bigleaf Maples - Western Redcedar; Sword Ferns; deep leaf litter.
[Original station number 713].",,,,,,674,Dall 1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Mollusca (gastropods & claims),Gastropoda - terrestrial,Pulmonata - land snails,Gastrodontidae (land snails),,along small creek entering Alice Lake,1995-09-09,Zonitoides arboreus,,,,Quick Gloss,Zonitoides arboreus,Robert Forsyth,Robert Forsyth,Bob Brett (WBP),Robert Forsyth,1995,2018,,,49.78,-123.123,,150,,,,,,,,,,collected,"Collected two brown Zonitoides from low area near creek.  Red Alder, cedar, skunk cabbage; wet soil, rotten log. Physella sp. and Menetus opercularis in outflow creek of lake.
[Original station number 424].",,,,,,3164,Say 1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Mollusca (gastropods & claims),Gastropoda - terrestrial,Pulmonata - land snails,Haplotrematidae (lancetooths),,"Elkins Lane, off Paradise Valley Road",1997-06-08,Ancotrema sportella,,,,Beaded Lancetooth,Ancotrema sportella,Robert Forsyth,Robert Forsyth,Bob Brett (WBP),Robert Forsyth,1997,2018,,,49.835,-123.15,,,,,,,,,,,,collected,"Bigleaf Maples - Western Redcedars, ferns. Land snails collected from around ferns.
[Original station number 712].",,,,,,842,Gould 1846,,,,,,,,,,,,,,,,,,,,,Haplotrematinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Mollusca (gastropods & claims),Gastropoda - terrestrial,Pulmonata - land snails,Haplotrematidae (lancetooths),,along Paradise Valley Road,1997-06-08,Ancotrema sportella,,,,Beaded Lancetooth,Ancotrema sportella,Robert Forsyth,Robert Forsyth,Bob Brett (WBP),Robert Forsyth,1997,2018,,,50.3095,-122.8055,,40,,,,,,,,,,collected,"Bigleaf Maples - Western Redcedar; Sword Ferns; deep leaf litter.
[Original station number 713].",,,,,,783,Gould 1846,,,,,,,,,,,,,,,,,,,,,Haplotrematinae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squamish,,Animalia,Invertebrate,Mollusca (gastropods & claims),Gastropoda - terrestrial,Pulmonata - land snails,Punctidae (dot snails),,along Paradise Valley Road,1997-06-08,Punctum randolphii,,,,Conical Spot,Punctum randolphii,Robert Forsyth,Robert Forsyth,Bob Brett (WBP),Robert Forsyth,1997,2018,,,49.835,-123.15,,40,,,,,,,,,,collected,"Bigleaf Maples - Western Redcedar; Sword Ferns; deep leaf litter.
[Original station number 713].",,,,,,534,Dall 1895,,,,,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
