kingdom,phylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,scientificName,Common name,eventDate,Description,Comments,locality,decimalLatitude,decimalLongitude,Tags,Geoprivacy,verbatimDepth,Bottom time,recordedBy,Qty.,Size,Depth
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2009-06-12T11:04:00,,,Spanish Hills Store,48.99,-123.58,some,open,84,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia aculeata / viridis,wiry acid weeds,2009-06-12T11:04:00,,,Spanish Hills Store,48.99,-123.58,some,open,84,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2009-06-12T11:04:00,,,Spanish Hills Store,48.99,-123.58,very many,open,84,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2009-06-12T14:21:00,,,Dionisio Reef,49.015,-123.57833,very many,open,74,48,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2009-06-12T14:21:00,,,Dionisio Reef,49.015,-123.57833,very many,open,74,48,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2009-06-12T14:21:00,,,Dionisio Reef,49.015,-123.57833,some,open,74,48,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-06-12T14:21:00,,,Dionisio Reef,49.015,-123.57833,abundant,open,74,48,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2009-07-04T16:02:00,,,Alcala Point,49.002312,-123.590188,very many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2009-07-04T16:02:00,,,Alcala Point,49.002312,-123.590188,very many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Costariaceae,,,Costaria costata,seersucker kelp,2009-07-04T16:02:00,laqrge,,Alcala Point,49.002312,-123.590188,many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2009-07-04T16:02:00,,,Alcala Point,49.002312,-123.590188,very many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-07-04T16:02:00,,,Alcala Point,49.002312,-123.590188,some,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2009-07-04T16:02:00,huge,,Alcala Point,49.002312,-123.590188,many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-07-04T16:02:00,,,Alcala Point,49.002312,-123.590188,many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2009-07-04T16:02:00,,,Alcala Point,49.002312,-123.590188,very many,open,95,60,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2009-08-02T13:08:00,,,Spanish Hills Store,48.99,-123.58,very many,open,94,40,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2009-08-02T13:08:00,,,Spanish Hills Store,48.99,-123.58,some,open,94,40,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-08-02T13:08:00,,,Spanish Hills Store,48.99,-123.58,many,open,94,40,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2009-08-02T13:08:00,,,Spanish Hills Store,48.99,-123.58,few,open,94,40,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-08-02T13:08:00,,,Spanish Hills Store,48.99,-123.58,few,open,94,40,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2009-08-02T13:08:00,,,Spanish Hills Store,48.99,-123.58,many,open,94,40,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2009-08-02T16:02:00,,,Dionisio Reef,49.015,-123.57833,some,open,69,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2009-08-02T16:02:00,,,Dionisio Reef,49.015,-123.57833,some,open,69,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-08-02T16:02:00,,,Dionisio Reef,49.015,-123.57833,abundant,open,69,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2009-08-02T16:02:00,,,Dionisio Reef,49.015,-123.57833,some,open,69,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2009-10-10T10:03:00,,,Race Point,49.01283,-123.584794,abundant,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2009-10-10T10:03:00,,,Race Point,49.01283,-123.584794,very many,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Costariaceae,,,Costaria costata,seersucker kelp,2009-10-10T10:03:00,small,,Race Point,49.01283,-123.584794,some,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Laminariaceae,,,Laminaria bongardiana,dark-brown wrack kelp,2009-10-10T10:03:00,?,,Race Point,49.01283,-123.584794,many,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2009-10-10T10:03:00,,,Race Point,49.01283,-123.584794,some,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-10-10T10:03:00,large,,Race Point,49.01283,-123.584794,few,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2009-10-10T10:03:00,,,Race Point,49.01283,-123.584794,some,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-10-10T10:03:00,,,Race Point,49.01283,-123.584794,abundant,open,42,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2009-10-11T11:03:00,,,Dionisio Reef,49.015,-123.57833,some,open,45,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Costariaceae,,,Costaria costata,seersucker kelp,2009-10-11T11:03:00,small,,Dionisio Reef,49.015,-123.57833,some,open,45,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2009-10-11T11:03:00,,,Dionisio Reef,49.015,-123.57833,some,open,45,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-10-11T11:03:00,,,Dionisio Reef,49.015,-123.57833,few,open,45,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-10-11T11:03:00,,,Dionisio Reef,49.015,-123.57833,abundant,open,45,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-11-14T10:51:00,,,Spanish Hills Store,48.99,-123.58,few,open,94,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-11-14T10:51:00,old,,Spanish Hills Store,48.99,-123.58,some,open,94,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2009-11-14T10:51:00,,,Spanish Hills Store,48.99,-123.58,few,open,94,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-11-14T13:37:00,surprisingly good,,Outer Dionisio Reef,49.01667,-123.57167,many,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-12-31T09:50:00,"NEW, SMALL",,Dionisio Reef,49.015,-123.57833,few,open,85,47,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2009-12-31T09:50:00,OLD AND WORN AWAY,,Dionisio Reef,49.015,-123.57833,few,open,85,47,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-12-31T09:50:00,old ones,,Dionisio Reef,49.015,-123.57833,some,open,85,47,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2009-12-31T12:23:00,,,Spanish Hills Store,48.99,-123.58,few,open,81,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2009-12-31T12:23:00,,,Spanish Hills Store,48.99,-123.58,few,open,81,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2009-12-31T12:23:00,old,,Spanish Hills Store,48.99,-123.58,few,open,81,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-03-20T13:41:00,tiny,,Dionisio Reef,49.015,-123.57833,abundant,open,84,53,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-03-20T13:41:00,,,Dionisio Reef,49.015,-123.57833,some,open,84,53,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-03-20T13:41:00,very nice and large for March,,Dionisio Reef,49.015,-123.57833,abundant,open,84,53,Andy Lamb,,,
Plantae,Ochrophyta,,Bacillariophyceae,,,,,,,,,,,undetermined diatom,diatom,2010-03-20T13:41:00,,,Dionisio Reef,49.015,-123.57833,abundant,open,84,53,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-03-21T11:02:00,,,Spanish Hills Store,48.99,-123.58,many,open,94,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-03-21T11:02:00,tiny,,Spanish Hills Store,48.99,-123.58,some,open,94,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2010-03-21T11:02:00,,,Spanish Hills Store,48.99,-123.58,many,open,94,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-03-21T11:02:00,,,Spanish Hills Store,48.99,-123.58,some,open,94,56,Andy Lamb,,,
Plantae,Ochrophyta,,Bacillariophyceae,,,,,,,,,,,undetermined diatom,diatom,2010-03-21T11:02:00,,,Spanish Hills Store,48.99,-123.58,very many,open,94,56,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-04-17T12:23:00,tiny,,Dionisio Reef,49.015,-123.57833,some,open,58,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-04-17T12:23:00,small,,Dionisio Reef,49.015,-123.57833,some,open,58,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2010-04-17T12:23:00,old,,Dionisio Reef,49.015,-123.57833,few,open,58,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-04-17T12:23:00,small,,Dionisio Reef,49.015,-123.57833,some,open,58,42,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2010-04-18T09:34:00,,,Spanish Hills Store,48.99,-123.58,very many,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-04-18T09:34:00,,,Spanish Hills Store,48.99,-123.58,many,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-04-18T09:34:00,small,,Spanish Hills Store,48.99,-123.58,some,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-04-18T09:34:00,small,,Spanish Hills Store,48.99,-123.58,very many,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2010-04-18T09:34:00,,,Spanish Hills Store,48.99,-123.58,few,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2010-04-18T09:34:00,,,Spanish Hills Store,48.99,-123.58,some,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia aculeata / viridis,wiry acid weeds,2010-04-18T09:34:00,,,Spanish Hills Store,48.99,-123.58,some,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-04-18T09:34:00,,,Spanish Hills Store,48.99,-123.58,many,open,73,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2010-04-18T13:02:00,,,Race Point,49.01283,-123.584794,very many,open,89,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-04-18T13:02:00,small,,Race Point,49.01283,-123.584794,many,open,89,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-04-18T13:02:00,,,Race Point,49.01283,-123.584794,few,open,89,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia aculeata / viridis,wiry acid weeds,2010-04-18T13:02:00,,,Race Point,49.01283,-123.584794,some,open,89,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-04-18T13:02:00,,,Race Point,49.01283,-123.584794,many,open,89,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-04-18T13:02:00,small,,Race Point,49.01283,-123.584794,some,open,89,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-05-30T09:23:00,,,Spanish Hills wall,48.995018,-123.584696,many,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-05-30T09:23:00,,,Spanish Hills wall,48.995018,-123.584696,some,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-05-30T09:23:00,,,Spanish Hills wall,48.995018,-123.584696,many,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia aculeata / viridis,wiry acid weeds,2010-05-30T09:23:00,,,Spanish Hills wall,48.995018,-123.584696,some,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-05-30T09:23:00,,,Spanish Hills wall,48.995018,-123.584696,many,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2010-05-30T09:23:00,,,Spanish Hills wall,48.995018,-123.584696,some,open,81,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-05-30T13:10:00,,,Dionisio Reef,49.015,-123.57833,some,open,63,50,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-05-30T13:10:00,,,Dionisio Reef,49.015,-123.57833,some,open,63,50,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-05-30T13:10:00,,,Dionisio Reef,49.015,-123.57833,few,open,63,50,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia aculeata / viridis,wiry acid weeds,2010-05-30T13:10:00,,,Dionisio Reef,49.015,-123.57833,some,open,63,50,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-05-30T13:10:00,,,Dionisio Reef,49.015,-123.57833,very many,open,63,50,Andy Lamb,,,
Plantae,Ochrophyta,,Bacillariophyceae,,,,,,,,,,,undetermined diatom,diatom,2010-05-30T13:10:00,,,Dionisio Reef,49.015,-123.57833,abundant,open,63,50,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,many,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,many,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,very many,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,many,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-07-17T13:56:00,,,Spanish Hills Store,48.99,-123.58,some,open,86,52,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2010-07-17T15:03:00,,,Race Point,49.01283,-123.584794,very many,open,86,54,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-07-17T15:03:00,,,Race Point,49.01283,-123.584794,very many,open,86,54,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-07-17T15:03:00,,,Race Point,49.01283,-123.584794,some,open,86,54,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-07-17T15:03:00,,,Race Point,49.01283,-123.584794,abundant,open,86,54,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-07-17T15:03:00,,,Race Point,49.01283,-123.584794,some,open,86,54,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-07-18T10:17:00,,,Dionisio Reef,49.015,-123.57833,some,open,62,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-07-18T10:17:00,,,Dionisio Reef,49.015,-123.57833,some,open,62,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia aculeata / viridis,wiry acid weeds,2010-07-18T10:17:00,,,Dionisio Reef,49.015,-123.57833,few,open,62,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2010-07-18T10:17:00,,,Dionisio Reef,49.015,-123.57833,few,open,62,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-07-18T10:17:00,lush,,Dionisio Reef,49.015,-123.57833,abundant,open,62,45,Andy Lamb,,,
Plantae,Ochrophyta,,Bacillariophyceae,,,,,,,,,,,undetermined diatom,diatom,2010-07-18T10:17:00,,,Dionisio Reef,49.015,-123.57833,abundant,open,62,45,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-08-14T11:34:00,,,Spanish Hills Store,48.99,-123.58,some,open,87,34,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-08-14T11:34:00,,,Spanish Hills Store,48.99,-123.58,some,open,87,34,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-08-14T11:34:00,,,Spanish Hills Store,48.99,-123.58,some,open,87,34,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2010-08-14T11:34:00,,,Spanish Hills Store,48.99,-123.58,few,open,87,34,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-08-14T11:34:00,,,Spanish Hills Store,48.99,-123.58,many,open,87,34,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Agaraceae,,,Neoagarum fimbriatum,fringed sea colander kelp,2010-08-14T11:34:00,,,Spanish Hills Store,48.99,-123.58,many,open,87,34,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Nereocystis luetkeana,bull kelp,2010-10-10T13:11:00,still spectacular,,Dionisio Reef,49.015,-123.57833,abundant,open,75,43,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Fucaceae,,,Fucus gardneri,rockweed,2010-11-11T12:34:00,,,Alcala Point Reefs,49.005,-123.59,abundant,open,73,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Alaria marginata,winged kelp,2010-11-11T12:34:00,old and ratty,,Alcala Point Reefs,49.005,-123.59,some,open,73,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Arthrothamnaceae,,,Saccharina latissima,sugar wrack kelp,2010-11-11T12:34:00,,,Alcala Point Reefs,49.005,-123.59,some,open,73,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Fucales,,,,Sargassaceae,,,Sargassum muticum,wireweed,2010-11-11T12:34:00,,,Alcala Point Reefs,49.005,-123.59,some,open,73,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Desmarestiales,,,,Desmarestiaceae,,,Desmarestia ligulata,broad acid weed,2010-11-11T12:34:00,old and ratty,,Alcala Point Reefs,49.005,-123.59,few,open,73,46,Andy Lamb,,,
Plantae,Ochrophyta,,Phaeophyceae,,,,Laminariales,,,,Alariaceae,,,Pterygophora californica,old growth kelp,2010-11-11T12:34:00,,,Alcala Point Reefs,49.005,-123.59,many,open,73,46,Andy Lamb,,,
