Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Dendragapus fuliginosus,"(Ridgway, 1873)",NA,sooty grouse,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,Dendragapus,fuliginosus,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-04-28,Andrew Simon,iNat:6019290,,72797,BIR,accepted,72797,Dendragapus fuliginosus,Dendragapus fuliginosus,Dendragapus fuliginosus
Dryobates pubescens,"(Linnaeus, 1766)",NA,downy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryobates,pubescens,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-26,Kristian Sigvardsen,iNat:2926951,,792988,BIR,accepted,792988,Dryobates pubescens,Dryobates pubescens,Dryobates pubescens
Dryobates villosus,"(Linnaeus, 1766)",NA,hairy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryobates,villosus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-23,Andrew Simon,iNat:3030496,,792990,BIR,accepted,792990,Dryobates villosus,Dryobates villosus,Dryobates villosus
Dryocopus pileatus,"(Linnaeus, 1758)",NA,pileated woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,Dryocopus,pileatus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-05-22,Burl Jantzen,iNat:69729558,,17855,BIR,accepted,17855,Dryocopus pileatus,Dryocopus pileatus,Dryocopus pileatus
Empidonax difficilis,"Baird, 1858",NA,Pacific-slope flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,difficilis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-20,Bridgit Spencer,iNat:2380925,,16598,BIR,accepted,16598,Empidonax difficilis,Empidonax difficilis,Empidonax difficilis
Empidonax hammondii,"(Xantus de Vesey, 1858)",NA,Hammond’s flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,hammondii,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2023-06-01,Richard Harrigan,iNat:165757864,,16624,BIR,accepted,16624,Empidonax hammondii,Empidonax hammondii,Empidonax hammondii
Empidonax traillii,"(Audubon, 1828)",NA,willow flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,Empidonax,traillii,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-07-15,Michael Hoebel,iNat:4046901,,16611,BIR,accepted,16611,Empidonax traillii,Empidonax traillii,Empidonax traillii
Eremophila alpestris,"(Linnaeus, 1758)",NA,horned lark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Alaudidae,,,Eremophila,alpestris,NA,,NA,native,S5?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-09-16,Michael Hoebel,iNat:19548104,,7294,BIR,accepted,7294,Eremophila alpestris,Eremophila alpestris,Eremophila alpestris
Euphagus cyanocephalus,"(Wagler, 1829)",NA,Brewer’s blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Euphagus,cyanocephalus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2023-06-10,Andrew Simon,iNat:166619002,,10325,BIR,accepted,10325,Euphagus cyanocephalus,Euphagus cyanocephalus,Euphagus cyanocephalus
Falco columbarius,"Linnaeus, 1758",NA,merlin,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,columbarius,NA,,NA,native,S5 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,4672,Falco columbarius,,
Falco peregrinus,"Tunstall, 1771",NA,peregrine falcon,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,peregrinus,NA,,NA,native,1-SC (SARA),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2009-08-15,Michael Hoebel,iNat:4046871,,4647,BIR,accepted,4647,Falco peregrinus,Falco peregrinus,Falco peregrinus
Falco sparverius,"Linnaeus, 1758",NA,American kestrel,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,Falco,sparverius,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2019-09-16,Peter Thompson & Michael Hoebel,iNat:34346539,,4665,BIR,accepted,4665,Falco sparverius,Falco sparverius,Falco sparverius
Gallinago delicata,"Ord, 1825",NA,Wilson’s snipe,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Gallinago,delicata,NA,,NA,native,S5B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,144496,Gallinago delicata,,
Gavia immer,"(Brunnich, 1764)",NA,common loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,,Gavia,immer,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2012-04-19,B.J. Stacey,iNat:167230,,4626,BIR,accepted,4626,Gavia immer,Gavia immer,Gavia immer
Gavia pacifica,"(Lawrence, 1858)",NA,Pacific loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,,Gavia,pacifica,NA,,NA,native,"S4B,S3S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-11-28,bobmcd’,iNat:2437268,,4621,BIR,accepted,4621,Gavia pacifica,Gavia pacifica,Gavia pacifica
Gavia stellata,"(Pontoppidan, 1763)",NA,red-throated loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,,Gavia,stellata,NA,,NA,native,S4 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,4627,Gavia stellata,,
Geothlypis tolmiei,"(Townsend, 1839)",NA,MacGillivray's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Geothlypis,tolmiei,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-05-17,Michael Hoebel,iNat:4046991,,145223,BIR,accepted,145223,Geothlypis tolmiei,Geothlypis tolmiei,Geothlypis tolmiei
Geothlypis trichas,"(Linnaeus, 1766)",NA,common yellowthroat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Geothlypis,trichas,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-05-10,Michael Hoebel,iNat:4046958,,9721,BIR,accepted,9721,Geothlypis trichas,Geothlypis trichas,Geothlypis trichas
Glaucidium californicum,"(PL Sclater, 1857)",NA,northern pygmy owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Glaucidium,gnoma,NA,,NA,native,S4B (2015),NA,reported,unobserved,1994-03-25,Aziza Cooper,eBird,,NA,,,,,NA,BIR,unaccepted,19812,Glaucidium gnoma,,
Haematopus bachmani,"Audubon, 1838",NA,black oystercatcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Haematopodidae,,,Haematopus,bachmani,NA,,NA,native,S4 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2008-07-26,hdcooper,iNat:67005477,,4838,BIR,accepted,4838,Haematopus bachmani,Haematopus bachmani,Haematopus bachmani
Haemorhous mexicanus,"(Müller, 1776)",NA,house finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Haemorhous,mexicanus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-05-28,Sarah Tweedale,iNat:4041658,,199840,BIR,accepted,199840,Haemorhous mexicanus,Haemorhous mexicanus,Haemorhous mexicanus
Haemorhous purpureus,"(Gmelin, 1789)",NA,purple finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Haemorhous,purpureus,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2009-04-25,Michael Hoebel,iNat:4046920,,199841,BIR,accepted,199841,Haemorhous purpureus,Haemorhous purpureus,Haemorhous purpureus
Haliaeetus leucocephalus washingtoniensis,"(Linnaeus, 1766)",NA,bald eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Haliaeetus,leucocephalus,NA,washingtoniensis,NA,native,"S5B,S5N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-05-17,lesfreck,iNat:86514778,,NA,BIR,accepted,126771,Haliaeetus leucocephalus washingtoniensis,,Haliaeetus leucocephalus
Hirundo rustica,"(Linnaeus, 1758)",NA,barn swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Hirundo,rustica,NA,,NA,native,S3S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-08-08,Andrew Simon,iNat:3840481,,11901,BIR,accepted,11901,Hirundo rustica,Hirundo rustica,Hirundo rustica
Histrionicus histrionicus,"(Linnaeus, 1758)",NA,harlequin duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Histrionicus,histrionicus,NA,,NA,native,"S4B,S3N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-16,Sarah Tweedale,iNat:4041645,,7111,BIR,accepted,7111,Histrionicus histrionicus,Histrionicus histrionicus,Histrionicus histrionicus
Hydroprogne caspia,"(Pallas, 1770)",NA,Caspian tern,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,,Hydroprogne,caspia,NA,,NA,native,S3B (2015),NA,new 2022,observed,,,,,NA,2022-06-25,Andrew Simon,iNat:124067913,,144537,BIR,accepted,144537,Hydroprogne caspia,Hydroprogne caspia,Hydroprogne caspia
Ixoreus naevius,"Gmelin, 1789",NA,varied thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Ixoreus,naevius,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-12-15,Michael Hoebel,iNat:4046990,,145088,BIR,accepted,145088,Ixoreus naevius,Ixoreus naevius,Ixoreus naevius
Junco hyemalis,"(Linnaeus, 1758)",NA,dark-eyed junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Junco,hyemalis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-02-15,Andrew Simon,iNat:2565000,,10094,BIR,accepted,10094,Junco hyemalis,Junco hyemalis,Junco hyemalis
Lanius borealis,"Vieillot, 1808",NA,northern shrike,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Laniidae,,,Lanius,borealis,NA,,NA,native,"S4B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2018-12-17,Adam Jermakow,iNat:19202265,,558512,BIR,accepted,558512,Lanius borealis,Lanius borealis,Lanius borealis
Larus argentatus,"Pontoppidan, 1763",NA,herring gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,argentatus,NA,,NA,native,S4 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,204533,Larus argentatus,,
Larus brachyrhynchus,"Richardson, 1831",NA,short-billed gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,brachyrhynchus,NA,,NA,native,S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2011-09-11,Michael Hoebel,iNat:4046941,,1286964,BIR,accepted,1286964,Larus brachyrhynchus,Larus brachyrhynchus,Larus brachyrhynchus
Larus californicus,"(Lawrence, 1854)",NA,California gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,californicus,NA,,NA,native,S2S3B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-09-11,bobmcd’,iNat:7917878,,4385,BIR,accepted,4385,Larus californicus,Larus californicus,Larus californicus
Larus delawarensis,"Ord, 1815",NA,ring-billed gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,delawarensis,NA,,NA,native,S4?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-10-23,Michael Hoebel,iNat:4046992,,4364,BIR,accepted,4364,Larus delawarensis,Larus delawarensis,Larus delawarensis
Larus glaucescens,"(Naumann, 1840)",NA,glaucous-winged gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,glaucescens,NA,,NA,native,S4?B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2008-12-25,Steve Ansell,iNat:146666927,Many of our birds are hybrids (Larus glaucescens × occidentalis),4399,BIR,accepted,4399,Larus glaucescens,Larus glaucescens,Larus glaucescens
Larus glaucoides thayeri,"Brooks, WS, 1915",NA,Iceland gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,glaucoides,NA,thayeri,NA,native,S5N (2017),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2022-02-01,Jackson W.F. Chu,iNat:105999647,,556736,BIR,accepted,556736,Larus glaucoides thayeri,Larus glaucoides thayeri,Larus glaucoides thayeri
Larus heermanni,"Cassin, 1852",NA,Heermann’s gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,heermanni,NA,,NA,native,SUN (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,4353,Larus heermanni,,
Larus occidentalis,"(Audubon, 1839)",NA,western gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,Larus,occidentalis,NA,,NA,native,SUN (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,Many of our birds are hybrids (Larus glaucescens × occidentalis),NA,BIR,accepted,4345,Larus occidentalis,,
Leiothlypis celata,"(Say, 1823)",NA,orange-crowned warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,Leiothlypis,celata,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-04-09,Kristian Sigvardsen,iNat:2926959,,979757,BIR,accepted,979757,Leiothlypis celata,Leiothlypis celata,Leiothlypis celata
Limnodromus scolopaceus,"(Say, 1823)",NA,long-billed dowitcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Limnodromus,scolopaceus,NA,,NA,native,S4N (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-10-07,Michael Hoebel,iNat:4054132,,3873,BIR,accepted,3873,Limnodromus scolopaceus,Limnodromus scolopaceus,Limnodromus scolopaceus
Lophodytes cucullatus,"(Linnaeus, 1758)",NA,hooded merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Lophodytes,cucullatus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-01-04,Michael Hoebel,iNat:4046955,,7109,BIR,accepted,7109,Lophodytes cucullatus,Lophodytes cucullatus,Lophodytes cucullatus
Loxia curvirostra,"Linnaeus, 1758",NA,red crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Loxia,curvirostra,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-19,Bridgit Spencer,iNat:2380928,,10411,BIR,accepted,10411,Loxia curvirostra,Loxia curvirostra,Loxia curvirostra
Mareca americana,"(Gmelin, 1789)",NA,American wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,americana,NA,,NA,native,"S5B,S5N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-12-25,Kevin Toomer,iNat:9261664,,485176,BIR,accepted,485176,Mareca americana,Mareca americana,Mareca americana
Mareca penelope,"(Linnaeus, 1758)",NA,Eurasian wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,penelope,NA,,NA,native,SNRN (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,reported as Anas penelope,NA,BIR,accepted,558441,Mareca penelope,,
Mareca strepera,"(Linnaeus, 1758)",NA,gadwall,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mareca,strepera,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-08-13,Adam Huggins,iNat:3889102,,558439,BIR,accepted,558439,Mareca strepera,Mareca strepera,Mareca strepera
Megaceryle alcyon,"(Linnaeus, 1758)",NA,belted kingfisher,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,,,Megaceryle,alcyon,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2009-07-28,Karolle Wall,iNat:97176968,,2548,BIR,accepted,2548,Megaceryle alcyon,Megaceryle alcyon,Megaceryle alcyon
Megascops kennicottii,"(Elliot, 1867)",NA,western screech owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,Megascops,kennicottii,NA,,NA,native,S4 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,19743,Megascops kennicottii,,
Melanitta americana,"(Swainson, 1832)",NA,black scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,americana,NA,,NA,native,S3S4N (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,144220,Melanitta americana,,
Melanitta deglandi,"(Bonaparte, 1850)",NA,white-winged scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,deglandi,NA,,NA,native,S4S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2017-04-22,Michael Hoebel,iNat:19548057,,144222,BIR,accepted,144222,Melanitta deglandi,Melanitta deglandi,Melanitta deglandi
Melanitta perspicillata,"(Linnaeus, 1758)",NA,surf scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Melanitta,perspicillata,NA,,NA,native,"S3B,S4N (2015)",NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-18,Keith Valentine,iNat:2800323,,7036,BIR,accepted,7036,Melanitta perspicillata,Melanitta perspicillata,Melanitta perspicillata
Melospiza georgiana,"(Latham, 1790)",NA,swamp sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Melospiza,georgiana,NA,,NA,native,S4S5 (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,9096,Melospiza georgiana,,
Melospiza lincolnii,"(Audubon, 1834)",NA,Lincoln’s sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Melospiza,lincolnii,NA,,NA,native,"S5B,SNRN (2015)",NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,9092,Melospiza lincolnii,,
Melospiza melodia,"(Wilson, 1810)",NA,song sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Melospiza,melodia,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-07-27,Cameron Deckert,iNat:18550214,,9100,BIR,accepted,9100,Melospiza melodia,Melospiza melodia,Melospiza melodia
Mergus merganser,"Linnaeus, 1758",NA,common merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mergus,merganser,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-27,Sarah Tweedale,iNat:2928691,,7004,BIR,accepted,7004,Mergus merganser,Mergus merganser,Mergus merganser
Mergus serrator,"Linnaeus, 1758",NA,red-breasted merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,Mergus,serrator,NA,,NA,native,S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-03-16,Sarah Tweedale,iNat:4041762,,6996,BIR,accepted,6996,Mergus serrator,Mergus serrator,Mergus serrator
Molothrus ater,"(Boddaert, 1783)",NA,brown-headed cowbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,Molothrus,ater,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-04-16,Michael Hoebel,iNat:4046911,,10373,BIR,accepted,10373,Molothrus ater,Molothrus ater,Molothrus ater
Myadestes townsendi,"(Audubon, 1838)",NA,Townsend's solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,Myadestes,townsendi,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2010-05-01,Michael Hoebel,iNat:4046980,,12951,BIR,accepted,12951,Myadestes townsendi,Myadestes townsendi,Myadestes townsendi
Nannopterum auritum,"(Lesson, 1831)",NA,double-crested cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,Nannopterum,auritum,NA,,NA,native,S3S4B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-12-20,Andrew Simon,iNat:2562503,,1454382,BIR,accepted,1454382,Nannopterum auritum,Nannopterum auritum,Nannopterum auritum
Pandion haliaetus,"(Linnaeus, 1758)",NA,osprey,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,,Pandion,haliaetus,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-06-20,Bridgit Spencer,iNat:2677178,,116999,BIR,accepted,116999,Pandion haliaetus,Pandion haliaetus,Pandion haliaetus
Passer domesticus,"(Linnaeus, 1758)",NA,house sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,Passer,domesticus,NA,,NA,exotic,unlisted,NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,13858,Passer domesticus,,
Passerculus sandwichensis,"(Gmelin, 1789)",NA,savannah sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Passerculus,sandwichensis,NA,,NA,native,S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2015-09-16,Michael Hoebel,iNat:4047043,,9981,BIR,accepted,9981,Passerculus sandwichensis,Passerculus sandwichensis,Passerculus sandwichensis
Passerella iliaca,"(Merrem, 1786)",NA,fox sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,,Passerella,iliaca,NA,,NA,native,S5 (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2014-04-18,Michael Hoebel,iNat:4046924,,9156,BIR,accepted,9156,Passerella iliaca,Passerella iliaca,Passerella iliaca
Passerina amoena,"(Say, 1823)",NA,lazuli bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,Passerina,amoena,NA,,NA,native,S5B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,10234,Passerina amoena,,
Patagioenas fasciata,"(Say, 1823)",NA,band-tailed pigeon,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,Patagioenas,fasciata,NA,,NA,native,1-SC (SARA 2011),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2007-12-24,Michael Hoebel,iNat:4046905,,3108,BIR,accepted,3108,Patagioenas fasciata,Patagioenas fasciata,Patagioenas fasciata
Pelecanus erythrorhynchos,"Gmelin, 1789",NA,American white pelican,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Pelecanidae,,,Pelecanus,erythrorhynchos,NA,,NA,,,NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2016-07-10,Michael Hoebel,iNat:102503941,,4334,BIR,accepted,4334,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,Pelecanus erythrorhynchos
Petrochelidon pyrrhonota,"Vieillot, 1817",NA,cliff swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,Petrochelidon,pyrrhonota,NA,,NA,native,S4S5B (2015),NA,confirmed,observed,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,2013-06-08,Michael Hoebel,iNat:4047010,,11858,BIR,accepted,11858,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota,Petrochelidon pyrrhonota
Phalaropus fulicarius,"(Linnaeus, 1758)",NA,red phalarope,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Phalaropus,fulicarius,NA,,NA,native,SUM (2015),NA,reported,unobserved,2016-12-01,Keith Riding,eBird,,NA,,,,,NA,BIR,accepted,73203,Phalaropus fulicarius,,
Phalaropus lobatus,"(Linnaeus, 1758)",NA,red-necked phalarope,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Phalaropus,lobatus,NA,,NA,native,S3S4B (2015),NA,reported,unobserved,2016,Galiano Naturalist,Galiano Bird Checklist,,NA,,,,,NA,BIR,accepted,3959,Phalaropus lobatus,,
