Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Cerioporus squamosus,(Huds.) Fr.,,dryad’s saddle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,squamosus,,,,,,,confirmed,observed,2007-04-01,Kent Brothers,VMS,,,2020-04-23,Adam Huggins,iNat:44447210,,940028,FUN,accepted,940028,Cerioporus squamosus,Cerioporus squamosus,Cerioporus squamosus
Cerioporus varius,(Pers.) Zmitr. & Kovalenko,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cerioporus,varius,,,,,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,895267,FUN,accepted,895267,Cerioporus varius,Cerioporus varius,
Chalciporus piperatus,(Bull.) Bataille,,peppery bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,,,Chalciporus,piperatus,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,147354,FUN,accepted,147354,Chalciporus piperatus,Chalciporus piperatus,
Cheilymenia sp.,,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Cheilymenia,,,,,,,,reported,unobserved,2012-05-12,Kent Brothers,VMS,,,,,,,344607,FUN,accepted,344607,Cheilymenia,Cheilymenia,
Chlorociboria aeruginascens,"(Nyl.) Kanouse ex C.S. Ramamurthi, Korf & L.R. Batra",,green wood cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Chlorociboriaceae,,,Chlorociboria,aeruginascens,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,122329,FUN,accepted,122329,Chlorociboria aeruginascens,Chlorociboria aeruginascens,
Chlorophyllum brunneum,(Farl. & Burt) Vellinga,,shaggy parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,Chlorophyllum,brunneum,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,58693,FUN,accepted,58693,Chlorophyllum brunneum,Chlorophyllum brunneum,
Chlorophyllum olivieri,(Barla) Vellinga,,dark parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,Chlorophyllum,olivieri,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2017-10-23,Kevin Toomer,iNat:8522806,,424530,FUN,accepted,424530,Chlorophyllum olivieri,Chlorophyllum olivieri,Chlorophyllum olivieri
Chlorophyllum rhacodes,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,Chlorophyllum,rhacodes,,,,,,,new 2019,observed,,,,,,2019-10-06,Sarah Tweedale,iNat:33974478,,56535,FUN,accepted,56535,Chlorophyllum rhacodes,Chlorophyllum rhacodes,Rhacodium
Chondrostereum purpureum,(Pers.) Pouzar,,silver leaf,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Cyphellaceae,,,Chondrostereum,purpureum,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2021-11-03,Andrew Simon,iNat:100206030,,118036,FUN,accepted,118036,Chondrostereum purpureum,Chondrostereum purpureum,Chondrostereum purpureum
Chromosera cyanophylla,"(Fries) Redhead, Ammirati & Norvell",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrocyboideae,Chromosereae,Chromosera,cyanophylla,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118359,FUN,accepted,118359,Chromosera cyanophylla,Chromosera cyanophylla,
Chroogomphus ochraceus,,,Olive Pine Spike,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Chroogomphus,ochraceus,,,,,,,new 2021,observed,,,,,,2021-06-18,Caitlin Robinson,iNat:94284122,,118358,FUN,accepted,118358,Chroogomphus ochraceus,Chroogomphus ochraceus,Chroogomphus ochraceus
Chroogomphus rutilus,(Schaeff.) O.K. Mill.,,colourful chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Chroogomphus,rutilus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194275,FUN,accepted,194275,Chroogomphus rutilus,Chroogomphus rutilus,
Chroogomphus tomentosus,(Murrill) O.K. Mill.,,woolly chroogomphus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,Chroogomphus,tomentosus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,48639,FUN,accepted,48639,Chroogomphus tomentosus,Chroogomphus tomentosus,
Chrysomphalina aurantiaca,(Peck) Redhead,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,aurantiaca,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2021-10-17,"Dave “Zeuss"" Cochrane",iNat:98599994,,343259,FUN,accepted,343259,Chrysomphalina aurantiaca,Chrysomphalina aurantiaca,Chrysomphalina aurantiaca
Chrysomphalina chrysophylla,(Fr.) Clémençon,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,chrysophylla,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,484686,FUN,accepted,484686,Chrysomphalina chrysophylla,Chrysomphalina chrysophylla,
Ciboria rufofusca,(O. Weberb.) Sacc.,,fir cone fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Sclerotiniaceae,,,Ciboria,rufofusca,,,,,,,confirmed,observed,2007-04-28,Kent Brothers,VMS,,,2022-03-27,Mo Singh,iNat:109843282,,326843,FUN,accepted,326843,Ciboria rufofusca,Ciboria rufofusca,Ciboria rufofusca
Clavaria fragilis var. vermicularis,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavaria,fragilis,,,vermicularis,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2017-11-11,Kevin Toomer,iNat:8808267,,53888,FUN,accepted,53888,Clavaria fragilis vermicularis,Clavaria fragilis vermicularis,Clavaria fragilis vermicularis
Clavariadelphus truncatus,(Quél.) Donk,,flat-topped club coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Clavariadelphaceae,,,Clavariadelphus,truncatus,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2013-10-26,Ian Guthrie,iNat:4207744,,55160,FUN,accepted,55160,Clavariadelphus truncatus,Clavariadelphus truncatus,Clavariadelphus truncatus
Claviceps purpurea,(Fr.) Tul.,,purple ergot,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Clavicipitaceae,,,Claviceps,purpurea,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,360212,FUN,accepted,360212,Claviceps purpurea,Claviceps purpurea,
Clavulina coralloides,,,crested coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Clavulina,coralloides,,,,,,,confirmed,observed,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,2016-10-28,Sarah Tweedale,iNat:4451994,,63260,FUN,accepted,63260,Clavulina coralloides,Clavulina coralloides,Clavulina coralloides
Clavulina rugosa,(Bull.) J. Schröt.,,wrinkled coral fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Clavulina,rugosa,,,,,,,confirmed,observed,2010-04,Paul Kroeger,UBC,F22069,,2019-01-27,Andrew Simon,iNat:19917599,,81961,FUN,accepted,81961,Clavulina rugosa,Clavulina rugosa,Clavulina rugosa
Clavulinopsis cf. laeticolor,(Berk. & M.A. Curtis) R.H. Petersen,,golden fairy club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,laeticolor,,,,,,,reported,unobserved,2011-10-01,Kent Brothers,VMS,,,,,,,55273,FUN,unknown,,,Clavulinopsis laeticolor,
Clavulinopsis corniculata,(Schaeff.) Corner,,meadow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,corniculata,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179221,FUN,accepted,179221,Clavulinopsis corniculata,Clavulinopsis corniculata,
Clavulinopsis fusiformis,(Sowerby) Corner,,spindle-shaped yellow coral,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,fusiformis,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-29,Nancy Tamblyn,iNat:37078837,,55272,FUN,accepted,55272,Clavulinopsis fusiformis,Clavulinopsis fusiformis,Clavulinopsis fusiformis
Clavulinopsis laeticolor,,,Handsome Club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,Clavariaceae,,,Clavulinopsis,laeticolor,,,,,,,new 2020,observed,,,,,,2020-12-14,Christian Adler,iNat:66628680,,55273,FUN,accepted,55273,Clavulinopsis laeticolor,Clavulinopsis laeticolor,Clavulinopsis laeticolor
Clitocybe dealbata,(Sowerby) P. Kumm.,,sweat-producing clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,dealbata,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,737863,FUN,accepted,737863,Clitocybe dealbata,Clitocybe dealbata,
Clitocybe deceptiva,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,deceptiva,,,,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22060,,,,,,1186990,FUN,accepted,1186990,Clitocybe deceptiva,Clitocybe deceptiva,
Clitocybe dilatata,P. Karst.,,crowded white clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,dilatata,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179747,FUN,accepted,179747,Clitocybe dilatata,Clitocybe dilatata,
Clitocybe fragrans,(With.) P.Kumm.,,anise mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,fragrans,,,,,,,reported,unobserved,2010-04,Paul Kroeger,UBC,,,,,,,118370,FUN,accepted,118370,Clitocybe fragrans,Clitocybe fragrans,
Clitocybe nebularis,(Batsch) P. Kumm.,,clouded clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,nebularis,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63255,FUN,accepted,63255,Clitocybe nebularis,Clitocybe nebularis,
Clitocybe sclerotoidea,(Morse) H.E. Bigelow,,parasitic clitocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,Atractosporocybe,sclerotoidea,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2021-12-16,Adrian Levine,iNat:103408623,,118374,FUN,accepted,118374,Clitocybe sclerotoidea,Clitocybe sclerotoidea,Clitocybe sclerotoidea
Clitocybe vibecina,(Fr.) Quél.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Clitocybaceae,,Clitocybeae,Clitocybe,vibecina,,,,,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,500300,FUN,accepted,500300,Clitocybe vibecina,Clitocybe vibecina,
Clitopilus prunulus,(Scop.) P. Kumm.,,sweetbread mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Entolomataceae,,,Clitopilus,prunulus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,64708,FUN,accepted,64708,Clitopilus prunulus,Clitopilus prunulus,
Coccomyces dentatus,(J.C. Schmidt & Kunze) Sacc.,,Oregon grape leaf fungus,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Coccomyces,dentatus,,,,,,,confirmed,observed,2009-05-16,Kent Brothers,VMS,,,2018-10-21,Andrew Simon,iNat:17730056,,464803,FUN,accepted,464803,Coccomyces dentatus,Coccomyces dentatus,Coccomyces dentatus
Coccomyces tumidus,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,Coccomyces,tumidus,,,,,,,new 2018,observed,,,,,,2018-07-28,Kevin Toomer,iNat:14859281,,747608,FUN,accepted,747608,Coccomyces tumidus,Coccomyces tumidus,Coccomyces tumidus
Collybiopsis peronata,(Bolton) J.S.,,wood woollyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Collybiopsis,peronata,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,1275360,FUN,unaccepted,1275360,Collybiopsis peronata,Marasmiellus peronatus,
Collybiopsis sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Collybiopsis,,,,,,,,new 2020,observed,,,,,,2020-11-11,Catiemac,iNat:64717779,,374622,FUN,accepted,374622,Collybiopsis,Collybiopsis,Collybiopsis
Coltricia cinnamomea,,,Shiny cinnamon polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,Coltricia,cinnamomea,,,,,,,new 2021,observed,,,,,,2021-10-17,Caitlin Robinson,iNat:98631747,,118035,FUN,accepted,118035,Coltricia cinnamomea,Coltricia cinnamomea,Coltricia cinnamomea
Coltricia perennis,(L.) Murrill,,fairy stool,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,Coltricia,perennis,,,,,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118034,FUN,accepted,118034,Coltricia perennis,Coltricia perennis,
Coniophora puteana,(Schumach.) P. Karst,,wet rot fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Coniophoraceae,,,Coniophora,puteana,,,,,,,new 2017,observed,,,,,,2017-12-08,Kevin Toomer,iNat:9094382,,154741,FUN,accepted,154741,Coniophora puteana,Coniophora puteana,Coniophora puteana
Connopus acervatus,(Fr.) R.H. Petersen,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,Connopus,acervatus,,,,,,,confirmed,observed,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,2021-10-02,Kevin Toomer,iNat:96951178,,565396,FUN,accepted,565396,Connopus acervatus,Connopus acervatus,Connopus acervatus
Conocybe apala,(Fr.) Arnolds,,white conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,apala,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,117227,FUN,accepted,117227,Conocybe apala,Conocybe apala,
Conocybe filaris,(Fr.) Kühner,,ringed conehead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,filaris,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179219,FUN,accepted,179219,Conocybe filaris,Conocybe filaris,
Conocybe tenera,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Bolbitiaceae,,,Conocybe,tenera,,,,,,,new 2023,observed,,,,,,2023-10-05,Catiemac,iNat:186450914,,121765,FUN,accepted,121765,Conocybe tenera,Conocybe tenera,Conocybe tenera
Coprinellus disseminatus,(Pers.) J.E. Lange,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,disseminatus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,56314,FUN,accepted,56314,Coprinellus disseminatus,Coprinellus disseminatus,
Coprinellus ephemerus,(Bull.) Redhead,,dung inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,ephemerus,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,410689,FUN,accepted,410689,Coprinellus ephemerus,Coprinellus ephemerus,
Coprinellus micaceus,"(Bull.) Vilgalys, Hopple & Jacq. Johnson",,glistening inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinellus,micaceus,,,,,,,confirmed,observed,2012-05,Kent Brothers,VMS,,,2018-04-23,Kevin Toomer,iNat:11467970,,56318,FUN,accepted,56318,Coprinellus micaceus,Coprinellus micaceus,Coprinellus micaceus
Coprinopsis atramentaria,"(Bull.) Redhead, Vilgalys & Moncalvo",,common ink cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinopsis,atramentaria,,,,,,,reported,unobserved,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,48521,FUN,accepted,48521,Coprinopsis atramentaria,Coprinopsis atramentaria,
Coprinopsis lagopus,"(Fr.) Redhead, Vilgalys & Moncalvo",,harefoot mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Psathyrellaceae,,,Coprinopsis,lagopus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2018-09-25,Kevin Toomer,iNat:17218096,,55605,FUN,accepted,55605,Coprinopsis lagopus,Coprinopsis lagopus,Coprinopsis lagopus
Coprinus comatus,(O.F. Müll.) Pers.,,shaggy mane,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Coprinaceae,,,Coprinus,comatus,,,,,,,confirmed,observed,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,2014-10-13,Jemma Lee,iNat:2701067,,47392,FUN,accepted,47392,Coprinus comatus,Coprinus comatus,Coprinus comatus
Cortinarius californicus,A.H. Sm.,,Californian webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,californicus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,67586,FUN,accepted,67586,Cortinarius californicus,Cortinarius californicus,
Cortinarius cinnamomeus,(L.) Fr.,,cinnamon webcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,cinnamomeus,,,,,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22075,,,,,,155225,FUN,accepted,155225,Cortinarius cinnamomeus,Cortinarius cinnamomeus,
Cortinarius glaucopus grp.,(Schaeff.) Gray,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,glaucopus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,58678,FUN,accepted,58678,Cortinarius glaucopus,Cortinarius glaucopus,
Cortinarius malicorius,Fr.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,malicorius,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,194720,FUN,accepted,194720,Cortinarius malicorius,Cortinarius malicorius,
Cortinarius rufosanguineus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,rufosanguineus,,,,,,,new 2022,observed,,,,,,2022-12-14,mostlymushroomthings,iNat:144382597,,1188901,FUN,accepted,1188901,Cortinarius rufosanguineus,Cortinarius rufosanguineus,Cortinarius rufosanguineus
Cortinarius semisanguineus,(Fr.) Gillet,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,semisanguineus,,,,,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,125353,FUN,accepted,125353,Cortinarius semisanguineus,Cortinarius semisanguineus,
Cortinarius smithii,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,smithii,,,,,,,new 2013,observed,,,,,,2013-10-26,Ian Guthrie,iNat:4210102,,348842,FUN,accepted,348842,Cortinarius smithii,Cortinarius smithii,Cortinarius smithii
Cortinarius vanduzerensis,A.H. Sm. & Trappe,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,Cortinarius,vanduzerensis,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,196528,FUN,accepted,196528,Cortinarius vanduzerensis,Cortinarius vanduzerensis,
Craterellus tubaeformis,(Fr.) Quél.,,winter chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Craterellus,tubaeformis,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-12-07,Richard Ward,iNat:36453668,,350511,FUN,accepted,350511,Craterellus tubaeformis,Craterellus tubaeformis,Craterellus tubaeformis
Crepidotus applanatus,(Pers.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Crepidotaceae,,,Crepidotus,applanatus,,,,,,,confirmed,observed,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2019-08-19,Caitlin Robinson,iNat:31163513,,350514,FUN,accepted,350514,Crepidotus applanatus,Crepidotus applanatus,Crepidotus applanatus
Crepidotus mollis,(Schaeff.) Staude,,jelly crepidotus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Crepidotaceae,,,Crepidotus,mollis,,,,,,,confirmed,observed,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,2020-02-08,ssilverman,iNat:38440522,,118283,FUN,accepted,118283,Crepidotus mollis,Crepidotus mollis,Crepidotus mollis
Crinipellis scabella,(Alb. & Schwein.) Murrill,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Marasmiaceae,,,Crinipellis,scabella,,,,,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118282,FUN,accepted,118282,Crinipellis scabella,Crinipellis scabella,
Crucibulum laeve,,,common bird's nest fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Nidulariaceae,,,Crucibulum,laeve,,,,,,,new 2018,observed,,,,,,2018-03-25,Andrew Simon,iNat:14548360,,120030,FUN,accepted,120030,Crucibulum laeve,Crucibulum laeve,Crucibulum laeve
Cryptoporus volvatus,(Peck) Shear,,cryptic globe fungus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Cryptoporus,volvatus,,,,,,,confirmed,observed,2010-04-17,Paul Kroeger,UBC,F22064,,2016-03-12,Andrew Simon,iNat:2775963,,118051,FUN,accepted,118051,Cryptoporus volvatus,Cryptoporus volvatus,Cryptoporus volvatus
Cudonia circinans,(Pers.) Fr.,,common cudonia,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Cudoniaceae,,,Cudonia,circinans,,,,,,,confirmed,observed,2009-05-16,Kent Brothers,VMS,,,2016-03-24,Tyson Ehlers,iNat:8920371,,183199,FUN,accepted,183199,Cudonia circinans,Cudonia circinans,Cudonia circinans
Cudonia monticola,,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Cudoniaceae,,,Cudonia,monticola,,,,,,,confirmed,observed,2011-05-14,VMS,UBC,F22507,,2011-05-14,Emma Harrower,iNat:78650046,,217906,FUN,accepted,217906,Cudonia monticola,Cudonia monticola,Cudonia monticola
