"","Taxon","Genus","Species","Hybrid","Subspecies","Variety","Origin","Provincial.Status","National.Status","latitude","longitude","geoprivacy","private_latitude","private_longitude","id"
"1226","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.013005,-123.5728816667,"",NA,NA,57128006
"1227","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8771263889,-123.3184063889,"",NA,NA,59943196
"1228","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9524418532,-123.5192042466,"",NA,NA,60492171
"1229","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8947040054,-123.4088775353,"",NA,NA,60492247
"1230","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.97297,-123.55770833,"",NA,NA,60917757
"1231","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8957808122,-123.4067361172,"",NA,NA,61365885
"1232","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.86724,-123.33866,"",NA,NA,61503240
"1233","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8594186663,-123.3537673193,"",NA,NA,61519487
"1234","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9417683333,-123.5013216667,"",NA,NA,70065798
"1235","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.945625,-123.5061222222,"",NA,NA,70065844
"1236","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.01043011,-123.5748324,"",NA,NA,72229354
"1237","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.93941,-123.5012083333,"",NA,NA,72321404
"1238","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.938645,-123.5001866667,"",NA,NA,72321429
"1239","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9386783333,-123.5001983333,"",NA,NA,72321431
"1240","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9416816667,-123.501,"",NA,NA,72321455
"1241","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8948997614,-123.4085010228,"",NA,NA,77825527
"1242","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8704305556,-123.3824194444,"",NA,NA,81147057
"1243","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.0130683333,-123.5759396389,"",NA,NA,83604142
"1244","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.01278775,-123.5728010556,"",NA,NA,83605330
"1245","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9283411372,-123.4679888561,"",NA,NA,83973642
"1246","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9273611906,-123.4705335161,"",NA,NA,83994565
"1247","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9291861755,-123.4678523853,"",NA,NA,84215355
"1248","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9277383333,-123.4716116667,"",NA,NA,84338203
"1249","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9280866667,-123.4721616667,"",NA,NA,84576664
"1250","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.928925,-123.4647216667,"",NA,NA,84636319
"1251","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9311033333,-123.4757383333,"",NA,NA,84806526
"1252","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8724461143,-123.3214154122,"",NA,NA,86518609
"1253","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8762109752,-123.4008748827,"",NA,NA,86685775
"1254","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9525482152,-123.5333984626,"",NA,NA,88863605
"1255","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.0008516667,-123.5612133333,"",NA,NA,94679696
"1256","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.0005743158,-123.5609355255,"",NA,NA,94679706
"1257","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9945658004,-123.5613101661,"",NA,NA,94679744
"1258","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9944083333,-123.5608616667,"",NA,NA,94679754
"1259","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.99481,-123.556925,"",NA,NA,94679788
"1260","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9005409736,-123.4070143051,"",NA,NA,95898923
"1261","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9282320999,-123.4680414945,"",NA,NA,98115575
"1262","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.0015817633,-123.5638846775,"",NA,NA,98167994
"1263","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9934528372,-123.5542238352,"",NA,NA,100641936
"1264","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.872828334,-123.3458575833,"",NA,NA,101067815
"1265","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8660067834,-123.3399505137,"",NA,NA,101304315
"1266","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.899555686,-123.4072231596,"",NA,NA,101359587
"1267","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9272223725,-123.4689492129,"",NA,NA,101446852
"1268","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.927025839,-123.468689433,"",NA,NA,101742815
"1269","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9088829803,-123.406316905,"",NA,NA,102599835
"1270","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9028551681,-123.4049303147,"",NA,NA,102599865
"1271","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.878945,-123.3201616667,"",NA,NA,102639860
"1272","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.866,-123.34,"",NA,NA,103172279
"1273","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9482944444,-123.5021027778,"",NA,NA,107022546
"1274","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8683144,-123.3411822,"",NA,NA,107676227
"1275","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.859444,-123.346695,"",NA,NA,109104049
"1276","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.858757,-123.34877,"",NA,NA,109104050
"1277","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.867325,-123.337242,"",NA,NA,110923232
"1278","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9587866667,-123.5329366667,"",NA,NA,116029557
"1279","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8975,-123.4058,"",NA,NA,116239578
"1280","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8997333333,-123.4075866667,"",NA,NA,116239614
"1281","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9046096928,-123.3672316595,"",NA,NA,120891228
"1282","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8716583333,-123.3116216667,"",NA,NA,122839924
"1283","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8716083333,-123.3121633333,"",NA,NA,123643861
"1284","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",49.0134070792,-123.5732244124,"",NA,NA,123932590
"1285","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8950848118,-123.4103100069,"",NA,NA,123934385
"1286","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8958027921,-123.4104298025,"",NA,NA,126310862
"1287","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.9539971039,-123.5230359773,"",NA,NA,126555347
"1288","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.8812,-123.3239583333,"",NA,NA,127184028
"1289","Arbutus menziesii","Arbutus","menziesii","","","","native","S5","",48.894505,-123.40867,"",NA,NA,132886602
"1290","Arceuthobium douglasii","Arceuthobium","douglasii","","","","native","S4S5","",48.912933,-123.393116,"",NA,NA,2809040
"1291","Arceuthobium douglasii","Arceuthobium","douglasii","","","","native","S4S5","",48.9997716667,-123.5847033333,"",NA,NA,109622798
"1296","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.957262,-123.53066,"",NA,NA,2819341
"1297","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.95636,-123.529372,"",NA,NA,2819429
"1298","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9545950219,-123.5261669755,"",NA,NA,2881736
"1299","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.956933,-123.529767,"",NA,NA,3681771
"1300","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.958258,-123.532471,"",NA,NA,3681774
"1301","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.958258,-123.532471,"",NA,NA,3681800
"1302","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.960427,-123.536376,"",NA,NA,3682062
"1303","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.8791546423,-123.3197509926,"",NA,NA,3765747
"1304","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.886629,-123.373547,"",NA,NA,3766797
"1305","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.885466,-123.370156,"",NA,NA,3766867
"1306","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.885071,-123.367839,"",NA,NA,3767160
"1307","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9560008,-123.52745558,"",NA,NA,4194310
"1308","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9558754641,-123.5249948502,"",NA,NA,5237455
"1309","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.95588,-123.527884,"",NA,NA,5483406
"1310","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9549105122,-123.5338602215,"",NA,NA,6484813
"1311","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9562618095,-123.5279560089,"",NA,NA,6610501
"1312","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.956283,-123.528461,"",NA,NA,10306071
"1313","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.955581,-123.532333,"",NA,NA,10494237
"1314","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.8879374543,-123.3766775791,"",NA,NA,14548136
"1315","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.887888874,-123.376188442,"",NA,NA,15555475
"1316","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9573129423,-123.5302224667,"",NA,NA,16344824
"1317","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.956577,-123.53166,"",NA,NA,16739958
"1318","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9581516023,-123.5319669172,"",NA,NA,19202192
"1319","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9558833333,-123.5271616667,"",NA,NA,21351550
"1320","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9586833333,-123.53273,"",NA,NA,22182365
"1321","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.8866183333,-123.37277,"",NA,NA,53022063
"1322","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9559516059,-123.5272108131,"",NA,NA,55965785
"1323","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9563089595,-123.5280242043,"",NA,NA,61832256
"1324","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9558143381,-123.5271704916,"",NA,NA,67590787
"1325","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9567110383,-123.5266875897,"",NA,NA,68072966
"1326","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9561220491,-123.5278076492,"",NA,NA,72209619
"1327","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9566666667,-123.5247222222,"",NA,NA,83196208
"1328","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9282955809,-123.4679567084,"",NA,NA,83966052
"1329","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.957005,-123.5256416667,"",NA,NA,93882410
"1330","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9500114494,-123.5154148434,"",NA,NA,97172666
"1331","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.95665333,-123.52718333,"",NA,NA,99436062
"1332","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.95844881,-123.53227152,"",NA,NA,101290339
"1333","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.928494039,-123.4686200974,"",NA,NA,101446626
"1334","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9611034622,-123.5329036009,"",NA,NA,102153405
"1335","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.92478,-123.4620666667,"",NA,NA,107400014
"1336","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9287470468,-123.4685913475,"",NA,NA,108088499
"1337","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9561563138,-123.5277258749,"",NA,NA,109429654
"1338","Arctostaphylos columbiana","Arctostaphylos","columbiana","","","","native","S5","",48.9568426533,-123.5299051792,"",NA,NA,133377000
"1339","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",49.0112305556,-123.5773555556,"",NA,NA,3889075
"1340","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",48.888459,-123.377645,"",NA,NA,4479860
"1341","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",48.9006968474,-123.336124418,"",NA,NA,6425198
"1342","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",48.8883002098,-123.3781282999,"",NA,NA,16441753
"1343","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",48.9587633333,-123.5328533333,"",NA,NA,22182340
"1344","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",48.9958333333,-123.5861111111,"",NA,NA,110790411
"1345","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",48.9586616667,-123.5327933333,"",NA,NA,116029577
"1346","Arctostaphylos uva-ursi","Arctostaphylos","uva-ursi","","","","native","S5","",49.0129683333,-123.57605,"",NA,NA,123934514
"1347","Argentina anserina","Argentina","anserina","","","","native","S5","",48.9293772058,-123.4480362153,"",NA,NA,15555476
"1348","Argentina anserina","Argentina","anserina","","","","native","S5","",48.8972834088,-123.4083348513,"",NA,NA,24624788
"1349","Argentina anserina","Argentina","anserina","","","","native","S5","",48.898205,-123.4080316667,"",NA,NA,24653203
"1350","Argentina anserina","Argentina","anserina","","","","native","S5","",48.8969916667,-123.4063111111,"",NA,NA,24701243
"1351","Argentina anserina","Argentina","anserina","","","","native","S5","",48.8969194444,-123.4064638889,"",NA,NA,25658160
"1354","Artemisia suksdorfii","Artemisia","suksdorfii","","","","native","S5","",48.8646420365,-123.32720093,"",NA,NA,3779806
"1355","Artemisia suksdorfii","Artemisia","suksdorfii","","","","native","S5","",48.8623033333,-123.32095,"",NA,NA,127180967
"1356","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8656638889,-123.3682305556,"",NA,NA,41788597
"1357","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8647094056,-123.3671030232,"",NA,NA,41788607
"1358","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8654527778,-123.3679777778,"",NA,NA,41788612
"1359","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8646722222,-123.3668416667,"",NA,NA,41788628
"1360","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.869152893,-123.3790177405,"",NA,NA,74104780
"1361","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8646027778,-123.3671388889,"",NA,NA,74104794
"1362","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8704033333,-123.38129,"",NA,NA,81147036
"1363","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.87052,-123.38168,"",NA,NA,81147039
"1364","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8651618976,-123.3675531511,"",NA,NA,111609903
"1365","Athysanus pusillus","Athysanus","pusillus","","","","native","S5","",48.8666203803,-123.3759365888,"",NA,NA,114745434
"1383","Barbarea orthoceras","Barbarea","orthoceras","","","","native","S5","",48.898304,-123.407278,"",NA,NA,3652873
"1384","Barbarea orthoceras","Barbarea","orthoceras","","","","native","S5","",48.8997376608,-123.407535553,"",NA,NA,6217241
"1385","Barbarea orthoceras","Barbarea","orthoceras","","","","native","S5","",48.8974990845,-123.4077758789,"",NA,NA,24631441
"1386","Barbarea orthoceras","Barbarea","orthoceras","","","","native","S5","",48.8968694444,-123.4064027778,"",NA,NA,25656472
"1447","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.930394,-123.474998,"",NA,NA,2566238
"1448","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.929041,-123.471479,"",NA,NA,2566468
"1449","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.930338,-123.474784,"",NA,NA,2580313
"1450","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.926221,-123.465428,"",NA,NA,2585119
"1451","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.872198,-123.311555,"",NA,NA,2677426
"1452","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.87186,-123.311706,"",NA,NA,2677454
"1453","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.934178,-123.489096,"",NA,NA,2738378
"1454","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.898838,-123.407603,"",NA,NA,2742982
"1455","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.871738,-123.311234,"",NA,NA,2744676
"1456","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.871964,-123.311062,"",NA,NA,2744846
"1457","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.923647,-123.441472,"",NA,NA,2810421
"1458","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.867549,-123.339915,"",NA,NA,3040913
"1459","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.89695,-123.406677,"",NA,NA,3310590
"1460","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.932486,-123.483839,"",NA,NA,3317489
"1461","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.952108,-123.519148,"",NA,NA,3556279
"1462","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.952108,-123.519148,"",NA,NA,3556716
"1463","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.927855,-123.4708333333,"",NA,NA,3637762
"1464","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.87209,-123.311577,"",NA,NA,5153105
"1465","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8687533333,-123.38572,"",NA,NA,5591803
"1466","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9066208252,-123.3580112457,"",NA,NA,5646946
"1467","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.927088,-123.46633,"",NA,NA,5850444
"1468","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8720823,-123.3122892,"",NA,NA,6425055
"1469","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9175,-123.3969633333,"",NA,NA,11577681
"1470","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8676033333,-123.3390116667,"",NA,NA,13973315
"1471","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9265888889,-123.4688111111,"",NA,NA,16152477
"1472","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9110716667,-123.3955683333,"",NA,NA,21543545
"1473","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.870317,-123.319855,"",NA,NA,21997167
"1474","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0133152467,-123.572630373,"",NA,NA,24497675
"1475","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9002194444,-123.4070888889,"",NA,NA,24672698
"1476","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.87188311,-123.31030767,"",NA,NA,24689209
"1477","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.871625,-123.3107527778,"",NA,NA,24697687
"1478","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9576916667,-123.5419916667,"",NA,NA,24699196
"1479","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8990388889,-123.4075916667,"",NA,NA,24701206
"1480","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8954972222,-123.4100277778,"",NA,NA,24701238
"1481","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8935555556,-123.4059666667,"",NA,NA,24701325
"1482","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8718305556,-123.3106916667,"",NA,NA,24701383
"1483","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8720205892,-123.311627051,"",NA,NA,24712278
"1484","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8721632073,-123.3116790188,"",NA,NA,24712422
"1485","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0135592315,-123.5732900589,"",NA,NA,24714318
"1486","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8718564811,-123.31273991,"",NA,NA,24743621
"1487","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.85954,-123.35316,"",NA,NA,24768149
"1488","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8716,-123.3115611111,"",NA,NA,24806548
"1489","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8989008917,-123.4076538217,"",NA,NA,24937031
"1490","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8727488509,-123.3134005779,"",NA,NA,25199343
"1491","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8725337713,-123.3129083087,"",NA,NA,25199449
"1492","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8993950887,-123.407351738,"",NA,NA,25200265
"1493","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9003305556,-123.4073944444,"",NA,NA,25542470
"1494","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8937388889,-123.4066166667,"",NA,NA,25655429
"1495","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.95273,-123.5334716667,"",NA,NA,28440138
"1496","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8938978813,-123.4065134209,"",NA,NA,32120951
"1497","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8998867424,-123.407600292,"",NA,NA,39195651
"1498","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9392886649,-123.5009798987,"",NA,NA,39973096
"1499","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8848490661,-123.3219368934,"",NA,NA,40412981
"1500","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9140416667,-123.3874083333,"",NA,NA,42682010
"1501","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.8657615406,-123.3371909932,"",NA,NA,43253070
"1502","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.926705,-123.4671166667,"",NA,NA,45034941
"1503","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.93828667,-123.499695,"",NA,NA,49133945
"1504","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.931330102,-123.4875871518,"",NA,NA,53377536
"1505","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9272445257,-123.4683431422,"",NA,NA,53381035
"1506","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0137766667,-123.57379,"",NA,NA,57127987
"1507","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0131466667,-123.5728783333,"",NA,NA,57128007
"1508","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9576033333,-123.530845,"",NA,NA,68129887
"1509","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.01387399,-123.57364549,"",NA,NA,72230063
"1510","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9386683333,-123.5002133333,"",NA,NA,72321426
"1511","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9386966667,-123.5000433333,"",NA,NA,72321433
"1512","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.92692414,-123.46576131,"",NA,NA,84242468
"1513","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9273706049,-123.4645911653,"",NA,NA,84269497
"1514","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.897883,-123.400917,"",NA,NA,109867868
"1515","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.95266333,-123.53341667,"",NA,NA,111105965
"1516","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.897355,-123.33863,"",NA,NA,120494799
"1517","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.9271277778,-123.4683583333,"",NA,NA,122225706
"1518","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",49.0129683333,-123.57605,"",NA,NA,123934513
"1519","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.870875,-123.3123033333,"",NA,NA,129444467
"1520","Berberis aquifolium","Berberis","aquifolium","","","","native","S5","",48.870395,-123.31993,"",NA,NA,130446655
"1521","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.934341,-123.480921,"",NA,NA,2565110
"1522","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.929379,-123.474076,"",NA,NA,2566245
"1523","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.928251,-123.47105,"",NA,NA,2566529
"1524","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.928251,-123.47105,"",NA,NA,2566532
"1525","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.929548,-123.474226,"",NA,NA,2580319
"1526","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.92947,-123.474183,"",NA,NA,2591166
"1527","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.929379,-123.468218,"",NA,NA,2629768
"1528","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.927293,-123.468733,"",NA,NA,2663682
"1529","Berberis nervosa","Berberis","nervosa","","","","native","S5","",49.006593,-123.580174,"",NA,NA,2679571
"1530","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.950978,-123.516798,"",NA,NA,2819487
"1531","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8650388889,-123.3221194444,"",NA,NA,2959399
"1532","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.919025,-123.430624,"",NA,NA,3114517
"1533","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.915652,-123.426826,"",NA,NA,3336199
"1534","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.9512,-123.516369,"",NA,NA,3556161
"1535","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.939607,-123.501418,"",NA,NA,3637990
"1536","Berberis nervosa","Berberis","nervosa","","","","native","S5","",48.8997658724,-123.4072995186,"",NA,NA,3700973
