"","iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Common.name","Recorded.by","Captive.Cultivated","coordinateUncertaintyInMeters"
"91","Linyphiidae",67599,"Linyphiidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Linyphiidae","","","","","iNat:3319429",48.932492,-123.483324,"2016-05-13",NA,NA,"Andrew Simon","false",117
"92","Gnaphosidae",50168,"Gnaphosidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Gnaphosoidea","Gnaphosidae","","","","","iNat:3319838",48.932492,-123.483324,"2016-05-13",NA,NA,"Andrew Simon","false",117
"93","Sympetrum illotum",51555,"Sympetrum illotum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Libelluloidea","Libellulidae","","","Sympetrum","illotum","iNat:3319973",48.932492,-123.483324,"2016-05-13",NA,NA,"Andrew Simon","false",117
"94","Tetragnatha",47550,"Tetragnatha",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Tetragnathidae","","","Tetragnatha","","iNat:3328654",48.933199,-123.483099,"2016-05-13",NA,NA,"Andrew Simon","false",71
"95","Formicidae",47336,"Formicidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","","","","","iNat:3329536",48.932909,-123.482873,"2016-05-13",NA,NA,"Andrew Simon","false",87
"96","Rheumaptera meadii",1378524,"Rheumaptera meadii",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Larentiinae","Rheumapterini","Rheumaptera","meadii","iNat:3329701",48.868786,-123.346735,"2016-05-13",NA,NA,"Andrew Simon","false",27
"97","Omus dejeanii",226395,"Omus dejeanii",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Adephaga","","Caraboidea","Carabidae","Cicindelinae","Megacephalini","Omus","dejeanii","iNat:3335423",48.915652,-123.426826,"2016-05-29",NA,NA,"","false",87
"98","Omus dejeanii",226395,"Omus dejeanii",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Adephaga","","Caraboidea","Carabidae","Cicindelinae","Megacephalini","Omus","dejeanii","iNat:3336063",48.915652,-123.426826,"2016-05-29",NA,NA,"","false",87
"99","Rhionaeschna californica",67736,"Rhionaeschna californica",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Aeshnoidea","Aeshnidae","","","Rhionaeschna","californica","iNat:3336240",48.873929,-123.316727,"2012-10-09",NA,NA,"","false",2794
"100","Eratigena",418824,"Eratigena",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Agelenoidea","Agelenidae","Ageleninae","","Eratigena","","iNat:3337638",48.868832,-123.346478,"2016-05-27",NA,NA,"Andrew Simon","false",43
"101","Berytidae",57804,"Berytidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Lygaeoidea","Berytidae","","","","","iNat:3340564",48.915924,-123.425292,"2016-05-29",NA,NA,"Andrew Simon","false",163
"102","Enallagma",50175,"Enallagma",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Zygoptera","","Coenagrionoidea","Coenagrionidae","","","Enallagma","","iNat:3340591",48.915924,-123.425292,"2016-05-29",NA,NA,"Andrew Simon","false",163
"103","Sympetrum illotum",51555,"Sympetrum illotum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Libelluloidea","Libellulidae","","","Sympetrum","illotum","iNat:3345346",48.867323,-123.337927,"2016-05-30",NA,NA,"Andrew Simon","false",400
"104","Ichneumonina",1422571,"Ichneumonina",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","","Ichneumonoidea","Ichneumonidae","Ichneumoninae","Ichneumonini","","","iNat:3351140",48.867549,-123.338528,"2016-05-30",NA,NA,"Andrew Simon","false",324
"105","Papilio eurymedon",55521,"Papilio eurymedon",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Papilionidae","Papilioninae","Papilionini","Papilio","eurymedon","iNat:3351237",48.867549,-123.338528,"2016-05-30",NA,NA,"Andrew Simon","false",324
"106","Lepidoptera",47157,"Lepidoptera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","","","","","","","iNat:3351504",48.867899,-123.341789,"2016-05-30",NA,NA,"Andrew Simon","false",173
"107","Philaenus spumarius",56189,"Philaenus spumarius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopoidea","Aphrophoridae","Aphrophorinae","Philaenini","Philaenus","spumarius","iNat:3364924",48.868839,-123.346703,"2016-06-01",NA,NA,"Andrew Simon","false",43
"108","Chalcophora angulicollis",82080,"Chalcophora angulicollis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Chrysochroinae","Chrysochroini","Chalcophora","angulicollis","iNat:3369542",48.932983,-123.479133,"2016-06-02",NA,NA,"Adam Huggins","false",NA
"109","Papilio eurymedon",55521,"Papilio eurymedon",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Papilionidae","Papilioninae","Papilionini","Papilio","eurymedon","iNat:3397996",48.943263,-123.499703,"2016-06-06",NA,NA,"Adam Huggins","false",NA
"110","Enallagma",50175,"Enallagma",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Zygoptera","","Coenagrionoidea","Coenagrionidae","","","Enallagma","","iNat:3399819",48.948785,-123.50255,"2016-06-05",NA,NA,"Andrew Simon","false",111
"111","Libellula forensis",84369,"Libellula forensis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Libelluloidea","Libellulidae","","","Libellula","forensis","iNat:3399838",48.948785,-123.50255,"2016-06-05",NA,NA,"Andrew Simon","false",111
"112","Philaenus spumarius",56189,"Philaenus spumarius",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopoidea","Aphrophoridae","Aphrophorinae","Philaenini","Philaenus","spumarius","iNat:3403042",48.948469,-123.503151,"2016-06-05",NA,NA,"Andrew Simon","false",118
"113","Sympetrum illotum",51555,"Sympetrum illotum",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Libelluloidea","Libellulidae","","","Sympetrum","illotum","iNat:3404246",48.94901,-123.479462,"2016-06-05",NA,NA,"Andrew Simon","false",174
"114","Apis mellifera",47219,"Apis mellifera",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Apini","Apis","mellifera","iNat:3404683",48.874442,-123.317478,"2016-06-05",NA,NA,"Andrew Simon","false",88
"115","Hemaris thetis",127170,"Hemaris thetis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Bombycoidea","Sphingidae","Macroglossinae","Dilophonotini","Hemaris","thetis","iNat:3410216",48.896569,-123.341222,"2016-06-07",NA,NA,"","false",NA
"116","Gerrini",936827,"Gerrini",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Gerromorpha","Gerroidea","Gerridae","Gerrinae","Gerrini","","","iNat:3414613",48.948452,-123.502378,"2016-06-05",NA,NA,"Andrew Simon","false",72
"117","Aeshna",52520,"Aeshna",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Anisoptera","","Aeshnoidea","Aeshnidae","","","Aeshna","","iNat:3414917",48.948554,-123.502078,"2016-06-05",NA,NA,"Andrew Simon","false",87
"118","Ischnura cervula",62229,"Ischnura cervula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Odonata","Zygoptera","","Coenagrionoidea","Coenagrionidae","","","Ischnura","cervula","iNat:3414930",48.948554,-123.502078,"2016-06-05",NA,NA,"Andrew Simon","false",87
"119","Pyrobombus",538900,"Pyrobombus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","","iNat:3461472",48.895584,-123.342964,"2016-06-14",NA,NA,"Andrew Simon","false",105
"120","Melissodes microstictus",747170,"Melissodes microstictus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Eucerini","Melissodes","microstictus","iNat:3461595",48.867271,-123.338217,"2016-06-14",NA,NA,"Andrew Simon","false",250
"121","Tipula",60393,"Tipula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Tipulidae","Tipulinae","","Tipula","","iNat:3475488",48.868927,-123.346682,"2016-06-16",NA,NA,"Andrew Simon","false",87
"122","Chalcophora angulicollis",82080,"Chalcophora angulicollis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Chrysochroinae","Chrysochroini","Chalcophora","angulicollis","iNat:3475607",48.865341,-123.317156,"2016-06-16",NA,NA,"Andrew Simon","false",87
"123","Protodeltote albidula",228854,"Protodeltote albidula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Noctuoidea","Noctuidae","Eustrotiinae","","Protodeltote","albidula","iNat:3493825",48.898358,-123.407342,"2016-06-19",NA,NA,"Andrew Simon","false",79
"124","Calyptratae",342767,"Calyptratae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Cyclorrhapha","","","","","","","iNat:3495339",48.89822,-123.407278,"2016-06-19",NA,NA,"Andrew Simon","false",87
"125","Forficula auricularia",61524,"Forficula auricularia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Dermaptera","Neodermaptera","Epidermaptera","Forficuloidea","Forficulidae","Forficulinae","","Forficula","auricularia","iNat:3498599",48.878992,-123.319665,"2016-06-21",NA,NA,"John Magner","false",24
"126","Isomira comstocki",458157,"Isomira comstocki",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Tenebrionidae","Alleculinae","Alleculini","Isomira","comstocki","iNat:3500438",48.868426,-123.346963,"2016-06-21",NA,NA,"Andrew Simon","false",216
"127","Anaspis",173182,"Anaspis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Scraptiidae","Anaspidinae","","Anaspis","","iNat:3500450",48.868426,-123.346963,"2016-06-21",NA,NA,"Andrew Simon","false",216
"128","Araneidae",47535,"Araneidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Araneidae","","","","","iNat:3500482",48.869225,-123.346934,"2016-06-21",NA,NA,"Andrew Simon","false",76
"129","Enoplognatha ovata",219195,"Enoplognatha ovata",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","Pholcommatinae","","Enoplognatha","ovata","iNat:3512972",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"130","Rhyncolus",211714,"Rhyncolus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","Cossoninae","Rhyncolini","Rhyncolus","","iNat:3512976",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"131","Metellina",55622,"Metellina",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Tetragnathidae","","","Metellina","","iNat:3512981",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"132","Microlinyphia",172535,"Microlinyphia",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Linyphiidae","Linyphiinae","","Microlinyphia","","iNat:3512983",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"133","Theridiidae",47371,"Theridiidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","","","","","iNat:3512985",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"134","Psyllobora vigintimaculata",118967,"Psyllobora vigintimaculata",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","Coccinellinae","Halyziini","Psyllobora","vigintimaculata","iNat:3512987",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"135","Theridion",82081,"Theridion",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","Theridiinae","","Theridion","","iNat:3512990",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"136","Theridion",82081,"Theridion",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","Theridiinae","","Theridion","","iNat:3512992",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"137","Neriene digna",225813,"Neriene digna",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Linyphiidae","Linyphiinae","","Neriene","digna","iNat:3512994",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"138","Enoplognatha ovata",219195,"Enoplognatha ovata",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","Pholcommatinae","","Enoplognatha","ovata","iNat:3512997",48.864798,-123.353258,"2016-06-23",NA,NA,"Andrew Simon","false",87
"139","Hesperotipula",466653,"Hesperotipula",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Tipulidae","Tipulinae","","Tipula","","iNat:3515941",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"140","Ichneumonidae",47199,"Ichneumonidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","","Ichneumonoidea","Ichneumonidae","","","","","iNat:3515956",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"141","Psocodea",83187,"Psocodea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Psocodea","","","","","","","","","iNat:3515978",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"142","Elasmucha lateralis",325588,"Elasmucha lateralis",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Acanthosomatidae","Acanthosomatinae","","Elasmucha","lateralis","iNat:3516003",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"143","Philodromus",56611,"Philodromus",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Thomisoidea","Philodromidae","","","Philodromus","","iNat:3516008",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"144","Coccinellidae",48486,"Coccinellidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","","","","","iNat:3516012",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"145","Anystidae",245050,"Anystidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","Anystina","Anystoidea","Anystidae","","","","","iNat:3516020",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"146","Tipulomorpha",179916,"Tipulomorpha",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Nematocera","Tipulomorpha","","","","","","","iNat:3516057",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"147","Cybaeidae",52950,"Cybaeidae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","Dictynoidea","Cybaeidae","","","","","iNat:3516063",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"148","Uroblaniulus idahoanus",881100,"Uroblaniulus idahoanus",NA,"Animalia","Arthropoda","Myriapoda","","Diplopoda","Chilognatha","Juliformia","Julida","","","Parajuloidea","Parajulidae","","","Uroblaniulus","idahoanus","iNat:3516075",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"149","Aphidoidea",52380,"Aphidoidea",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","","","","","","iNat:3516090",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"150","Araneae",47118,"Araneae",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","","","","","","","","","iNat:3516103",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"151","Anyphaena",153567,"Anyphaena",NA,"Animalia","Arthropoda","Chelicerata","","Arachnida","","","Araneae","Araneomorphae","Entelegynae","","Anyphaenidae","","","Anyphaena","","iNat:3516116",48.864994,-123.353741,"2016-06-23",NA,NA,"","false",174
"152","Pterostichus algidus",229317,"Pterostichus algidus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Adephaga","","Caraboidea","Carabidae","Pterostichinae","Pterostichini","Pterostichus","algidus","iNat:3516395",48.865169,-123.353001,"2016-06-23",NA,NA,"Andrew Simon","false",57
"153","Neophilaenus lineatus",203336,"Neophilaenus lineatus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopoidea","Aphrophoridae","Aphrophorinae","Philaenini","Neophilaenus","lineatus","iNat:3516407",48.865113,-123.353044,"2016-06-23",NA,NA,"Andrew Simon","false",58
"154","Sciaphilus asperatus",200015,"Sciaphilus asperatus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","Entiminae","Sciaphilini","Sciaphilus","asperatus","iNat:3516432",48.865257,-123.353398,"2016-06-23",NA,NA,"Andrew Simon","false",87
"155","Forficula auricularia",61524,"Forficula auricularia",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Dermaptera","Neodermaptera","Epidermaptera","Forficuloidea","Forficulidae","Forficulinae","","Forficula","auricularia","iNat:3516494",48.865141,-123.352958,"2016-06-23",NA,NA,"Andrew Simon","false",64
"156","Scraptiidae",173241,"Scraptiidae",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Tenebrionoidea","Scraptiidae","","","","","iNat:3517685",48.868952,-123.346574,"2016-06-24",NA,NA,"Andrew Simon","false",77
"157","Bruchidius villosus",386880,"Bruchidius villosus",NA,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Chrysomeloidea","Chrysomelidae","Bruchinae","Bruchini","Bruchidius","villosus","iNat:3517689",48.868952,-123.346574,"2016-06-24",NA,NA,"Andrew Simon","false",77
